"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.361783250E1,3.773502960E0,-5.973627777E0,1.266815643E0
1.362782850E1,4.074676666E0,-6.218967590E0,1.325792999E0
1.363782450E1,4.433031464E0,-6.478228455E0,1.359323273E0
1.364781950E1,4.809199219E0,-6.896458740E0,1.365460510E0
1.365781550E1,5.117557983E0,-7.418572998E0,1.270108795E0
1.366781150E1,5.284610596E0,-7.757917328E0,1.110540619E0
1.367780650E1,5.495971069E0,-8.066425781E0,1.069675598E0
1.368780250E1,5.725892944E0,-8.431815948E0,9.874964905E-1
1.369779850E1,5.936504974E0,-8.663983154E0,9.717791748E-1
1.370779350E1,6.224955139E0,-9.022637329E0,9.825567627E-1
1.371778950E1,6.603517914E0,-9.561965790E0,8.774752808E-1
1.372778550E1,6.985074463E0,-1.016176849E1,8.041278076E-1
1.373778050E1,7.237449646E0,-1.068193680E1,6.545887756E-1
1.374777650E1,7.309599609E0,-1.085797073E1,5.786965942E-1
1.375777250E1,7.214397583E0,-1.065020279E1,6.490502930E-1
1.376776413E1,7.211403809E0,-1.055784485E1,7.556286621E-1
1.377776013E1,7.411088562E0,-1.058613602E1,8.247848511E-1
1.378775612E1,7.600744171E0,-1.064735870E1,7.062313843E-1
1.379775112E1,7.805518341E0,-1.083327209E1,4.776567078E-1
1.380774712E1,8.095465393E0,-1.128443390E1,2.359094238E-1
1.381774313E1,8.346942444E0,-1.160716278E1,4.191284180E-3
1.382773913E1,8.378377075E0,-1.177870605E1,-2.514770508E-1
1.383773413E1,8.003855896E0,-1.150372787E1,-3.472778320E-1
1.384773012E1,7.478747864E0,-1.117186798E1,-1.624122620E-1
1.385772612E1,6.929689636E0,-1.078522202E1,2.101629639E-1
1.386772112E1,6.309828644E0,-1.012778915E1,6.713539124E-1
1.387771713E1,5.756878510E0,-9.426048431E0,1.211430817E0
1.388771313E1,5.410648499E0,-8.791068878E0,1.659000092E0
1.389770813E1,5.268294525E0,-8.107141113E0,2.083367615E0
1.390770413E1,5.331163788E0,-7.657176819E0,2.379900970E0
1.391770012E1,5.498964844E0,-7.326813812E0,2.401007080E0
1.392769512E1,5.667065277E0,-7.041656799E0,2.178569641E0
1.393769113E1,5.802832947E0,-6.873406677E0,1.830094299E0
1.394768713E1,5.802982635E0,-6.727460175E0,1.308279419E0
1.395768213E1,5.599106598E0,-6.512956238E0,7.000941467E-1
1.396767813E1,5.352419586E0,-6.346801758E0,2.263293457E-1
1.397767412E1,5.184468842E0,-6.215973816E0,-8.517288208E-2
1.398767012E1,5.018314362E0,-6.059698792E0,-2.842588806E-1
1.399766512E1,4.871469727E0,-5.882916412E0,-3.107537842E-1
1.400766113E1,4.788542175E0,-5.635181580E0,-2.489323425E-1
1.401765713E1,4.805756378E0,-5.404960327E0,-8.951385498E-2
1.402765213E1,4.799918518E0,-5.171146545E0,7.843688965E-2
1.403764812E1,4.690945129E0,-4.956492920E0,1.522334290E-1
1.404764412E1,4.534819794E0,-4.878355408E0,1.405577087E-1
1.405763912E1,4.411476288E0,-4.891677704E0,6.885681152E-3
1.406763513E1,4.381538544E0,-4.905299377E0,-1.529818726E-1
1.407763113E1,4.484973450E0,-4.962630157E0,-2.160008240E-1
1.408762613E1,4.665647736E0,-5.008135529E0,-2.637515259E-1
1.409762213E1,4.846322021E0,-5.017565918E0,-3.556604004E-1
1.410761812E1,4.955295410E0,-5.071004791E0,-3.772155762E-1
1.411761412E1,5.058430939E0,-5.155728607E0,-3.832031250E-1
1.412760913E1,5.203628998E0,-5.305866394E0,-4.733157349E-1
1.413760513E1,5.388195190E0,-5.481900330E0,-5.254074097E-1
1.414760113E1,5.713468781E0,-5.706882477E0,-4.731660461E-1
1.415759613E1,6.092779999E0,-5.905818787E0,-4.567002869E-1
1.416759212E1,6.519392853E0,-6.045478363E0,-4.813989258E-1
1.417758812E1,6.876550140E0,-6.117778015E0,-5.236111450E-1
1.418758312E1,7.172185364E0,-6.211483154E0,-4.731660461E-1
1.419757913E1,7.493117981E0,-6.486311646E0,-4.099974060E-1
1.420757513E1,7.739355927E0,-6.765181732E0,-3.082090759E-1
1.421757013E1,7.971074066E0,-6.958878937E0,-9.310638428E-2
1.422756612E1,8.194858704E0,-7.194189606E0,1.625619507E-1
1.423756212E1,8.393944702E0,-7.264692993E0,4.543052673E-1
1.424755712E1,8.599617004E0,-7.227121124E0,7.797285461E-1
1.425755313E1,8.893605652E0,-7.240144043E0,1.030606842E0
1.426754913E1,9.362580414E0,-7.325765991E0,1.215173035E0
1.427754513E1,9.859397278E0,-7.565267944E0,1.378184052E0
1.428754012E1,1.019739441E1,-7.786507874E0,1.378483429E0
1.429753612E1,1.041294617E1,-8.032596130E0,1.295106812E0
1.430753212E1,1.056547897E1,-8.394543457E0,1.099014587E0
1.431752713E1,1.047641418E1,-8.811576233E0,7.277865601E-1
1.432752313E1,1.015892441E1,-9.185498657E0,4.083508301E-1
1.433751913E1,9.835447083E0,-9.451944580E0,2.025288391E-1
1.434751413E1,9.532177734E0,-9.661359100E0,7.903564453E-2
1.435751012E1,9.020841064E0,-9.384884033E0,8.322692871E-2
1.436750612E1,8.290509796E0,-8.642577667E0,3.230282593E-1
1.437750112E1,7.672744446E0,-7.961194611E0,7.219487000E-1
1.438749713E1,7.103927307E0,-7.527396698E0,1.049916687E0
1.439749313E1,6.470444641E0,-7.304510193E0,1.351240082E0
1.440748813E1,5.874833221E0,-7.301366730E0,1.583556976E0
1.441748412E1,5.316344604E0,-7.433092804E0,1.644779663E0
1.442748012E1,4.818330231E0,-7.768545227E0,1.560205536E0
1.443747613E1,4.338278503E0,-7.853119354E0,1.516496429E0
1.444747113E1,3.927832031E0,-7.825426941E0,1.458716583E0
1.445746713E1,3.696712646E0,-7.802823944E0,1.372944946E0
1.446746313E1,3.627706146E0,-7.835306396E0,1.209484863E0
1.447745812E1,3.677402802E0,-7.906408539E0,9.906399536E-1
1.448745412E1,3.716321869E0,-7.895780640E0,8.316705322E-1
1.449745012E1,3.767964478E0,-7.776329041E0,8.893006897E-1
1.450744513E1,3.835324402E0,-7.570207672E0,1.145268402E0
1.451744113E1,3.784280548E0,-7.282955017E0,1.381776581E0
1.452743713E1,3.541934509E0,-6.968608704E0,1.582509155E0
1.453743213E1,3.422482910E0,-6.883286133E0,1.698517914E0
1.454742812E1,3.513793030E0,-7.023095398E0,1.575024719E0
1.455742412E1,3.617377625E0,-7.155719604E0,1.296753387E0
1.456742013E1,3.729045410E0,-7.213200073E0,1.066532135E0
1.457741513E1,3.889811096E0,-7.150031433E0,9.071136475E-1
1.458741113E1,4.055965576E0,-7.022346954E0,8.698411560E-1
1.459740713E1,4.193828888E0,-6.893015900E0,9.719288635E-1
1.460740212E1,4.230502625E0,-6.768175507E0,9.900411987E-1
1.461739812E1,4.253554688E0,-6.720424805E0,9.901908875E-1
1.462739413E1,4.451443176E0,-6.904242554E0,9.059161377E-1
1.463738913E1,4.808151398E0,-7.232360229E0,6.505471802E-1
1.464738513E1,5.282215576E0,-7.558831329E0,4.056564331E-1
1.465738113E1,5.790408783E0,-7.928712158E0,2.134561157E-1
1.466737612E1,6.190377045E0,-8.263116760E0,1.166075134E-1
1.467737212E1,6.422544250E0,-8.486751709E0,1.091230774E-1
1.468736812E1,6.556964722E0,-8.692723389E0,1.845661926E-1
1.469736413E1,6.757996674E0,-9.014554138E0,3.097059631E-1
1.470735913E1,6.987768860E0,-9.474397888E0,3.933819580E-1
1.471735513E1,7.162754974E0,-9.764494629E0,4.927752686E-1
1.472735112E1,7.281607819E0,-9.818981323E0,6.595285034E-1
1.473734612E1,7.382348328E0,-9.814340973E0,8.696914673E-1
1.474734212E1,7.475454712E0,-9.796977081E0,1.021326141E0
1.475733813E1,7.486531677E0,-9.742191010E0,1.049916687E0
1.476733746E1,7.525151367E0,-9.682465210E0,9.861492920E-1
1.477733346E1,7.639962616E0,-9.770931244E0,7.616162109E-1
1.478732946E1,7.866142273E0,-1.003573059E1,5.049000549E-1
1.479732446E1,8.166717224E0,-1.027448410E1,2.475851440E-1
1.480732046E1,8.337661743E0,-1.062295944E1,-1.640588379E-1
1.481731646E1,8.240214386E0,-1.055425232E1,-3.104544067E-1
1.482731246E1,7.918982391E0,-1.033046768E1,-2.167492676E-1
1.483730746E1,7.452851715E0,-1.007120682E1,2.257305908E-1
1.484730346E1,6.831493835E0,-9.617799683E0,8.482859802E-1
1.485729946E1,6.328390045E0,-9.157955933E0,1.492695923E0
1.486729446E1,5.981411591E0,-8.732839966E0,1.880988464E0
1.487729046E1,5.772595825E0,-8.305029602E0,2.090852051E0
1.488728646E1,5.828878784E0,-7.993826752E0,2.181413727E0
1.489728146E1,5.951773224E0,-7.832462311E0,1.773511963E0
1.490727746E1,5.938750305E0,-7.434440002E0,1.373843079E0
1.491727346E1,5.833519135E0,-6.943910065E0,1.077758789E0
1.492726946E1,5.750441895E0,-6.746171265E0,7.514373779E-1
1.493726446E1,5.610932007E0,-6.722370758E0,3.454815674E-1
1.494726046E1,5.302872620E0,-6.724167023E0,-6.376739502E-2
1.495725646E1,4.931494904E0,-6.725663910E0,-2.433938599E-1
1.496725146E1,4.714745636E0,-6.749015350E0,-3.543132019E-1
1.497724746E1,4.614304504E0,-6.788084106E0,-5.429209900E-1
1.498724346E1,4.519850922E0,-6.635850677E0,-6.929090881E-1
1.499723846E1,4.454586639E0,-6.443350983E0,-8.997789001E-1
1.500723446E1,4.408183136E0,-6.242019653E0,-1.163829803E0
1.501723046E1,4.408033447E0,-6.030210114E0,-1.248553619E0
1.502722646E1,4.395609283E0,-5.938151550E0,-1.214873657E0
1.503722146E1,4.376299438E0,-5.847739563E0,-9.973759460E-1
1.504721746E1,4.367018738E0,-5.792953491E0,-6.397695923E-1
1.505721346E1,4.440515900E0,-5.803132324E0,-1.860630798E-1
1.506720846E1,4.543501740E0,-5.829776917E0,8.622070312E-2
1.507720446E1,4.625381470E0,-5.808521118E0,2.381547546E-1
1.508720046E1,4.723128204E0,-5.775888977E0,2.905458069E-1
1.509719546E1,4.880151672E0,-5.823939056E0,1.577719116E-1
1.510719146E1,4.988825684E0,-5.850134583E0,-8.352630615E-2
1.511718746E1,5.042414246E0,-5.911956024E0,-2.932402039E-1
1.512718246E1,5.094954987E0,-6.015241241E0,-4.444258118E-1
1.513717846E1,5.154980164E0,-6.119574280E0,-4.523593140E-1
1.514717446E1,5.265600128E0,-6.206842804E0,-3.085084534E-1
1.515717046E1,5.436844025E0,-6.310876465E0,-7.274871826E-2
1.516716546E1,5.597460022E0,-6.387517090E0,8.262817383E-2
1.517716146E1,5.683680725E0,-6.345903625E0,1.303788757E-1
1.518715746E1,5.822741547E0,-6.323300629E0,1.725910950E-1
1.519715246E1,6.045178986E0,-6.392007751E0,5.822891235E-2
1.520714846E1,6.299799500E0,-6.465205536E0,1.721420288E-2
1.521714446E1,6.614145813E0,-6.648574219E0,7.529342651E-2
1.522713946E1,6.938970337E0,-6.874155121E0,1.550775146E-1
1.523713546E1,7.275021515E0,-7.052284698E0,3.263214111E-1
1.524713146E1,7.585326233E0,-7.226821747E0,4.626878357E-1
1.525712746E1,7.878267059E0,-7.401508484E0,5.656736755E-1
1.526712246E1,8.173602905E0,-7.534132690E0,5.954617310E-1
1.527711846E1,8.437204742E0,-7.612419891E0,5.822891235E-1
1.528711446E1,8.682993622E0,-7.636819153E0,6.044430542E-1
1.529710946E1,8.887169037E0,-7.756121063E0,6.054908752E-1
1.530710546E1,9.027127991E0,-7.912845154E0,6.295907593E-1
1.531710146E1,9.045988770E0,-8.031248932E0,6.683601379E-1
1.532709646E1,9.033414917E0,-8.289162598E0,6.794371033E-1
1.533709246E1,9.052425385E0,-8.719966736E0,5.875282288E-1
1.534708846E1,9.114246826E0,-9.093440094E0,6.135740662E-1
1.535708446E1,9.155860291E0,-9.264384613E0,7.159611511E-1
1.536707946E1,9.110803986E0,-9.112749939E0,9.416917419E-1
1.537707546E1,8.913514252E0,-8.690777435E0,1.312171326E0
1.538707146E1,8.534652100E0,-8.093519440E0,1.689686279E0
1.539706646E1,8.130043488E0,-7.598498840E0,1.875449982E0
1.540706246E1,7.825576630E0,-7.226372681E0,1.914219360E0
1.541705846E1,7.576045532E0,-6.925498352E0,1.917213135E0
1.542705346E1,7.359745331E0,-6.720275116E0,1.807341614E0
1.543704946E1,7.119644623E0,-6.666536865E0,1.561253357E0
1.544704546E1,6.727011108E0,-6.558162231E0,1.245410156E0
1.545704146E1,6.328090668E0,-6.496191101E0,1.066232758E0
1.546703646E1,6.057603149E0,-6.596332855E0,9.119036865E-1
1.547703246E1,5.895939331E0,-6.747817841E0,8.111631775E-1
1.548702846E1,5.774990845E0,-6.908433838E0,7.354206848E-1
1.549702346E1,5.718707886E0,-7.070846100E0,6.391708374E-1
1.550701946E1,5.675298157E0,-7.181915131E0,4.813989258E-1
1.551701546E1,5.629343719E0,-7.160809021E0,2.737806702E-1
1.552701146E1,5.535039825E0,-7.073690186E0,1.013392639E-1
1.553700646E1,5.339845734E0,-6.963968353E0,6.301895142E-2
1.554700246E1,5.022505646E0,-6.821315002E0,2.029779053E-1
1.555699846E1,4.636608124E0,-6.659950562E0,5.194198608E-1
1.556699346E1,4.250560913E0,-6.548881531E0,9.731263733E-1
1.557698946E1,3.928879852E0,-6.488706665E0,1.423240356E0
1.558698546E1,3.754043427E0,-6.479126587E0,1.792971497E0
1.559698046E1,3.745960236E0,-6.532864838E0,2.039209442E0
1.560697646E1,3.893253937E0,-6.613846436E0,2.098336487E0
1.561697246E1,4.101620636E0,-6.622378693E0,1.953437805E0
1.562696746E1,4.293521576E0,-6.516698456E0,1.674268341E0
1.563696346E1,4.416865082E0,-6.360573120E0,1.279090118E0
1.564695946E1,4.478536835E0,-6.204447784E0,9.351054382E-1
1.565695546E1,4.505331116E0,-6.080355835E0,6.357279968E-1
1.566695046E1,4.653223572E0,-6.113137665E0,4.498146057E-1
1.567694646E1,5.014422455E0,-6.441405029E0,4.083508301E-1
1.568694246E1,5.420827332E0,-6.837182007E0,4.227209473E-1
1.569693746E1,5.759722595E0,-7.137008514E0,5.051994324E-1
1.570693346E1,6.031557312E0,-7.379653931E0,6.810836792E-1
1.571692946E1,6.202352142E0,-7.543862457E0,8.101153564E-1
1.572692546E1,6.303691406E0,-7.741750946E0,8.705895996E-1
1.573692046E1,6.514602814E0,-8.155191193E0,8.270301819E-1
1.574691646E1,6.874903564E0,-8.691525879E0,7.291337585E-1
1.575691246E1,7.301217041E0,-9.262438660E0,6.265969849E-1
1.576690258E1,7.746241608E0,-9.774224396E0,5.348377991E-1
1.577689858E1,7.985893250E0,-9.973160706E0,4.683760071E-1
1.578689458E1,7.984695740E0,-9.854756927E0,5.289999390E-1
1.579689058E1,7.908354492E0,-9.644294586E0,6.515950012E-1
1.580688558E1,7.935747528E0,-9.627828827E0,7.357200623E-1
1.581688158E1,8.194709015E0,-9.857002258E0,6.514453125E-1
1.582687758E1,8.522227936E0,-1.022478745E1,3.700305176E-1
1.583687258E1,8.731043701E0,-1.058104660E1,-2.260299683E-2
1.584686858E1,8.763975220E0,-1.067295547E1,-3.468287659E-1
1.585686458E1,8.661288757E0,-1.077444443E1,-6.506968689E-1
1.586686058E1,8.523874512E0,-1.092308533E1,-7.120692444E-1
1.587685558E1,8.146209869E0,-1.071232361E1,-6.083349609E-1
1.588685158E1,7.602989502E0,-1.020502853E1,-2.094145203E-1
1.589684758E1,7.209607544E0,-9.548493805E0,4.584965515E-1
1.590684258E1,7.100185089E0,-9.080716553E0,9.976753235E-1
1.591683858E1,7.014263763E0,-8.599018250E0,1.335971832E0
1.592683458E1,6.910379791E0,-8.048912201E0,1.550775146E0
1.593682958E1,6.828500061E0,-7.580685883E0,1.551224213E0
1.594682558E1,6.683900757E0,-7.110812988E0,1.375190277E0
1.595682158E1,6.384373627E0,-6.635401611E0,1.161434784E0
1.596681758E1,6.027066650E0,-6.339017944E0,9.442364502E-1
1.597681258E1,5.774691467E0,-6.318510590E0,6.682104492E-1
1.598680858E1,5.597460022E0,-6.555617523E0,3.234773254E-1
1.599680458E1,5.438191223E0,-6.714736633E0,5.418731689E-2
1.600680058E1,5.363496552E0,-6.736890564E0,3.891906738E-3
1.601679558E1,5.358257446E0,-6.689439240E0,-1.583706665E-1
1.602679158E1,5.394931183E0,-6.611601105E0,-3.441343689E-1
1.603678758E1,5.454058228E0,-6.516548767E0,-4.391867065E-1
1.604678258E1,5.442083130E0,-6.390810242E0,-4.767585754E-1
1.605677858E1,5.286706238E0,-6.185137939E0,-4.436773682E-1
1.606677458E1,5.028642883E0,-5.980214081E0,-3.147953796E-1
1.607676958E1,4.718038788E0,-5.789360962E0,-1.345701599E-1
1.608676558E1,4.393962708E0,-5.611530762E0,2.200424194E-2
1.609676158E1,4.063749390E0,-5.445376282E0,1.308279419E-1
1.610675758E1,3.894152069E0,-5.363346863E0,2.273771667E-1
1.611675258E1,3.952380981E0,-5.384003906E0,1.231938171E-1
1.612674858E1,4.091591492E0,-5.316793671E0,-4.879852295E-2
1.613674458E1,4.333189087E0,-5.201982422E0,-1.202000427E-1
1.614674058E1,4.658612366E0,-5.116959229E0,-2.420466614E-1
1.615673558E1,4.996908875E0,-5.015619965E0,-3.227288818E-1
1.616673158E1,5.258115692E0,-4.983736267E0,-4.791535950E-1
1.617672758E1,5.366190948E0,-5.016817474E0,-6.647676086E-1
1.618672258E1,5.329068146E0,-5.166057129E0,-7.782316589E-1
1.619671858E1,5.180876312E0,-5.275479584E0,-8.946894836E-1
1.620671458E1,5.075944519E0,-5.371879120E0,-9.295669556E-1
1.621671058E1,5.077591095E0,-5.394332428E0,-9.446855164E-1
1.622670558E1,5.191803589E0,-5.424419861E0,-8.930429077E-1
1.623670158E1,5.452561340E0,-5.570965118E0,-7.960446167E-1
1.624669758E1,5.793402557E0,-5.665418701E0,-6.752458191E-1
1.625669258E1,6.127956848E0,-5.751639404E0,-4.516108704E-1
1.626668858E1,6.352938995E0,-5.856571198E0,-1.781295776E-1
1.627668458E1,6.450236664E0,-5.903274078E0,-1.616638184E-2
1.628668058E1,6.439159698E0,-5.904920654E0,1.463955688E-1
1.629667558E1,6.429429932E0,-6.031257935E0,2.284249878E-1
1.630667158E1,6.555018768E0,-6.237528992E0,1.932481384E-1
1.631666758E1,6.821913757E0,-6.436165924E0,9.954299927E-2
1.632666258E1,7.219187622E0,-6.614145813E0,-1.014889526E-1
1.633665858E1,7.697592773E0,-6.732848969E0,-3.369493103E-1
1.634665458E1,8.166268158E0,-6.825206909E0,-4.587959290E-1
1.635665058E1,8.515941010E0,-6.844516754E0,-4.885839844E-1
1.636664558E1,8.833730164E0,-6.890022125E0,-3.520678711E-1
1.637664158E1,9.194929047E0,-7.046446838E0,-1.703457642E-1
1.638663758E1,9.547895050E0,-7.239694977E0,4.790039062E-3
1.639663358E1,9.888885956E0,-7.517217865E0,1.604663086E-1
1.640662858E1,1.013617172E1,-7.801776123E0,1.904040527E-1
1.641662458E1,1.029529083E1,-7.989485779E0,2.101629639E-1
1.642662058E1,1.035666321E1,-8.129444733E0,1.712438965E-1
1.643661558E1,1.042432251E1,-8.265362091E0,6.885681152E-3
1.644661158E1,1.057341248E1,-8.589288483E0,-1.154100037E-1
1.645660758E1,1.065648972E1,-8.976533203E0,-1.722917175E-1
1.646660358E1,1.057281372E1,-9.216484222E0,-5.388793945E-2
1.647659858E1,1.028855484E1,-9.228908386E0,2.049238586E-1
1.648659458E1,9.905351715E0,-9.041348419E0,5.301974487E-1
1.649659058E1,9.504485321E0,-8.718020782E0,8.217910767E-1
1.650658658E1,9.121431885E0,-8.401279449E0,9.973759460E-1
1.651658158E1,8.784332886E0,-8.060438232E0,1.155147858E0
1.652657758E1,8.357720032E0,-7.648195496E0,1.281934204E0
1.653657358E1,7.850424957E0,-7.207062836E0,1.456471252E0
1.654656858E1,7.410190430E0,-6.871760101E0,1.679507446E0
1.655656458E1,7.011719055E0,-6.634653168E0,1.921554108E0
1.656656058E1,6.682703247E0,-6.392157440E0,2.138303375E0
1.657655658E1,6.444398804E0,-6.281088409E0,2.267933807E0
1.658655158E1,6.314319305E0,-6.422993317E0,2.294578400E0
1.659654758E1,6.138584747E0,-6.576124878E0,2.196083221E0
1.660654358E1,5.905070343E0,-6.672225037E0,2.157014465E0
1.661653858E1,5.645061035E0,-6.839577026E0,2.191143494E0
1.662653458E1,5.386548615E0,-7.003785553E0,2.369871826E0
1.663653058E1,5.108127594E0,-7.077133026E0,2.758912811E0
1.664652658E1,4.923411713E0,-7.122039642E0,3.296894073E0
1.665652158E1,4.845573578E0,-7.123237152E0,3.836372223E0
1.666651758E1,4.765190735E0,-6.930138702E0,4.268822937E0
1.667651358E1,4.758005676E0,-6.950945435E0,4.521647186E0
1.668650958E1,4.787793732E0,-6.943910065E0,4.568948822E0
1.669650458E1,4.820425873E0,-6.940916290E0,4.458029480E0
1.670650058E1,4.745731201E0,-6.963219910E0,4.207749939E0
1.671649658E1,4.752616882E0,-6.953190765E0,3.968397675E0
1.672649258E1,4.829257507E0,-6.890022125E0,3.715872803E0
1.673648758E1,4.946314087E0,-6.823111267E0,3.494632874E0
1.674648358E1,5.053042145E0,-6.741979980E0,3.330274658E0
1.675647958E1,5.100343781E0,-6.660249939E0,3.239862671E0
1.676647525E1,5.138364716E0,-6.658004608E0,3.182531891E0
1.677647125E1,5.089715881E0,-6.672374725E0,3.159779205E0
1.678646725E1,4.982389069E0,-6.590494995E0,3.189267883E0
1.679646325E1,4.988975372E0,-6.518195343E0,3.287763062E0
1.680645825E1,5.111720123E0,-6.416556702E0,3.314108276E0
1.681645425E1,5.332510986E0,-6.367309113E0,3.275937653E0
1.682645025E1,5.540278931E0,-6.466253357E0,3.066523132E0
1.683644625E1,5.636229401E0,-6.700665894E0,2.786904602E0
1.684644125E1,5.540578308E0,-6.970255280E0,2.469714203E0
1.685643725E1,5.203778687E0,-7.076085205E0,2.252665558E0
1.686643325E1,4.933590546E0,-7.094496918E0,2.288291473E0
1.687642925E1,4.884193268E0,-7.109316101E0,2.436782684E0
1.688642425E1,5.061424713E0,-7.125183105E0,2.517015839E0
1.689642025E1,5.356461182E0,-7.083869019E0,2.507435760E0
1.690641625E1,5.676944733E0,-7.126230927E0,2.398911438E0
1.691641225E1,5.922733612E0,-7.357050934E0,2.186353455E0
1.692640725E1,5.880371704E0,-7.486381989E0,1.860032043E0
1.693640325E1,5.681435394E0,-7.525600433E0,1.675615540E0
1.694639925E1,5.460644531E0,-7.522906036E0,1.597478027E0
1.695639425E1,5.253175964E0,-7.494465179E0,1.638941803E0
1.696639025E1,5.165907440E0,-7.404352570E0,1.799707489E0
1.697638625E1,5.262606354E0,-7.373367004E0,1.934577026E0
1.698638225E1,5.547314301E0,-7.473059692E0,1.983674927E0
1.699637725E1,5.874683533E0,-7.679929504E0,1.926194458E0
1.700637325E1,6.148763580E0,-7.837851105E0,1.843715973E0
1.701636925E1,6.402635651E0,-7.959548035E0,1.768871613E0
1.702636525E1,6.653364258E0,-8.157137146E0,1.703906708E0
1.703636025E1,6.920109558E0,-8.494086456E0,1.700164490E0
1.704635625E1,7.244185638E0,-8.995393982E0,1.737736359E0
1.705635225E1,7.539371796E0,-9.484127655E0,1.617236938E0
1.706634825E1,7.475454712E0,-9.405092010E0,1.573078766E0
1.707634325E1,7.071145477E0,-8.673563232E0,1.843266907E0
1.708633925E1,6.716383209E0,-7.871381378E0,2.207908630E0
1.709633525E1,6.496191101E0,-7.275470581E0,2.509681091E0
1.710633125E1,6.230942688E0,-6.800657959E0,2.752027130E0
1.711632625E1,5.995332642E0,-6.558012543E0,2.984493713E0
1.712632225E1,5.893394623E0,-6.631060638E0,3.089575195E0
1.713631825E1,5.888005829E0,-6.927593994E0,2.868335266E0
1.714631325E1,5.983207855E0,-7.382048950E0,2.458786926E0
1.715630925E1,6.287225647E0,-7.882308655E0,1.909728699E0
1.716630525E1,6.763235779E0,-8.305628357E0,1.325194244E0
1.717630125E1,7.082521820E0,-8.683143311E0,8.720864868E-1
1.718629625E1,7.306306458E0,-8.867709503E0,4.891827393E-1
1.719629225E1,7.363786926E0,-8.789122925E0,1.956431580E-1
1.720628825E1,7.261399841E0,-8.553512878E0,8.652008057E-2
1.721628425E1,7.059320068E0,-7.973319397E0,2.167492676E-1
1.722627925E1,6.923402710E0,-7.591014404E0,3.995191956E-1
1.723627525E1,6.845863953E0,-7.350764008E0,6.429130554E-1
1.724627125E1,6.743327179E0,-7.177873535E0,8.357121277E-1
1.725626725E1,6.706204376E0,-7.190746765E0,9.891430664E-1
1.726626225E1,6.666237488E0,-7.244485016E0,9.274713135E-1
1.727625825E1,6.573729858E0,-7.197033691E0,7.870632935E-1
1.728625425E1,6.406527557E0,-7.057224426E0,5.565426636E-1
1.729625025E1,6.230493622E0,-6.824608154E0,2.992277527E-1
1.730624525E1,6.043682098E0,-6.516698456E0,1.878593445E-1
1.731624125E1,5.857619019E0,-6.186485138E0,1.498384094E-1
1.732623725E1,5.688919830E0,-5.985602875E0,1.824705505E-1
1.733623225E1,5.508095856E0,-5.886958008E0,1.859133911E-1
1.734622825E1,5.288053436E0,-5.787265320E0,2.028282166E-1
1.735622425E1,5.085823975E0,-5.788013763E0,1.612147522E-1
1.736622025E1,4.973258057E0,-5.856720886E0,4.535568237E-2
1.737621525E1,4.983586578E0,-5.893095245E0,-1.137634277E-2
1.738621125E1,5.022355957E0,-5.827681274E0,-1.017883301E-2
1.739620725E1,5.148992615E0,-5.724695435E0,4.490661621E-2
1.740620325E1,5.325176239E0,-5.565426636E0,1.219963074E-1
1.741619825E1,5.492827606E0,-5.377417603E0,2.817141724E-1
1.742619425E1,5.650749207E0,-5.275479584E0,4.617897034E-1
1.743619025E1,5.819448395E0,-5.273084564E0,5.724096680E-1
1.744618625E1,5.905818787E0,-5.311105499E0,6.200106812E-1
1.745618125E1,6.023773499E0,-5.398074646E0,7.191046143E-1
1.746617725E1,6.237828369E0,-5.580245819E0,7.716453552E-1
1.747617325E1,6.512956238E0,-5.718408508E0,7.535330200E-1
1.748616925E1,6.783892822E0,-5.757477264E0,7.638615417E-1
1.749616425E1,7.088659058E0,-5.755681000E0,7.288343811E-1
1.750616025E1,7.342680817E0,-5.732179871E0,7.051835632E-1
1.751615625E1,7.507039032E0,-5.649551697E0,7.366181946E-1
1.752615225E1,7.618257751E0,-5.571563873E0,7.878117371E-1
1.753614725E1,7.749235382E0,-5.545218658E0,8.499325562E-1
1.754614325E1,7.858059082E0,-5.606740723E0,9.836045837E-1
1.755613925E1,7.979306946E0,-5.765111389E0,1.171014862E0
1.756613525E1,8.111182709E0,-6.017486572E0,1.328337708E0
1.757613025E1,8.314759369E0,-6.323749695E0,1.485660553E0
1.758612625E1,8.544980621E0,-6.615193634E0,1.583706665E0
1.759612225E1,8.719667358E0,-6.883435822E0,1.670825500E0
1.760611825E1,8.828640747E0,-7.176226959E0,1.734892273E0
1.761611325E1,9.013057251E0,-7.699838104E0,1.686393127E0
1.762610925E1,9.171727295E0,-8.407117310E0,1.586401062E0
1.763610525E1,9.081015930E0,-8.698112183E0,1.592388611E0
1.764610125E1,8.833730164E0,-8.441695404E0,1.902393951E0
1.765609625E1,8.479716339E0,-7.886050873E0,2.340832214E0
1.766609225E1,8.229736176E0,-7.270830231E0,2.797532501E0
1.767608825E1,8.112978973E0,-6.808591461E0,3.043770447E0
1.768608325E1,7.987090759E0,-6.632258148E0,3.067870331E0
1.769607925E1,7.991132355E0,-6.825805664E0,3.025508423E0
1.770607525E1,7.968529358E0,-7.198231201E0,2.857857056E0
1.771607125E1,7.837701416E0,-7.600295105E0,2.713257751E0
1.772606625E1,7.757168884E0,-7.976762238E0,2.651436310E0
