"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.237563775E1,7.723638611E0,-6.035299530E0,1.577569427E0
4.238563375E1,7.779472504E0,-6.320157166E0,1.400637360E0
4.239562975E1,7.738906860E0,-6.678811340E0,1.077609100E0
4.240562475E1,7.559430084E0,-6.909631348E0,7.164102173E-1
4.241562075E1,7.331304474E0,-7.119494934E0,4.144880676E-1
4.242561675E1,7.173083496E0,-7.192093964E0,1.296304321E-1
4.243561275E1,6.975045319E0,-7.201075287E0,-1.212478638E-1
4.244560775E1,6.775061188E0,-7.115752716E0,-2.016307068E-1
4.245560375E1,6.649172974E0,-6.993457031E0,-1.047821045E-1
4.246559975E1,6.606212311E0,-6.915618896E0,1.582209778E-1
4.247559575E1,6.602170715E0,-6.765780487E0,5.614823914E-1
4.248559075E1,6.613247681E0,-6.669380951E0,9.882449341E-1
4.249558675E1,6.540498962E0,-6.620432739E0,1.223256226E0
4.250558275E1,6.467899933E0,-6.551875305E0,1.344504089E0
4.251557875E1,6.382427673E0,-6.540049896E0,1.355431366E0
4.252557375E1,6.291267242E0,-6.517895966E0,1.247356110E0
4.253556975E1,6.178102570E0,-6.436614990E0,1.104253693E0
4.254556575E1,6.102958832E0,-6.362818451E0,9.454339600E-1
4.255556175E1,5.993835754E0,-6.254443817E0,8.072712708E-1
4.256555775E1,5.877826996E0,-6.167474670E0,7.744894409E-1
4.257555275E1,5.845344543E0,-6.247408447E0,7.523355103E-1
4.258554875E1,5.797893219E0,-6.310726776E0,7.059320068E-1
4.259554475E1,5.770051117E0,-6.352938995E0,7.099736023E-1
4.260554075E1,5.729485474E0,-6.425238647E0,6.800358582E-1
4.261553575E1,5.647306366E0,-6.400390320E0,7.325765991E-1
4.262553175E1,5.596412201E0,-6.396049347E0,8.683442688E-1
4.263552775E1,5.613925781E0,-6.407276001E0,9.370513916E-1
4.264552375E1,5.609884186E0,-6.381379852E0,9.340576172E-1
4.265551875E1,5.619613953E0,-6.352190552E0,8.351133728E-1
4.266551475E1,5.710175629E0,-6.403384094E0,6.816824341E-1
4.267551075E1,5.818999329E0,-6.386618958E0,4.662803650E-1
4.268550675E1,5.890101471E0,-6.269712067E0,3.059637451E-1
4.269550175E1,6.004912720E0,-6.222260742E0,1.651066589E-1
4.270549775E1,6.155349884E0,-6.256240082E0,1.022373962E-1
4.271549375E1,6.233637085E0,-6.259982300E0,7.694000244E-2
4.272548975E1,6.251000977E0,-6.279292145E0,1.782792664E-1
4.273548475E1,6.259682922E0,-6.346203003E0,2.984793091E-1
4.274548075E1,6.272406464E0,-6.429130554E0,3.879931641E-1
4.275547675E1,6.329886932E0,-6.500981140E0,4.903802490E-1
4.276547275E1,6.435417480E0,-6.584956512E0,5.200186157E-1
4.277546775E1,6.579418030E0,-6.688241730E0,5.450166321E-1
4.278546375E1,6.666536865E0,-6.801256714E0,5.739065552E-1
4.279546008E1,6.669979706E0,-6.906936951E0,6.523434448E-1
4.280545608E1,6.672075348E0,-7.098837891E0,7.887098694E-1
4.281545208E1,6.721023560E0,-7.295977936E0,8.752299500E-1
4.282544708E1,6.829697571E0,-7.345225525E0,9.762698364E-1
4.283544308E1,6.990313568E0,-7.301815796E0,1.113534393E0
4.284543908E1,7.162006531E0,-7.197782135E0,1.196162567E0
4.285543508E1,7.321724396E0,-7.230114899E0,1.328637085E0
4.286543008E1,7.459587708E0,-7.481591949E0,1.391955414E0
4.287542608E1,7.516020355E0,-7.917934570E0,1.443148956E0
4.288542208E1,7.477550354E0,-8.408165131E0,1.559756470E0
4.289541808E1,7.330705719E0,-8.760682068E0,1.697769470E0
4.290541308E1,7.068750458E0,-8.868907013E0,1.900597687E0
4.291540908E1,6.806495819E0,-8.818761292E0,2.218536530E0
4.292540508E1,6.638245697E0,-8.679850159E0,2.540217590E0
4.293540108E1,6.562952271E0,-8.528215485E0,2.768792267E0
4.294539608E1,6.549180908E0,-8.511749725E0,2.874472504E0
4.295539208E1,6.525081024E0,-8.485703888E0,2.841091919E0
4.296538808E1,6.552474060E0,-8.552165680E0,2.753823395E0
4.297538408E1,6.475234680E0,-8.523724823E0,2.567610626E0
4.298537908E1,6.261179810E0,-8.277935944E0,2.436782684E0
4.299537508E1,6.164031830E0,-8.083789673E0,2.416425018E0
4.300537108E1,6.200555878E0,-8.011190643E0,2.383493500E0
4.301536708E1,6.243366852E0,-7.951464844E0,2.375110931E0
4.302536308E1,6.273005219E0,-7.966433716E0,2.399809570E0
4.303535808E1,6.207142181E0,-8.008795624E0,2.358345795E0
4.304535408E1,6.135291595E0,-8.053402863E0,2.326013031E0
4.305535008E1,6.118526459E0,-8.157735901E0,2.223925323E0
4.306534608E1,6.125412140E0,-8.127349091E0,2.105671234E0
4.307534108E1,6.121669922E0,-7.916886749E0,2.041305084E0
4.308533708E1,6.112538910E0,-7.546556854E0,2.017055511E0
4.309533308E1,6.157744904E0,-7.219636688E0,2.060914307E0
4.310532908E1,6.160139923E0,-7.023544464E0,2.244732056E0
4.311532408E1,6.179150391E0,-6.928791504E0,2.521805878E0
4.312532008E1,6.263874207E0,-6.985373840E0,2.690954132E0
4.313531608E1,6.337970123E0,-7.094945984E0,2.717598724E0
4.314531208E1,6.364764404E0,-7.155270538E0,2.715802460E0
4.315530708E1,6.360423431E0,-7.119644623E0,2.603236542E0
4.316530308E1,6.344706116E0,-7.024741974E0,2.451003113E0
4.317529908E1,6.329437866E0,-6.848708038E0,2.356848907E0
4.318529508E1,6.340664520E0,-6.677314453E0,2.292033691E0
4.319529108E1,6.299051056E0,-6.533014526E0,2.244881744E0
4.320528608E1,6.334527283E0,-6.504124603E0,2.174977112E0
4.321528208E1,6.441854095E0,-6.636000366E0,2.044897614E0
4.322527808E1,6.570436707E0,-6.790179749E0,1.913620605E0
4.323527408E1,6.662644958E0,-6.855893097E0,1.726809082E0
4.324526908E1,6.756350098E0,-6.896159363E0,1.591490479E0
4.325526508E1,6.883585510E0,-6.953041077E0,1.535506897E0
4.326526108E1,6.979685669E0,-6.904541931E0,1.503174133E0
4.327525708E1,7.039561157E0,-6.863078156E0,1.588646393E0
4.328525208E1,7.005881195E0,-6.782994690E0,1.721270599E0
4.329524808E1,7.096742249E0,-6.756499786E0,1.754501495E0
4.330524408E1,7.246281281E0,-7.121740265E0,1.643133087E0
4.331524008E1,7.078629913E0,-7.236701202E0,1.675316162E0
4.332523508E1,6.929539948E0,-7.151528320E0,1.721270599E0
4.333523108E1,6.755152588E0,-7.164551239E0,1.675016785E0
4.334522708E1,6.496340790E0,-7.017407227E0,1.762884064E0
4.335522308E1,6.280938721E0,-6.849306793E0,1.861229553E0
4.336521808E1,6.161187744E0,-6.900051270E0,1.876647491E0
4.337521408E1,6.220464478E0,-7.263196106E0,1.708247681E0
4.338521008E1,6.295757904E0,-7.456444244E0,1.516945496E0
4.339520608E1,6.422993317E0,-7.669900360E0,1.308728485E0
4.340520208E1,6.527775421E0,-7.974965973E0,1.151854706E0
4.341519708E1,6.692582703E0,-8.226293335E0,1.078058167E0
4.342519308E1,6.762637024E0,-8.341104584E0,1.009051666E0
4.343518908E1,6.700516205E0,-8.150101776E0,1.023721161E0
4.344518508E1,6.543941803E0,-7.790848846E0,1.224453735E0
4.345518008E1,6.436614990E0,-7.486681366E0,1.421743469E0
4.346517608E1,6.310128021E0,-7.218888245E0,1.522483978E0
4.347517208E1,6.137686615E0,-6.977590027E0,1.592089233E0
4.348516808E1,5.994733887E0,-6.842421112E0,1.601070557E0
4.349516308E1,5.928870850E0,-6.797514496E0,1.529968414E0
4.350515908E1,6.053860931E0,-6.947801971E0,1.396595764E0
4.351515508E1,6.306984558E0,-7.290289764E0,1.108295288E0
4.352515108E1,6.405180359E0,-7.500602417E0,7.195536804E-1
4.353514608E1,6.486611023E0,-7.537276154E0,4.201762390E-1
4.354514208E1,6.360273743E0,-7.434290314E0,2.989283752E-1
4.355513808E1,6.162235565E0,-7.226821747E0,3.074606323E-1
4.356513408E1,6.089037781E0,-7.158863068E0,2.389031982E-1
4.357512908E1,5.968089294E0,-7.095544739E0,1.586700439E-1
4.358512508E1,6.113137665E0,-7.072193298E0,7.708969116E-2
4.359512108E1,5.990692291E0,-7.187752991E0,3.742218018E-3
4.360511708E1,6.215524750E0,-7.148085480E0,1.945953369E-3
4.361511308E1,6.202651520E0,-7.353458405E0,1.362167358E-2
4.362510808E1,6.211034088E0,-7.221732330E0,1.898052979E-1
4.363510408E1,6.398594055E0,-7.172484741E0,2.420466614E-1
4.364510008E1,6.545139313E0,-7.170089722E0,1.627116394E-1
4.365509608E1,6.565646667E0,-7.047195282E0,1.552272034E-1
4.366509108E1,6.564898224E0,-6.974745941E0,9.116043091E-2
4.367508708E1,6.544091492E0,-6.910828857E0,-1.347198486E-2
4.368508308E1,6.542444916E0,-6.854845276E0,-4.640350342E-2
4.369507908E1,6.629863129E0,-6.863976288E0,-3.293151855E-3
4.370507408E1,6.869365082E0,-6.920109558E0,8.337661743E-2
4.371507008E1,7.144492950E0,-7.001240845E0,1.194515991E-1
4.372506608E1,7.337741089E0,-6.952741699E0,1.672023010E-1
4.373506208E1,7.438930664E0,-6.858138428E0,1.945953369E-1
4.374505708E1,7.426506500E0,-6.814129944E0,1.079255676E-1
4.375505308E1,7.258555756E0,-6.753356323E0,-1.197509766E-3
4.376504908E1,6.984176331E0,-6.660399628E0,-1.402583313E-1
4.377504508E1,6.792874146E0,-6.609954529E0,-2.067201233E-1
4.378504008E1,6.848258972E0,-6.703060913E0,-2.091151428E-1
4.379503587E1,7.032825165E0,-6.902895355E0,-1.187031555E-1
4.380503187E1,7.182064819E0,-7.022346954E0,4.879852295E-2
4.381502787E1,7.242988129E0,-7.053631897E0,2.140548706E-1
4.382502388E1,7.225624237E0,-7.050937500E0,3.564088440E-1
4.383501888E1,7.098688202E0,-7.030130768E0,4.547543335E-1
4.384501488E1,6.909781036E0,-6.966363373E0,4.673281860E-1
4.385501087E1,6.789880371E0,-6.945107574E0,4.656816101E-1
4.386500687E1,6.702312469E0,-6.954088898E0,4.026626587E-1
4.387500187E1,6.693480835E0,-6.914271698E0,3.806584167E-1
4.388499788E1,6.747069397E0,-6.866970062E0,4.367916870E-1
4.389499388E1,6.842570801E0,-6.753356323E0,5.104385376E-1
4.390498988E1,6.967710571E0,-6.586004333E0,6.261479187E-1
4.391498487E1,7.131919098E0,-6.481970673E0,6.298901367E-1
4.392498087E1,7.253616028E0,-6.458918610E0,5.539979553E-1
4.393497687E1,7.270830231E0,-6.457571411E0,4.008663940E-1
4.394497288E1,7.225923615E0,-6.524931335E0,1.878593445E-1
4.395496788E1,7.157366180E0,-6.588848419E0,-1.149609375E-1
4.396496388E1,7.102580109E0,-6.645879822E0,-3.073109436E-1
4.397495987E1,7.120991821E0,-6.716682587E0,-3.662882996E-1
4.398495587E1,7.220385132E0,-6.719227295E0,-3.064128113E-1
4.399495087E1,7.321425018E0,-6.680158539E0,-1.547781372E-1
4.400494688E1,7.428302765E0,-6.648274841E0,3.622467041E-2
4.401494288E1,7.496860199E0,-6.672524414E0,2.106120300E-1
4.402493888E1,7.466174011E0,-6.671925659E0,3.562591553E-1
4.403493487E1,7.354955292E0,-6.642137604E0,4.007167053E-1
4.404492987E1,7.241790619E0,-6.697073364E0,3.791615295E-1
4.405492587E1,7.142996063E0,-6.759792938E0,3.125500488E-1
4.406492188E1,7.097939758E0,-6.809938660E0,2.330653381E-1
4.407491788E1,7.068002014E0,-6.782695313E0,1.948947144E-1
4.408491288E1,7.074139252E0,-6.705006866E0,2.186952209E-1
4.409490887E1,7.130422211E0,-6.645281067E0,3.203338623E-1
4.410490487E1,7.218439178E0,-6.599925385E0,3.848497009E-1
4.411490087E1,7.276817780E0,-6.564449158E0,4.343966675E-1
4.412489588E1,7.265291748E0,-6.546935577E0,3.902384949E-1
4.413489188E1,7.179370422E0,-6.577771454E0,2.826123047E-1
4.414488788E1,7.106172638E0,-6.701564026E0,2.016307068E-1
4.415488387E1,7.024442596E0,-6.796466675E0,9.999206543E-2
4.416487887E1,6.998696136E0,-6.799161072E0,1.498384094E-1
4.417487487E1,7.037465515E0,-6.802454224E0,2.649490356E-1
4.418487088E1,7.112609253E0,-6.754254456E0,4.022135925E-1
4.419486688E1,7.174281006E0,-6.682852936E0,5.560935974E-1
4.420486188E1,7.212301941E0,-6.617438965E0,6.388714600E-1
4.421485788E1,7.232210541E0,-6.570137329E0,6.532415771E-1
4.422485387E1,7.224127350E0,-6.614894257E0,5.563929749E-1
4.423484987E1,7.103927307E0,-6.580316162E0,3.775149536E-1
4.424484588E1,7.014563141E0,-6.565197601E0,2.661465454E-1
4.425484088E1,6.988666992E0,-6.602170715E0,1.378633118E-1
4.426483688E1,7.043153687E0,-6.643185425E0,9.999206543E-2
4.427483287E1,7.104825439E0,-6.690636749E0,1.363664246E-1
4.428482887E1,7.135511627E0,-6.671326904E0,1.938468933E-1
4.429482387E1,7.149282990E0,-6.661447449E0,2.984793091E-1
4.430481988E1,7.148534546E0,-6.672973480E0,4.231700134E-1
4.431481588E1,7.181166687E0,-6.699618073E0,5.025050354E-1
4.432481188E1,7.241191864E0,-6.734794922E0,5.369334412E-1
4.433480688E1,7.236701202E0,-6.722370758E0,5.158273315E-1
4.434480287E1,7.203919373E0,-6.697522430E0,5.113366699E-1
4.435479887E1,7.164551239E0,-6.681655426E0,4.769082642E-1
4.436479488E1,7.120393066E0,-6.640491028E0,4.480183411E-1
4.437478988E1,7.088209991E0,-6.572083282E0,3.844006348E-1
4.438478588E1,7.065606995E0,-6.511159973E0,3.691323853E-1
4.439478188E1,7.083869019E0,-6.502478027E0,3.436853027E-1
4.440477787E1,7.183861084E0,-6.557413788E0,2.417472839E-1
4.441477287E1,7.292984161E0,-6.596033478E0,1.514849854E-1
4.442476888E1,7.353009338E0,-6.592440948E0,8.622070312E-2
4.443476488E1,7.373217316E0,-6.588998108E0,3.472778320E-2
4.444476088E1,7.344776459E0,-6.539301453E0,5.493576050E-2
4.445475687E1,7.290888519E0,-6.509064331E0,1.347198486E-1
4.446475187E1,7.203021240E0,-6.508166199E0,2.194436646E-1
4.447474787E1,7.112010498E0,-6.506519623E0,3.017724609E-1
4.448474388E1,7.055727539E0,-6.539600830E0,3.192860413E-1
4.449473988E1,6.973698120E0,-6.559060364E0,2.821632385E-1
4.450473488E1,6.905889130E0,-6.582860870E0,2.215393066E-1
4.451473088E1,6.913672943E0,-6.649172974E0,1.431024170E-1
4.452472687E1,6.939419403E0,-6.632407837E0,6.780899048E-2
4.453472287E1,6.982978821E0,-6.577921143E0,6.421646118E-2
4.454471788E1,7.027885437E0,-6.518195343E0,1.242416382E-1
4.455471388E1,7.092550964E0,-6.465804291E0,2.056723022E-1
4.456470988E1,7.148085480E0,-6.451583862E0,3.062631226E-1
4.457470587E1,7.220235443E0,-6.454427948E0,3.891906738E-1
4.458470087E1,7.297025757E0,-6.513405304E0,4.442761230E-1
4.459469687E1,7.350314941E0,-6.592740326E0,4.420307922E-1
4.460469288E1,7.382348328E0,-6.657705231E0,4.249662781E-1
4.461468888E1,7.369774475E0,-6.648723907E0,4.249662781E-1
4.462468488E1,7.359445953E0,-6.589596863E0,5.090913391E-1
4.463467988E1,7.369774475E0,-6.544241180E0,5.809419250E-1
4.464467587E1,7.346722412E0,-6.496939545E0,6.460565186E-1
4.465467187E1,7.294181671E0,-6.472989349E0,6.881190491E-1
4.466466687E1,7.226672058E0,-6.505771179E0,6.215075684E-1
4.467466288E1,7.195536804E0,-6.602170715E0,5.222639465E-1
4.468465888E1,7.217541046E0,-6.668931885E0,3.616479492E-1
4.469465488E1,7.242688751E0,-6.705904999E0,2.222877502E-1
4.470465087E1,7.229216766E0,-6.650819550E0,2.076182556E-1
4.471464587E1,7.166347504E0,-6.533762970E0,2.550695801E-1
4.472464188E1,7.166347504E0,-6.460265808E0,3.784130859E-1
4.473463788E1,7.191195831E0,-6.468798065E0,4.873864746E-1
4.474463388E1,7.182962952E0,-6.591393127E0,5.239105225E-1
4.475462888E1,7.086713104E0,-6.711892548E0,4.673281860E-1
4.476462487E1,7.005132751E0,-6.822662201E0,3.923341370E-1
4.477462087E1,6.968908081E0,-6.894662476E0,3.586541748E-1
4.478461688E1,6.982679443E0,-6.867419128E0,4.324507141E-1
4.479461188E1,7.022197266E0,-6.750661926E0,5.426216125E-1
4.480460808E1,7.106771393E0,-6.656358032E0,6.415658569E-1
4.481460408E1,7.161108398E0,-6.551426239E0,6.526428223E-1
4.482460008E1,7.220534821E0,-6.503076782E0,6.243516541E-1
4.483459508E1,7.268734589E0,-6.490951996E0,5.093907166E-1
4.484459108E1,7.356901245E0,-6.503675537E0,3.385958862E-1
4.485458708E1,7.454498291E0,-6.518045654E0,1.883084106E-1
4.486458308E1,7.527696075E0,-6.519392853E0,8.906478882E-2
4.487457808E1,7.536228333E0,-6.483018494E0,6.915618896E-2
4.488457408E1,7.507188721E0,-6.437662811E0,1.151106262E-1
4.489457008E1,7.421866150E0,-6.396199036E0,1.865121460E-1
4.490456608E1,7.302264862E0,-6.377637634E0,2.390528870E-1
4.491456208E1,7.148534546E0,-6.394552460E0,2.531236267E-1
4.492455708E1,7.024891663E0,-6.493347015E0,2.230361938E-1
4.493455308E1,6.963818665E0,-6.613247681E0,1.594184875E-1
4.494454908E1,6.985224152E0,-6.722969513E0,1.216969299E-1
4.495454508E1,7.029082947E0,-6.756948853E0,1.654060364E-1
4.496454008E1,7.119794312E0,-6.715934143E0,3.077600098E-1
4.497453608E1,7.194788361E0,-6.636000366E0,4.808001709E-1
4.498453208E1,7.263345795E0,-6.543343048E0,6.248007202E-1
4.499452808E1,7.282206573E0,-6.494394836E0,7.399113464E-1
4.500452308E1,7.257657623E0,-6.470744019E0,7.735913086E-1
4.501451908E1,7.213499451E0,-6.448141022E0,7.244934082E-1
4.502451508E1,7.169490967E0,-6.494245148E0,6.021977234E-1
4.503451108E1,7.167844391E0,-6.586752777E0,4.501139832E-1
4.504450608E1,7.151678009E0,-6.622528381E0,3.212319946E-1
4.505450208E1,7.135960693E0,-6.578519897E0,2.935395813E-1
4.506449808E1,7.138505402E0,-6.549629974E0,3.264710999E-1
4.507449408E1,7.156617737E0,-6.505621490E0,3.787124634E-1
4.508448908E1,7.177723846E0,-6.470294952E0,4.511618042E-1
4.509448508E1,7.184160461E0,-6.473288727E0,4.873864746E-1
4.510448108E1,7.182513885E0,-6.514153748E0,4.602928162E-1
4.511447708E1,7.177723846E0,-6.605014801E0,4.026626587E-1
4.512447208E1,7.201973419E0,-6.655759277E0,3.426374817E-1
4.513446808E1,7.225773926E0,-6.635700989E0,3.206332397E-1
4.514446408E1,7.273824005E0,-6.552174683E0,4.041595459E-1
4.515446008E1,7.348668365E0,-6.485114136E0,4.781057739E-1
4.516445508E1,7.430248718E0,-6.473737793E0,5.578898621E-1
4.517445108E1,7.438631287E0,-6.446644135E0,6.116281128E-1
4.518444708E1,7.416776733E0,-6.403982849E0,6.004014587E-1
4.519444308E1,7.393574982E0,-6.451434174E0,5.284011841E-1
4.520443808E1,7.365583191E0,-6.575825500E0,3.969744873E-1
4.521443408E1,7.285499725E0,-6.696923676E0,2.790197754E-1
4.522443008E1,7.142247620E0,-6.699318695E0,2.501298523E-1
4.523442608E1,7.047794037E0,-6.667884064E0,2.830613708E-1
4.524442208E1,7.046746216E0,-6.649771729E0,3.149450684E-1
4.525441708E1,7.084467773E0,-6.590494995E0,3.773652649E-1
4.526441308E1,7.187902679E0,-6.588848419E0,4.391867065E-1
4.527440908E1,7.295678558E0,-6.625372467E0,3.983216858E-1
4.528440508E1,7.341183929E0,-6.553671570E0,3.300636292E-1
4.529440008E1,7.371121674E0,-6.478527832E0,2.462379456E-1
4.530439608E1,7.378905487E0,-6.429130554E0,1.737886047E-1
4.531439208E1,7.379504242E0,-6.331683197E0,1.408570862E-1
4.532438808E1,7.365134125E0,-6.288123779E0,9.834548950E-2
4.533438308E1,7.314988403E0,-6.314319305E0,1.064286804E-1
4.534437908E1,7.243137817E0,-6.418951721E0,8.277786255E-2
4.535437508E1,7.175927582E0,-6.534511414E0,4.670288086E-2
4.536437308E1,7.111711121E0,-6.640940094E0,4.251159668E-2
4.537436808E1,7.064409485E0,-6.716233521E0,8.008346558E-2
4.538436408E1,7.036567383E0,-6.730603638E0,1.763333130E-1
4.539436008E1,6.998546448E0,-6.701114960E0,2.992277527E-1
4.540435608E1,6.971602478E0,-6.672674103E0,4.228706360E-1
4.541435108E1,6.945406952E0,-6.633006592E0,4.918771362E-1
4.542434708E1,6.961723022E0,-6.669081573E0,5.111869812E-1
4.543434308E1,6.998247070E0,-6.704108734E0,4.884342957E-1
4.544433908E1,7.108118591E0,-6.717580719E0,4.695735168E-1
4.545433408E1,7.189399567E0,-6.703659668E0,4.766088867E-1
4.546433008E1,7.254663849E0,-6.649322662E0,4.822970581E-1
4.547432408E1,7.254514160E0,-6.571334839E0,4.902305603E-1
4.548432008E1,7.152426453E0,-6.484814758E0,4.935237122E-1
4.549431608E1,7.040459290E0,-6.468498688E0,4.363426208E-1
4.550431108E1,6.973548431E0,-6.488856354E0,3.177891541E-1
4.551430708E1,6.960974579E0,-6.524631958E0,2.303709412E-1
4.552430308E1,7.026687927E0,-6.558162231E0,1.850152588E-1
4.553429908E1,7.143594818E0,-6.586902466E0,1.737886047E-1
4.554429408E1,7.225624237E0,-6.551276550E0,2.064207458E-1
4.555429008E1,7.261100464E0,-6.486012268E0,2.959346008E-1
4.556428608E1,7.212002563E0,-6.441405029E0,3.122506714E-1
4.557428208E1,7.135062561E0,-6.424340515E0,3.526666260E-1
4.558427708E1,7.101681976E0,-6.461463318E0,3.746708679E-1
4.559427308E1,7.142846375E0,-6.562952271E0,3.647914124E-1
4.560426908E1,7.278314667E0,-6.661597137E0,3.954776001E-1
4.561426508E1,7.411986694E0,-6.691085815E0,4.071533203E-1
4.562426008E1,7.467072144E0,-6.637048187E0,4.559518433E-1
4.563425608E1,7.485633545E0,-6.626869354E0,5.087919617E-1
4.564425208E1,7.384893036E0,-6.572232971E0,4.610412598E-1
4.565424808E1,7.195237427E0,-6.457272034E0,4.126918030E-1
4.566424308E1,7.057823181E0,-6.448141022E0,3.138972473E-1
4.567423908E1,7.014862518E0,-6.561156006E0,1.797761536E-1
4.568423508E1,6.977140961E0,-6.690187683E0,7.080276489E-2
4.569423108E1,6.920708313E0,-6.725364532E0,5.852828979E-2
4.570422608E1,6.967560883E0,-6.744375000E0,9.804611206E-2
4.571422208E1,7.062313843E0,-6.715784454E0,1.800755310E-1
4.572421808E1,7.160210266E0,-6.596781921E0,3.597019958E-1
4.573421408E1,7.274422760E0,-6.530020752E0,4.884342957E-1
4.574420908E1,7.386240234E0,-6.486611023E0,5.063969421E-1
4.575420508E1,7.391778717E0,-6.434369659E0,4.472698975E-1
4.576420108E1,7.402256927E0,-6.454577637E0,3.138972473E-1
4.577419708E1,7.340285797E0,-6.511758728E0,1.357676697E-1
4.578419308E1,7.225474548E0,-6.496041412E0,3.607498169E-2
4.579418808E1,7.154073029E0,-6.526727600E0,3.592529297E-3
4.580418363E1,7.098837891E0,-6.524781647E0,3.218307495E-2
4.581417963E1,7.069199524E0,-6.518045654E0,1.362167358E-1
4.582417562E1,7.052135010E0,-6.526278534E0,2.426454163E-1
4.583417062E1,7.051985321E0,-6.547983398E0,2.724334717E-1
4.584416663E1,7.070097656E0,-6.631809082E0,2.799179077E-1
4.585416263E1,7.060367889E0,-6.728507996E0,2.662962341E-1
4.586415863E1,7.049141235E0,-6.775360565E0,2.661465454E-1
4.587415363E1,7.035818939E0,-6.807693329E0,2.836601257E-1
4.588414962E1,7.028933258E0,-6.779252472E0,3.558100891E-1
4.589414562E1,7.048392792E0,-6.735243988E0,4.477189636E-1
4.590414163E1,7.066654816E0,-6.712491302E0,4.746629333E-1
4.591413663E1,7.071744232E0,-6.692582703E0,4.626878357E-1
4.592413263E1,7.061565399E0,-6.689439240E0,3.808081055E-1
4.593412863E1,7.068002014E0,-6.680757294E0,2.353106689E-1
4.594412462E1,7.078929291E0,-6.639592896E0,1.315763855E-1
4.595411962E1,7.091353455E0,-6.595734100E0,9.026229858E-2
4.596411562E1,7.149133301E0,-6.561605072E0,1.139131165E-1
4.597411163E1,7.206015015E0,-6.554120636E0,1.904040527E-1
4.598410763E1,7.250023499E0,-6.590494995E0,2.389031982E-1
4.599410263E1,7.230264587E0,-6.593788147E0,2.284249878E-1
4.600409862E1,7.145540771E0,-6.588399353E0,2.077679443E-1
4.601409462E1,7.092550964E0,-6.632108459E0,1.628613281E-1
4.602409063E1,7.032226410E0,-6.656807098E0,1.474433899E-1
4.603408563E1,6.984176331E0,-6.655459900E0,1.782792664E-1
4.604408163E1,7.022496643E0,-6.652017059E0,2.642005920E-1
4.605407763E1,7.122638397E0,-6.646927643E0,3.409909058E-1
4.606407562E1,7.230713654E0,-6.654561768E0,4.016148376E-1
4.607407062E1,7.358547821E0,-6.663543091E0,4.197271729E-1
4.608406663E1,7.438780975E0,-6.671326904E0,3.857478333E-1
4.609406263E1,7.461234283E0,-6.659052429E0,3.412902832E-1
4.610405863E1,7.460485840E0,-6.667285309E0,3.029699707E-1
4.611405362E1,7.362888794E0,-6.603368225E0,2.921923828E-1
4.612404962E1,7.200775909E0,-6.504124603E0,3.294648743E-1
4.613404562E1,7.089108124E0,-6.490951996E0,3.562591553E-1
4.614404163E1,7.047644348E0,-6.621181183E0,3.448828125E-1
4.615403663E1,6.950496368E0,-6.745273132E0,2.465373230E-1
4.616403263E1,6.900500336E0,-6.816524963E0,1.993853760E-1
4.617402663E1,6.923851776E0,-6.856042786E0,1.722917175E-1
4.618402262E1,6.963818665E0,-6.790030060E0,1.992356873E-1
4.619401762E1,7.023694153E0,-6.683601379E0,3.107537842E-1
4.620401362E1,7.127428436E0,-6.608757019E0,4.203259277E-1
4.621400963E1,7.180418243E0,-6.561305695E0,4.845423889E-1
4.622400563E1,7.169490967E0,-6.538852386E0,4.414320374E-1
4.623400063E1,7.131769409E0,-6.545438690E0,3.692820740E-1
4.624399662E1,7.114704895E0,-6.590195618E0,2.278262329E-1
4.625399262E1,7.120093689E0,-6.659052429E0,1.206491089E-1
4.626398862E1,7.120243378E0,-6.648873596E0,6.661148071E-2
4.627398463E1,7.124135284E0,-6.611002350E0,3.981719971E-2
4.628397963E1,7.122039642E0,-6.585106201E0,7.514373779E-2
4.629397563E1,7.127578125E0,-6.559509430E0,1.543290710E-1
4.630397162E1,7.133266296E0,-6.550677795E0,2.263293457E-1
4.631396762E1,7.149881744E0,-6.618636475E0,2.960842896E-1
4.632396262E1,7.181016998E0,-6.729855194E0,3.435356140E-1
4.633395863E1,7.178472290E0,-6.818770294E0,3.832031250E-1
4.634395463E1,7.112758942E0,-6.833739166E0,4.113446045E-1
4.635395063E1,7.023694153E0,-6.806196442E0,4.275109863E-1
4.636394563E1,6.949448547E0,-6.771768036E0,4.312532043E-1
4.637394162E1,6.938072205E0,-6.727909241E0,4.260140991E-1
4.638393762E1,7.015311584E0,-6.689588928E0,3.803590393E-1
4.639393363E1,7.137756958E0,-6.666387177E0,3.082090759E-1
4.640392863E1,7.224726105E0,-6.646777954E0,2.477348328E-1
4.641392463E1,7.255711670E0,-6.626569977E0,2.134561157E-1
4.642392062E1,7.267686768E0,-6.626719666E0,2.022294617E-1
4.643391662E1,7.238647156E0,-6.605912933E0,2.062710571E-1
4.644391162E1,7.203619995E0,-6.585255890E0,2.796185303E-1
4.645390763E1,7.171436920E0,-6.605314178E0,3.348536682E-1
4.646390363E1,7.131320343E0,-6.613397369E0,3.537144470E-1
4.647389963E1,7.068151703E0,-6.633755035E0,3.519181824E-1
4.648389463E1,7.012617188E0,-6.644832001E0,3.347039795E-1
