"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.656337083e-1,4.369577479e-1,-1.431462126e0,4.085203993e-1,1.551420256e0
3.756857083e-1,-2.189536679e-1,-1.874976942e0,8.638290489e-1,2.075976846e0
3.857377083e-1,-5.836801761e-1,-1.998819215e0,1.455700589e0,2.540674125e0
3.957897083e-1,-9.188285440e-1,-1.960454464e0,1.904433460e0,2.883486501e0
4.058427083e-1,-7.573512518e-1,-2.627412440e0,1.694507893e0,3.216867117e0
4.158947083e-1,1.035810864e-1,-3.391206154e0,1.055194384e0,3.553089276e0
4.259467083e-1,-5.181919456e-2,-3.226050378e0,1.526277652e0,3.569258990e0
4.359987083e-1,-7.676400125e-2,-3.617198700e0,2.615447867e0,4.464368566e0
4.460517083e-1,2.610273081e-1,-4.969922805e0,2.805618031e0,5.713121780e0
4.561037083e-1,-3.429520619e-1,-6.347284738e0,1.891874226e0,6.632105830e0
4.661557083e-1,4.000793588e-1,-5.728266914e0,1.044905038e0,5.836517101e0
4.762077083e-1,1.062480599e0,-5.032584491e0,5.246563348e-1,5.170206568e0
4.862607083e-1,1.728266793e0,-5.042905996e0,1.543632773e-1,5.333069943e0
4.963127083e-1,1.902170588e0,-5.402295751e0,-2.305852416e-1,5.732034707e0
5.063647083e-1,1.593285574e0,-5.699445403e0,-4.000414981e-1,5.931464408e0
5.164177083e-1,1.626128215e-1,-5.960654560e0,-4.141291948e-1,5.977235875e0
5.264697083e-1,6.112883896e-1,-5.256655058e0,-1.065884994e0,5.398352222e0
5.365217083e-1,1.243782876e0,-4.227263852e0,-1.547110112e0,4.670150449e0
5.465737083e-1,1.121229914e0,-3.443934590e0,-1.160992150e0,3.803385959e0
5.566267083e-1,5.925463092e-1,-3.445945740e0,-9.504064322e-2,3.497811587e0
5.666787083e-1,-1.468452197e-1,-3.985902192e0,1.119160657e0,4.142644129e0
5.767307083e-1,-4.223496491e-1,-4.131712747e0,2.354466313e0,4.774195332e0
5.867827083e-1,-1.167671424e0,-3.811998397e0,3.326149448e0,5.192115030e0
5.968357083e-1,-1.812667843e0,-3.128862053e0,3.558651699e0,5.073415454e0
6.068877083e-1,-1.963992614e0,-2.745509824e0,2.960777407e0,4.490132964e0
6.169397083e-1,-2.563888289e0,-1.820016916e0,1.497774814e0,3.482716486e0
6.269917083e-1,-2.364269024e0,-8.258797422e-1,-2.459116709e-1,2.516409728e0
6.370447083e-1,-1.493505177e0,-5.829513207e-1,-1.101320729e0,1.945070000e0
6.470967083e-1,-1.776344354e0,4.959248713e-1,-1.197310960e0,2.198839302e0
6.571487083e-1,-1.904149286e0,9.424629897e-1,-5.629196370e-1,2.197930733e0
6.672007083e-1,-3.238514888e0,1.626900924e0,-1.976903851e0,4.128308871e0
6.772537083e-1,-4.266404529e0,2.512229016e0,-2.571227714e0,5.578952786e0
6.873057083e-1,-4.852934053e0,3.005060125e0,9.517746806e-2,5.708801453e0
6.973577083e-1,-7.137302045e0,3.875740941e0,2.671639609e-1,8.126119917e0
7.074097083e-1,-6.707688984e0,4.615413136e0,2.375403292e0,8.481607792e0
7.174627083e-1,-6.137229363e0,5.211140331e0,2.356098710e0,8.388847891e0
7.275147083e-1,-4.402631789e0,4.998872954e0,3.941555081e-1,6.672874647e0
7.375667083e-1,-3.017925754e0,5.281346095e0,-9.834133798e-1,6.161784994e0
7.476187083e-1,-2.040492906e0,6.118967924e0,-1.936520641e0,6.734648613e0
7.576717083e-1,-1.205839124e0,6.834074796e0,-2.196650986e0,7.279004181e0
7.677237083e-1,-1.258342443e0,6.813944002e0,-2.290987478e0,7.298073869e0
7.777757083e-1,-2.690146047e0,6.309894717e0,-2.581310068e0,7.329039416e0
7.878277083e-1,-4.899818782e0,6.599369314e0,-2.450669091e0,8.577043689e0
7.978807083e-1,-6.073321050e0,7.009433963e0,-2.295772986e0,9.554473647e0
8.079327083e-1,-6.200167623e0,7.244635874e0,-2.651935662e0,9.897453726e0
8.179847083e-1,-5.966019380e0,7.094882249e0,-2.631613664e0,9.636188658e0
8.280367083e-1,-5.593503211e0,6.520085163e0,-1.745219479e0,8.766104023e0
8.380897083e-1,-4.855915548e0,5.738852128e0,-1.743226894e0,7.717070660e0
8.481417083e-1,-4.579677293e0,4.725077958e0,-2.940008097e0,7.207180685e0
8.581937083e-1,-3.653181295e0,4.439943165e0,-3.736726897e0,6.857255777e0
8.682457083e-1,-2.141605883e0,3.514806060e0,-4.583321863e0,6.160127977e0
8.782987083e-1,-7.301231074e-1,1.012232844e0,-5.892596478e0,6.023320374e0
8.883507083e-1,4.915648949e-1,-3.261533037e-1,-4.358734403e0,4.398474465e0
8.984027083e-1,2.856703400e0,-1.452028246e0,-3.314907591e0,4.610613048e0
9.084552500e-1,3.554836975e0,-2.990537395e0,-2.970620610e0,5.514051744e0
9.185082500e-1,3.722595931e0,-2.600175232e0,-8.074075109e-1,4.611999414e0
9.285602500e-1,2.880912042e0,-1.231992843e0,-1.067537271e0,3.310150508e0
9.386122500e-1,2.025493044e-1,-1.122820356e0,-6.574103495e-1,1.316791609e0
9.486642500e-1,-2.422178094e0,-1.404490382e0,2.705780040e-1,2.812961501e0
9.587172500e-1,-4.020283527e0,-6.227220351e-1,5.500630715e-1,4.105244421e0
9.687692500e-1,-4.304358805e0,-3.140767568e-1,-3.652141660e-1,4.331227346e0
9.788212500e-1,-3.610807108e0,-1.394195482e0,-1.568832518e0,4.176475127e0
9.888732500e-1,-3.235653845e0,-2.544497752e0,-9.096665418e-1,4.215615949e0
9.989262500e-1,-2.854970870e0,-3.222978251e0,-2.626338306e-1,4.313632345e0
1.008978250e0,-2.782792255e0,-2.371300301e0,-7.303675210e-1,3.728328656e0
1.019030250e0,-3.557776955e0,-1.139088772e0,-1.995108134e0,4.235062758e0
1.029083250e0,-4.245946875e0,-9.841764414e-1,-2.990274271e0,5.285679554e0
1.039135250e0,-6.002756267e0,-4.882205799e-1,-1.986284101e0,6.341669075e0
1.049187250e0,-5.360280583e0,1.080123988e-1,-1.410455566e0,5.543794685e0
1.059239250e0,-5.272972298e0,3.602533883e-1,-1.459182899e0,5.482994992e0
1.069292250e0,-4.752887024e0,5.272750103e-1,-1.316675436e0,4.959998810e0
1.079344250e0,-5.639039572e0,3.734803748e-1,-5.023246488e-1,5.673674730e0
1.089396250e0,-6.166492923e0,1.022064060e-1,9.949983220e-1,6.247087544e0
1.099448250e0,-6.440422697e0,7.895927989e-1,1.593928621e0,6.681549952e0
1.109501250e0,-6.185750143e0,9.976034027e-1,1.980205043e0,6.571143690e0
1.119553250e0,-6.631695646e0,5.832352030e-1,3.488019673e0,7.515705668e0
1.129605250e0,-5.464703668e0,6.599109113e-1,2.822602438e0,6.185915706e0
1.139657250e0,-2.218204992e0,-7.073025942e-2,-1.657055015e0,2.769705306e0
1.149710250e0,-8.058404571e-1,-1.398904245e0,-6.677555358e-1,1.747057350e0
1.159762250e0,1.090801588e0,-1.504331590e0,2.086682986e0,2.794120169e0
1.169814250e0,2.001592550e0,-1.994719148e0,4.339148569e0,5.178174149e0
1.179866250e0,3.360218250e0,-3.379797651e0,5.668753953e0,7.406002311e0
1.189919250e0,8.023704270e0,-3.611421066e0,2.135059925e0,9.054317931e0
1.199971250e0,1.025577535e1,-1.775557319e0,8.078220785e-2,1.040865301e1
1.210023250e0,9.852092936e0,-1.705595968e0,-1.642808567e0,1.013270017e1
1.220075250e0,7.938793927e0,-4.398690766e-1,-4.314515711e-1,7.962668164e0
1.230128250e0,6.736212287e0,8.297222400e-1,1.431643975e-1,6.788629539e0
1.240180250e0,6.422387545e0,1.106270397e0,2.406070769e-1,6.521409950e0
1.250232250e0,5.008682243e0,4.960602343e-2,-3.126775181e-1,5.018677695e0
1.260284250e0,3.943562211e0,1.264002548e0,-1.175939387e0,4.304906363e0
1.270337250e0,3.738036674e0,2.905794284e0,-1.078148141e0,4.855817337e0
1.280389250e0,2.419804124e0,3.826058319e0,-1.773641771e0,4.862096193e0
1.290441250e0,-5.085148036e-1,3.087346529e0,-3.163420851e0,4.449441243e0
1.300493250e0,-9.570629025e-1,2.509525555e0,-4.780341748e0,5.483188410e0
1.310546250e0,1.048913890e0,2.641458621e0,-2.538947867e0,3.811007776e0
1.320598250e0,2.441585587e0,2.837746142e0,-4.021261767e-1,3.765082842e0
1.330650250e0,3.688447022e0,2.818752632e0,1.568611785e0,4.900056201e0
1.340702250e0,3.597490659e0,1.932666741e0,1.969596293e0,4.533922070e0
1.350755250e0,3.603630236e0,1.021037874e0,1.946122354e0,4.220907655e0
1.360807250e0,2.950906137e0,-3.921329927e-1,1.443326127e0,3.308293461e0
1.370859250e0,1.120717698e0,-1.010322851e0,1.312433866e0,1.999810759e0
1.380911250e0,-8.348514175e-1,-8.194042432e-1,1.506894132e0,1.907650421e0
1.390964250e0,-2.076459129e0,-1.172350366e0,1.051489588e0,2.606092525e0
1.401016250e0,-1.378588094e0,-1.078235922e0,-1.464905861e-1,1.756290787e0
1.411068250e0,-2.937056422e-3,-1.139496031e0,-7.275140798e-1,1.351938078e0
1.421120250e0,8.843276328e-1,-9.165913993e-1,7.551412967e-1,1.480680091e0
1.431173250e0,9.254657185e-1,-1.179865208e0,3.045225234e0,3.394402073e0
1.441225250e0,1.355029662e0,-1.027682649e0,4.658587223e0,4.959301556e0
1.451277250e0,1.923059181e0,-5.617174494e-1,5.165689924e0,5.540580790e0
1.461329250e0,2.503146243e0,-2.360287070e-1,5.153187407e0,5.733828661e0
1.471382250e0,3.101560233e0,4.776298106e-2,5.053463144e0,5.929540196e0
1.481434250e0,3.625674824e0,4.450257361e-1,4.897499192e0,6.109751563e0
1.491486250e0,4.011091120e0,1.575694225e0,3.992385584e0,5.874589936e0
1.501538250e0,3.911566247e0,2.391345141e0,1.248311837e0,4.751543384e0
1.511591250e0,3.667920372e0,2.960541179e0,-3.984816071e0,6.172293176e0
1.521643250e0,2.247759744e0,2.888826249e0,-1.009514766e1,1.073823762e1
1.531695250e0,-1.249526596e-1,1.570722338e0,-1.390336554e1,1.399236774e1
1.541747250e0,-2.142558102e0,-1.603669059e-1,-1.488300220e1,1.503728790e1
1.551800250e0,-2.621055347e0,-1.705617603e0,-1.448447937e1,1.481820519e1
1.561852250e0,-1.909064455e0,-1.679011602e0,-9.333539048e0,9.673601098e0
1.571904250e0,-2.340282576e0,-1.575588391e0,-3.211157227e0,4.274451082e0
1.581956250e0,-4.103379771e0,-3.008237502e0,1.758316219e0,5.383204839e0
1.592009250e0,-4.494343613e0,-3.949357386e0,3.701859073e0,7.035645590e0
1.602061250e0,-3.392482016e0,-4.586706816e0,4.145015162e0,7.051805750e0
1.612113250e0,-3.472497654e-1,-3.757312020e0,2.360551072e0,4.450862543e0
1.622165250e0,3.234376813e0,-1.389186172e0,1.997781627e0,4.047488483e0
1.632218250e0,5.116444674e0,1.401028538e0,1.402678330e0,5.487111586e0
1.642270250e0,4.929668818e0,3.305501175e0,1.652122012e-1,5.937614651e0
1.652322250e0,4.120947438e0,3.062062876e0,7.622137964e-1,5.190318556e0
1.662375250e0,2.697479625e0,1.747245101e0,1.514042645e0,3.552687279e0
1.672427250e0,2.034425835e0,1.450210054e0,2.950366732e0,3.866091247e0
1.682479250e0,2.233178835e0,2.031398147e0,4.647322562e0,5.541775269e0
1.692531250e0,2.026054669e0,2.399825943e0,6.683318374e0,7.384497719e0
1.702584250e0,1.764498772e0,2.790839778e0,6.464205662e0,7.258663612e0
1.712636250e0,1.636029013e0,3.468516870e0,5.613863801e0,6.798725394e0
1.722688250e0,1.524130262e0,4.250612369e0,5.082554212e0,6.798752524e0
1.732740250e0,1.687295645e0,4.749800863e0,5.813683040e0,7.694575058e0
1.742792250e0,1.395744410e0,4.030792143e0,6.221387168e0,7.543278204e0
1.752845250e0,1.380114510e0,2.341347939e0,6.088993342e0,6.668018157e0
1.762897250e0,2.301595058e0,-4.875537050e0,5.763933175e0,7.892472805e0
1.772949250e0,5.051889074e0,-1.426595255e1,6.811182362e0,1.659611974e1
1.783002250e0,4.597192628e0,-2.438043344e1,8.093456290e0,2.609681493e1
1.793054250e0,2.895680940e0,-2.494363959e1,9.254927326e0,2.676235797e1
1.803106250e0,1.000236477e0,-1.649225652e1,9.063314070e0,1.884512298e1
1.813158250e0,2.354452280e-1,-7.197017904e0,6.947101475e0,1.000573436e1
1.823211250e0,4.279721124e-1,-2.083005672e0,5.037869790e0,5.468290846e0
1.833263250e0,5.473342491e-1,8.426410782e-1,3.411034647e0,3.555949399e0
1.843315250e0,5.962970423e-1,2.591395930e0,1.717657020e0,3.165635587e0
1.853367250e0,-7.873685181e-2,4.386156675e0,-3.559719400e0,5.649439979e0
1.863420250e0,-8.302038313e-1,5.848404976e0,-7.193210197e0,9.307811349e0
1.873472250e0,2.147951281e-1,5.497033508e0,-7.516081166e0,9.314235902e0
1.883524250e0,1.393681804e0,3.724427279e0,-6.696056533e0,7.787867528e0
1.893576250e0,1.847545314e0,1.915266012e0,-5.164377809e0,5.809687232e0
1.903629250e0,1.493129202e0,6.181612068e-1,-3.786638145e0,4.117060424e0
1.913681250e0,9.834979451e-1,-3.359459281e-2,-2.454547695e0,2.644466145e0
1.923733250e0,8.137019654e-1,4.985581648e-1,-1.294451192e0,1.608189983e0
1.933785250e0,8.358463213e-1,8.366552836e-1,-5.059472913e-1,1.286317923e0
1.943838250e0,9.731732241e-1,1.463446981e-1,-2.302623291e-1,1.010694630e0
1.953890250e0,1.033871635e0,-6.735167974e-1,-2.199004052e-1,1.253344175e0
1.963942250e0,8.186606967e-1,-4.245897174e-1,-1.196677999e-1,9.299473892e-1
1.973994250e0,3.527753842e-1,4.881945598e-1,8.741587400e-3,6.023792952e-1
1.984047250e0,7.921511751e-2,1.236686695e0,1.735133471e-1,1.251309673e0
1.994099250e0,6.635829628e-2,1.412387339e0,4.697892791e-1,1.489947444e0
2.004151250e0,3.055901080e-2,1.260067372e0,7.308171719e-1,1.456982283e0
2.014203250e0,-2.717423125e-1,1.143687900e0,7.104201834e-1,1.373522018e0
2.024256250e0,-7.899287215e-1,8.905841535e-1,3.590914004e-1,1.243412302e0
2.034308250e0,-1.442722694e0,4.299258864e-1,-2.295979393e-1,1.522826403e0
2.044360250e0,-2.094646017e0,-7.219557166e-3,-1.071152166e0,2.352649787e0
2.054412250e0,-2.814697295e0,-2.616956449e-1,-2.239190649e0,3.606241844e0
2.064465250e0,-3.774225676e0,-8.937165070e-1,-3.541772834e0,5.252395973e0
2.074517250e0,-4.707600338e0,-1.429762341e0,-4.917330608e0,6.955994653e0
2.084569250e0,-5.347448283e0,-1.701386558e0,-5.665707554e0,7.974343951e0
2.094621250e0,-5.550684051e0,-2.195739405e0,-5.274874982e0,7.965906793e0
2.104674250e0,-5.208153573e0,-2.075858036e0,-4.382459773e0,7.116179023e0
2.114726250e0,-4.514571178e0,-1.729329232e0,-3.482331501e0,5.958067237e0
2.124778250e0,-3.827787341e0,-1.592868667e0,-2.909745247e0,5.065155864e0
2.134830250e0,-3.232619725e0,-1.460490628e0,-2.400853006e0,4.283334953e0
2.144883250e0,-2.862497698e0,-1.533154562e0,-2.126622539e0,3.881620719e0
2.154935250e0,-2.492313984e0,-1.893681015e0,-1.980822801e0,3.704229441e0
2.164987250e0,-2.230454909e0,-2.433614078e0,-1.985220492e0,3.852078268e0
2.175039250e0,-2.014243585e0,-3.005616195e0,-2.369579758e0,4.325021868e0
2.185092250e0,-1.861816614e0,-3.487470034e0,-3.258271168e0,5.123001010e0
2.195144250e0,-2.070999877e0,-3.748307893e0,-4.763062348e0,6.405124158e0
2.205196250e0,-2.863125689e0,-3.798577575e0,-6.137775493e0,7.765241033e0
2.215248250e0,-3.545591358e0,-3.871796994e0,-6.766942329e0,8.564668033e0
2.225301250e0,-3.581921863e0,-3.617357744e0,-6.956067595e0,8.619879215e0
2.235353250e0,-3.031846512e0,-2.867671607e0,-6.449654281e0,7.682035802e0
2.245405250e0,-2.317941242e0,-1.884890896e0,-5.463391553e0,6.226902324e0
2.255457250e0,-2.106506801e0,-1.412744020e0,-4.514207481e0,5.177961544e0
2.265510250e0,-1.732262195e0,-1.810194470e0,-2.330276236e0,3.421655107e0
2.275562250e0,-1.033474901e0,-2.555453095e0,1.153614718e0,2.988183028e0
2.285614250e0,-3.630775934e-1,-3.044831716e0,3.732805170e0,4.830803241e0
2.295666250e0,1.569796504e-1,-3.481886528e0,5.059158332e0,6.143554300e0
2.305719250e0,6.274360603e-1,-4.324885456e0,5.713586894e0,7.193287525e0
2.315771250e0,1.308271233e0,-4.885802422e0,5.918207867e0,7.785102651e0
2.325823250e0,1.934284081e0,-5.006529883e0,5.767214048e0,7.878296405e0
2.335875250e0,2.063056726e0,-4.951859586e0,5.412856407e0,7.620769705e0
2.345928250e0,1.821999999e0,-4.772176988e0,5.761165688e0,7.699635529e0
2.355980250e0,1.741031411e0,-4.259364481e0,6.050927968e0,7.601783043e0
2.366032250e0,1.796913397e0,-4.204728098e0,-1.322762972e0,4.760077522e0
2.376084250e0,2.140247428e0,-3.929869786e0,-5.033114834e0,6.734744280e0
2.386137250e0,2.422016418e0,-2.423346367e0,-2.572700043e0,4.284571934e0
2.396189250e0,2.777631210e0,-9.882361633e-1,2.862647679e-1,2.962058975e0
2.406241250e0,2.835793757e0,1.546395582e-1,2.721043904e0,3.933156436e0
2.416293250e0,1.474430098e0,1.066375430e0,3.723970027e0,4.144762168e0
2.426346250e0,-5.256798899e-1,1.620240068e0,4.300853984e0,4.625890425e0
2.436398250e0,-1.939871388e0,1.574782645e0,4.624866915e0,5.256656291e0
2.446450250e0,-2.182756101e0,1.309707309e0,4.690175343e0,5.336431597e0
2.456502250e0,-1.780324992e0,1.396270659e0,4.206096639e0,4.776021123e0
2.466555250e0,-1.457709254e0,1.623924984e0,4.042961661e0,4.594299469e0
2.476607250e0,-1.243072001e0,1.944851169e0,4.249001168e0,4.835461198e0
2.486659250e0,-4.267053862e-1,2.578128013e0,4.469257596e0,5.177169593e0
2.496711250e0,5.634479329e-1,3.649001706e0,4.989294630e0,6.206911303e0
2.506764250e0,9.353969219e-1,4.781640122e0,5.681176363e0,7.484304545e0
2.516816250e0,9.611132687e-1,5.857117327e0,6.228674553e0,8.603833378e0
2.526868250e0,1.167118570e0,6.782241569e0,6.424050493e0,9.414318413e0
2.536920250e0,1.403527492e0,7.355444704e0,6.569809300e0,9.961669060e0
2.546973250e0,2.085041673e0,7.600253005e0,6.481667202e0,1.020408027e1
2.557025250e0,2.909726829e0,7.637450652e0,6.226877704e0,1.027478314e1
2.567077250e0,3.567568118e0,7.588172657e0,5.954473468e0,1.028414609e1
2.577129250e0,4.224357201e0,7.706866457e0,5.244463028e0,1.023451889e1
2.587182250e0,4.236042861e0,7.733176589e0,4.396105712e0,9.852503474e0
2.597234250e0,4.070009419e0,7.418198776e0,3.448001036e0,9.136922945e0
2.607286250e0,3.104196158e0,6.506645923e0,2.181706380e0,7.532085878e0
2.617338250e0,2.012555640e0,4.956436202e0,-4.771026841e-1,5.370685897e0
2.627391250e0,1.362843881e0,2.909938205e0,-5.093834660e0,6.022643551e0
2.637443250e0,1.516400535e0,-2.076428139e-1,-1.059258316e1,1.070258866e1
2.647495250e0,3.631867025e0,-6.040264986e0,-1.565459025e1,1.716803586e1
2.657547250e0,4.908414189e0,-1.442493250e1,-1.421095130e1,2.083560280e1
2.667600250e0,1.163207367e0,-2.138576557e1,-1.137268943e1,2.424957908e1
2.677652250e0,-3.937052506e0,-2.105234564e1,-9.220047516e0,2.331760956e1
2.687704250e0,-5.584906050e0,-1.232374958e1,-4.894583185e0,1.438829121e1
2.697756250e0,-4.420186885e0,-5.352599680e0,-6.926632127e-1,6.976256716e0
2.707809250e0,-2.347984967e0,-1.670893328e0,7.308730128e-1,2.973061264e0
2.717861250e0,-3.183892246e-1,1.344622203e0,-9.850833446e-2,1.385310239e0
2.727913250e0,1.216261348e0,3.810380180e0,-1.858455342e0,4.410458597e0
2.737965250e0,2.154018644e0,6.039621207e0,-1.746498704e0,6.645831654e0
2.748018250e0,2.420900623e0,8.623283610e0,9.382749215e-1,9.005672650e0
2.758070250e0,2.542002453e0,1.107310851e1,4.055617082e0,1.206331374e1
2.768122250e0,3.126875169e0,1.136028983e1,7.084684120e0,1.374868293e1
2.778174250e0,4.334906122e0,9.452081405e0,8.576435718e0,1.347918779e1
2.788227250e0,5.983565705e0,6.411666675e0,8.103849131e0,1.194089188e1
2.798279250e0,7.751076670e0,1.142013842e0,7.947510957e0,1.116003206e1
2.808331250e0,9.843178271e0,-8.173697630e0,6.395597942e0,1.430388634e1
2.818383250e0,8.869606340e0,-1.547701967e1,5.907728487e0,1.879120300e1
2.828436250e0,4.435299306e0,-1.973664727e1,3.479343574e0,2.052590941e1
2.838488250e0,-2.811397419e0,-1.889618487e1,1.655237993e0,1.917575477e1
2.848540250e0,-7.002792111e0,-1.153060285e1,2.578539072e0,1.373472836e1
2.858592250e0,-5.729021789e0,-2.791820941e0,4.952151362e0,8.070920514e0
2.868645250e0,-3.141531799e0,2.267332129e0,7.804921925e0,8.713599904e0
2.878697250e0,-1.505065708e0,4.465734356e0,8.937006025e0,1.010336987e1
2.888749250e0,4.215646604e-1,5.223247576e0,8.356099184e0,9.863286753e0
2.898801250e0,1.557452959e0,4.995821877e0,6.953027043e0,8.702211271e0
2.908853333e0,1.684160076e0,3.924846443e0,4.489475806e0,6.196467362e0
2.918905333e0,1.287494029e0,2.288137107e0,2.586339258e0,3.685425763e0
2.928957333e0,8.092771581e-1,3.626969397e-1,1.249666929e0,1.532366152e0
2.939009333e0,3.854069406e-1,-1.490626009e0,4.189752209e-1,1.595632991e0
2.949062333e0,3.659895068e-1,-2.672460558e0,-5.015531087e-1,2.743637964e0
2.959114333e0,8.195480847e-1,-2.577384832e0,-1.802679044e0,3.250265123e0
2.969166333e0,1.032444330e0,-1.028784265e0,-2.237424206e0,2.670281901e0
2.979218333e0,6.031622216e-1,5.186328256e-1,-1.612608283e0,1.798135186e0
2.989271333e0,-1.291895521e-1,1.740457653e0,-5.993845914e-1,1.845303409e0
2.999323333e0,-9.837352690e-1,2.287392172e0,3.242480616e-1,2.510982842e0
3.009375333e0,-1.733717567e0,2.074117320e0,7.703192067e-1,2.810895042e0
3.019427333e0,-2.213894717e0,1.788030599e0,6.715328372e-1,2.923925374e0
3.029480333e0,-2.282575235e0,1.720682954e0,-8.853159584e-2,2.859849188e0
3.039532333e0,-2.129200722e0,1.653634686e0,-1.052286564e0,2.894012855e0
3.049584333e0,-2.299348851e0,1.647352438e0,-2.057111424e0,3.497496619e0
3.059636333e0,-2.639449810e0,1.427387787e0,-3.224599099e0,4.404789500e0
3.069689333e0,-2.495496038e0,6.479065776e-1,-3.939127682e0,4.707866853e0
3.079741333e0,-1.124645857e0,1.620883262e-1,-3.845497388e0,4.009856742e0
3.089793333e0,7.299406743e-1,4.138325948e-1,-3.203183087e0,3.311261496e0
3.099845333e0,1.918317381e0,8.214168549e-1,-2.315607326e0,3.117162895e0
3.109898333e0,2.162970147e0,1.132888677e0,-1.504382168e0,2.867933458e0
3.119950333e0,1.760054888e0,1.284689997e0,-8.541834819e-1,2.340480938e0
3.130002333e0,1.034430336e0,1.378564121e0,-3.392284088e-1,1.756576519e0
3.140054333e0,1.535189028e-1,1.454584356e0,1.370106415e-1,1.469066240e0
3.150107333e0,-5.819134399e-1,1.374310856e0,5.381625259e-1,1.586496922e0
3.160159333e0,-1.188349591e0,1.086020905e0,6.201836126e-1,1.725179373e0
3.170211333e0,-1.940831793e0,6.779881632e-1,2.599926433e-1,2.072219142e0
3.180263333e0,-2.912044665e0,2.665535116e-1,-6.458281848e-1,2.994686787e0
3.190316333e0,-3.936845514e0,-2.778023851e-1,-1.961073099e0,4.407009697e0
3.200368333e0,-4.868042381e0,-1.115694355e0,-3.447838776e0,6.068789232e0
3.210420333e0,-5.806838289e0,-1.931402573e0,-4.761567215e0,7.753851247e0
3.220472333e0,-6.520011488e0,-2.494789987e0,-5.591735598e0,8.944385607e0
3.230525333e0,-6.598924341e0,-2.510019060e0,-5.703356021e0,9.076027107e0
3.240577333e0,-5.792688612e0,-2.017017505e0,-5.253786414e0,8.076253627e0
3.250629333e0,-4.690390229e0,-1.684320289e0,-4.495861550e0,6.711889928e0
3.260681333e0,-3.819742157e0,-1.874194000e0,-3.772479990e0,5.686355473e0
