"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.817819646e1,-3.151721742e0,-3.219297429e0,-3.086489035e0,5.461102493e0
1.818824846e1,-2.359504274e0,-3.688629456e0,-1.470728957e0,4.619122357e0
1.819830046e1,-8.547394060e-1,-3.976002563e0,8.757206044e-1,4.160055578e0
1.820835246e1,1.056359368e0,-4.071974668e0,2.646335199e0,4.969905713e0
1.821840446e1,2.486224693e0,-4.371384854e0,3.794260576e0,6.299740636e0
1.822845746e1,3.272671106e0,-4.658984249e0,4.588732291e0,7.312521756e0
1.823850946e1,3.918749844e0,-4.454193707e0,4.555331826e0,7.479805476e0
1.824856146e1,4.442602771e0,-4.101636423e0,3.870660295e0,7.179286305e0
1.825861346e1,4.934681636e0,-3.750650872e0,3.386019673e0,7.062831871e0
1.826866646e1,5.753323402e0,-3.448249835e0,2.888726846e0,7.303143151e0
1.827871846e1,7.048260645e0,-3.580656525e0,3.051322711e0,8.474057443e0
1.828877046e1,5.868341058e0,-3.704168431e0,1.710595922e0,7.147337193e0
1.829882246e1,4.497102329e0,-1.975101154e0,-8.333100184e-1,4.981903202e0
1.830887446e1,3.168867825e0,-3.943455791e-1,-2.342163187e0,3.960171729e0
1.831892746e1,1.906783164e0,4.962227869e-1,-1.891947170e0,2.731578881e0
1.832897946e1,4.755210122e-1,1.160210962e0,2.825725436e-1,1.285323676e0
1.833903146e1,-1.268149978e0,1.588499043e0,2.603103225e0,3.302677698e0
1.834908346e1,-2.587749606e0,1.796000354e0,4.523416554e0,5.512110541e0
1.835913546e1,-3.276311582e0,1.817613418e0,4.835020523e0,6.116809591e0
1.836918846e1,-3.154412631e0,1.593807145e0,4.707195711e0,5.886274860e0
1.837924046e1,-2.793925939e0,1.237447418e0,4.109357672e0,5.120949007e0
1.838929246e1,-1.894773568e0,1.083408369e0,3.794711981e0,4.377645438e0
1.839934446e1,-1.421904268e0,1.075066731e0,4.171159233e0,4.536094087e0
1.840939746e1,-5.569662943e-1,1.560479770e0,4.420159403e0,4.720499732e0
1.841944946e1,2.457534306e-1,2.220316422e0,5.126825820e0,5.592364683e0
1.842950146e1,7.632130855e-1,2.871577547e0,5.894705569e0,6.601212431e0
1.843955346e1,1.146013849e0,3.712565033e0,6.437012601e0,7.518751099e0
1.844960546e1,1.216544938e0,4.706219226e0,6.862220369e0,8.409432168e0
1.845965846e1,1.264939564e0,5.637523389e0,7.029015704e0,9.098835301e0
1.846971046e1,1.660327410e0,6.376576949e0,6.959028041e0,9.583605374e0
1.847976246e1,2.372497226e0,7.018135205e0,6.725782024e0,1.000595366e1
1.848981446e1,3.106989373e0,7.511171259e0,6.311262381e0,1.029092365e1
1.849986746e1,3.799094469e0,8.099532716e0,5.731972879e0,1.062502057e1
1.850991946e1,3.953632870e0,8.680428448e0,5.148451747e0,1.083917000e1
1.851997146e1,3.839288522e0,9.059068991e0,4.357870769e0,1.076094350e1
1.853002346e1,3.466067471e0,9.061506110e0,3.425011831e0,1.028859673e1
1.854007546e1,2.795296526e0,8.418210062e0,1.782449140e0,9.047489611e0
1.855012846e1,2.400176775e0,7.096424160e0,-1.908224503e0,7.730550120e0
1.856018046e1,2.328593700e0,5.212079979e0,-7.827128481e0,9.687727627e0
1.857023246e1,3.065441690e0,2.406383010e0,-1.411680762e1,1.464485812e1
1.858028446e1,5.825102652e0,-2.911605831e0,-1.863819402e1,1.974313921e1
1.859033646e1,4.327974248e0,-1.207320692e1,-1.597813658e1,2.048888808e1
1.860038946e1,-3.601020039e0,-2.201057565e1,-1.172214828e1,2.519606211e1
1.861044146e1,-7.584609364e0,-2.386761859e1,-5.155668966e0,2.556893504e1
1.862049346e1,-7.851070490e0,-1.657103021e1,-1.397351809e0,1.838996852e1
1.863054546e1,-5.180451804e0,-7.039420239e0,-1.065280246e0,8.804847540e0
1.864059846e1,-2.160337146e0,-1.373878162e0,-2.125381029e0,3.327437799e0
1.865065046e1,-1.736745840e-1,2.197152092e0,-3.150464591e0,3.844875462e0
1.866070246e1,1.220655384e0,4.865667534e0,-3.145683907e0,5.921152537e0
1.867075446e1,2.375985090e0,7.292680106e0,-1.352256036e0,7.788265832e0
1.868080646e1,3.411327007e0,9.000762311e0,2.913868411e0,1.005691321e1
1.869085946e1,4.742773679e0,8.928399509e0,7.618628465e0,1.265913582e1
1.870091146e1,5.786606923e0,7.111424022e0,8.386252105e0,1.242523222e1
1.871096346e1,7.033117526e0,2.857604456e0,7.402621794e0,1.060327566e1
1.872101546e1,7.762602702e0,-5.063392301e0,7.801697770e0,1.211455449e1
1.873106746e1,6.628134107e0,-9.372055827e0,8.808302377e0,1.446906296e1
1.874112046e1,4.595344615e0,-1.073415945e1,5.426854641e0,1.287595133e1
1.875117246e1,7.577702048e-1,-9.683225348e0,3.064526893e0,1.018481192e1
1.876122446e1,-2.845050192e0,-6.472771833e0,3.377914263e0,7.835903940e0
1.877127646e1,-3.958925478e0,-3.277818117e0,5.150708188e0,7.276467370e0
1.878132946e1,-1.899798226e0,-3.547862417e-1,6.666195388e0,6.940696473e0
1.879138146e1,2.611992162e-1,1.183312726e0,8.203907855e0,8.292922170e0
1.880143346e1,1.527104156e0,1.819279289e0,9.263086531e0,9.562771372e0
1.881148546e1,1.982363981e0,1.947899323e0,8.392109846e0,8.840338590e0
1.882153746e1,1.712121461e0,1.325391296e0,6.223386916e0,6.589276644e0
1.883159046e1,1.039532032e0,4.422658503e-2,3.941107550e0,4.076139295e0
1.884164246e1,4.826258909e-2,-1.310232974e0,2.292834760e0,2.641236634e0
1.885169446e1,-9.560618591e-1,-2.597968785e0,1.107738633e0,2.981707727e0
1.886174646e1,-1.789255591e0,-3.360889510e0,-7.338255644e-1,3.877565451e0
1.887179946e1,-2.447017651e0,-2.628331622e0,-3.062317815e0,4.719514053e0
1.888185146e1,-2.392204535e0,-8.430965763e-1,-4.093096565e0,4.815277133e0
1.889190346e1,-2.067411733e0,7.917931062e-1,-2.906050977e0,3.653253327e0
1.890195546e1,-1.780500555e0,1.979235136e0,-1.056348624e0,2.864162420e0
1.891200746e1,-1.471081690e0,2.510255288e0,3.118764496e-1,2.926214256e0
1.892205850e1,-1.222861319e0,2.476302261e0,5.553521339e-1,2.817069166e0
1.893211050e1,-1.212170928e0,2.316164566e0,7.250361029e-2,2.615192809e0
1.894216250e1,-1.371334331e0,2.487206733e0,-3.445711559e-1,2.861028567e0
1.895221450e1,-1.646933777e0,3.027192421e0,-3.315213400e-1,3.462107916e0
1.896226650e1,-1.735325259e0,3.421493561e0,7.108116545e-2,3.837059353e0
1.897231950e1,-1.550375489e0,3.166096537e0,3.924358054e-1,3.547088567e0
1.898237150e1,-1.227066564e0,1.885617705e0,4.677643152e-1,2.297835924e0
1.899242350e1,-9.471487290e-1,-1.529865503e-2,4.140142970e-1,1.033795242e0
1.900247550e1,-6.465874457e-1,-8.353671420e-1,-2.629680721e-1,1.088607273e0
1.901252850e1,-9.838174224e-2,-2.667827225e-1,-1.436145161e0,1.464023536e0
1.902258050e1,9.038833532e-1,6.026959062e-1,-2.489119357e0,2.715872355e0
1.903263250e1,1.905876553e0,1.060380279e0,-3.087138076e0,3.779840376e0
1.904268450e1,2.464765412e0,1.361532351e0,-3.314360291e0,4.349002531e0
1.905273650e1,2.474089674e0,1.696042787e0,-3.217574254e0,4.398916336e0
1.906278950e1,1.836904551e0,1.767466527e0,-2.779138330e0,3.771175694e0
1.907284150e1,5.727396702e-1,1.535894567e0,-2.073241553e0,2.642978129e0
1.908289350e1,-7.115918923e-1,1.106542878e0,-1.304618039e0,1.852789353e0
1.909294550e1,-1.710872496e0,6.328195918e-1,-6.970559335e-1,1.952801144e0
1.910299750e1,-2.507000143e0,1.887644935e-1,-3.868979806e-1,2.543692552e0
1.911305050e1,-3.109004031e0,-3.470743489e-1,-4.553636134e-1,3.161284974e0
1.912310250e1,-3.698640473e0,-9.725305420e-1,-1.169906230e0,3.999304639e0
1.913315450e1,-4.288997585e0,-1.828510873e0,-2.557380338e0,5.317814071e0
1.914320650e1,-4.756525746e0,-2.522418081e0,-3.750750567e0,6.561650704e0
1.915325950e1,-5.195646379e0,-2.852720861e0,-4.651440171e0,7.534497546e0
1.916331150e1,-5.334200247e0,-2.725414113e0,-5.044337980e0,7.831150619e0
1.917336350e1,-5.310927744e0,-2.468633053e0,-4.910689341e0,7.642968824e0
1.918341550e1,-5.107680282e0,-2.222657062e0,-4.515724249e0,7.170799661e0
1.919346750e1,-4.853491000e0,-2.147091156e0,-4.035339523e0,6.667108848e0
1.920352050e1,-4.723101307e0,-2.345409415e0,-3.473082376e0,6.314343392e0
1.921357250e1,-4.488806300e0,-2.634455996e0,-2.936141625e0,5.975840362e0
1.922362450e1,-4.061963065e0,-3.070675825e0,-2.745883168e0,5.785193889e0
1.923367650e1,-3.489760389e0,-3.629148654e0,-3.321319063e0,6.031609059e0
1.924372850e1,-2.800706955e0,-4.362000657e0,-4.434265518e0,6.821562861e0
1.925378150e1,-2.309655738e0,-5.080750346e0,-5.812660947e0,8.058260419e0
1.926383350e1,-2.284858281e0,-5.185390947e0,-6.527445053e0,8.643864620e0
1.927388550e1,-2.368304041e0,-4.699697827e0,-6.351122850e0,8.248198903e0
1.928393750e1,-2.742197961e0,-4.055201930e0,-5.425594566e0,7.307625384e0
1.929399050e1,-3.054153348e0,-3.312434219e0,-4.235793185e0,6.184013020e0
1.930404250e1,-2.617415163e0,-3.160128869e0,-3.238755793e0,5.227505685e0
1.931409450e1,-2.010027743e0,-4.101673261e0,-1.511782404e0,4.811384531e0
1.932414650e1,-1.275819040e0,-5.288427658e0,1.310200229e0,5.595695306e0
1.933419850e1,2.177188821e-1,-5.556642364e0,3.461920626e0,6.550463364e0
1.934425150e1,1.946633985e0,-5.205458592e0,4.534565440e0,7.172758657e0
1.935430350e1,2.890643271e0,-5.404306024e0,5.199521914e0,8.037248923e0
1.936435550e1,3.423796487e0,-5.702187747e0,5.058586475e0,8.356232681e0
1.937440750e1,3.861514958e0,-5.585679052e0,4.205611027e0,7.987382071e0
1.938445950e1,4.331883404e0,-5.589886124e0,3.161088982e0,7.746258726e0
1.939451250e1,5.179867083e0,-5.614605812e0,1.581358423e0,7.800994545e0
1.940456450e1,6.832577325e0,-5.850259128e0,1.704137088e0,9.154983778e0
1.941461650e1,5.306714240e0,-5.796976376e0,3.824315264e0,8.740225304e0
1.942466850e1,3.436534354e0,-3.389656057e0,2.013727423e0,5.230165837e0
1.943472150e1,2.602395712e0,-1.297380794e0,-2.253687651e0,3.678962951e0
1.944477350e1,1.770685419e0,-2.347388113e-1,-3.488376353e0,3.919081364e0
1.945482550e1,4.884244285e-1,4.666803145e-1,-1.102783556e0,1.293244181e0
1.946487750e1,-8.974019339e-1,1.065155700e0,2.157540861e0,2.568047792e0
1.947492950e1,-2.059877011e0,1.742804725e0,4.533195437e0,5.275445240e0
1.948498250e1,-2.775107844e0,2.156428574e0,5.462509793e0,6.495415382e0
1.949503450e1,-2.289475973e0,2.483983163e0,5.464737582e0,6.424580097e0
1.950508650e1,-1.292351311e0,2.643052572e0,5.455594876e0,6.198339637e0
1.951513850e1,-2.280414104e-1,2.870319811e0,5.219271469e0,5.960833278e0
1.952519050e1,2.771368258e-1,3.057747631e0,5.027255924e0,5.890664438e0
1.953524350e1,6.017064111e-1,3.118933480e0,5.254051877e0,6.139613814e0
1.954529550e1,1.022023129e0,3.337842125e0,5.622953882e0,6.618408546e0
1.955534750e1,1.353405890e0,3.610429378e0,6.069478844e0,7.190652352e0
1.956539950e1,1.551394074e0,4.058260024e0,6.607704520e0,7.908100721e0
1.957545250e1,1.375393614e0,4.662618293e0,7.049679764e0,8.563276342e0
1.958550450e1,1.832907102e0,5.286505678e0,7.083471408e0,9.026752346e0
1.959555650e1,2.362878556e0,5.894307958e0,7.177168946e0,9.583204863e0
1.960560850e1,3.161116756e0,6.478881589e0,7.023985929e0,1.006503572e1
1.961566050e1,4.200729772e0,7.023495347e0,6.593565368e0,1.050955383e1
1.962571350e1,4.742734503e0,7.579145141e0,6.003660831e0,1.076944358e1
1.963576550e1,4.596724851e0,8.173317561e0,5.288095536e0,1.076554475e1
1.964581750e1,4.117678552e0,8.557446300e0,4.535839840e0,1.052421051e1
1.965586950e1,3.579578299e0,8.629121470e0,3.866514035e0,1.011064038e1
1.966592150e1,2.868927297e0,8.358008884e0,2.953568082e0,9.317221730e0
1.967597450e1,2.471406679e0,7.595909109e0,4.104303923e-1,7.998383541e0
1.968602650e1,2.582772456e0,6.286574267e0,-5.014403744e0,8.446062662e0
1.969607850e1,2.914028333e0,4.317069483e0,-1.093738060e1,1.211424552e1
1.970613050e1,4.558029732e0,6.642653328e-1,-1.592521109e1,1.657797429e1
1.971618350e1,5.403313751e0,-6.157859509e0,-1.526127261e1,1.732112800e1
1.972623550e1,-5.226155104e-1,-1.589474125e1,-1.269747905e1,2.035047667e1
1.973628750e1,-6.890626143e0,-2.197323767e1,-8.450283794e0,2.452980225e1
1.974633950e1,-7.805896656e0,-2.057710032e1,-4.626706449e0,2.248900827e1
1.975639150e1,-7.577956987e0,-1.310505688e1,-1.828578993e0,1.524833266e1
1.976644450e1,-5.106123168e0,-5.290739062e0,-1.023084984e0,7.423686182e0
1.977649650e1,-1.958227552e0,-7.700174904e-1,-1.974079646e0,2.885233531e0
1.978654850e1,3.841167524e-2,2.308993540e0,-2.892598580e0,3.701358287e0
1.979660050e1,1.906881397e0,4.584451545e0,-1.946686902e0,5.333196277e0
1.980665250e1,3.463889383e0,6.614255156e0,1.240901661e0,7.568800292e0
1.981670550e1,5.284660882e0,7.758480999e0,4.932900574e0,1.060448849e1
1.982675750e1,7.255260850e0,7.125813435e0,7.025795642e0,1.236033299e1
1.983680950e1,9.171016858e0,4.732580228e0,5.784166296e0,1.183053023e1
1.984686150e1,1.057020703e1,-1.194722983e0,4.571702568e0,1.157830316e1
1.985691450e1,8.802140581e0,-5.859152158e0,6.919585648e0,1.263677207e1
1.986696650e1,4.368726709e0,-7.474234983e0,9.088267647e0,1.255175567e1
1.987701850e1,1.215692560e0,-7.595265330e0,7.671511853e0,1.086361164e1
1.988707050e1,-1.644912980e0,-6.029990843e0,6.193949693e0,8.799519366e0
1.989712250e1,-4.029098790e0,-4.183459436e0,5.443863022e0,7.960566218e0
1.990717550e1,-4.607234344e0,-2.534921182e0,5.837418058e0,7.856709444e0
1.991722750e1,-2.189477622e0,-7.313141853e-1,6.704984647e0,7.091223576e0
1.992727933e1,6.455057108e-1,7.027593076e-2,7.689670966e0,7.717036730e0
1.993733133e1,1.983910570e0,4.499391514e-1,8.437169659e0,8.678950296e0
1.994738333e1,1.807878681e0,5.390267444e-1,7.520059612e0,7.753081434e0
1.995743633e1,1.287189682e0,3.420036435e-2,5.367465641e0,5.519756730e0
1.996748833e1,4.532127151e-1,-9.608682704e-1,3.372969857e0,3.536325106e0
1.997754033e1,-5.693264312e-1,-2.024138829e0,1.439317861e0,2.548118225e0
1.998759233e1,-1.476433647e0,-2.713195771e0,-7.950646234e-1,3.189579182e0
1.999764533e1,-2.101084971e0,-2.769865816e0,-2.138116264e0,4.081452664e0
2.000769733e1,-2.441194116e0,-1.730011017e0,-2.324932466e0,3.789152650e0
2.001774933e1,-2.501169007e0,-3.246140242e-1,-1.518079855e0,2.943770900e0
2.002780133e1,-2.550959218e0,8.074788469e-1,-7.540101528e-2,2.676770504e0
2.003785333e1,-2.402807438e0,1.477744008e0,8.919693589e-1,2.958516566e0
2.004790633e1,-2.040010803e0,1.526575275e0,8.589226502e-1,2.688833254e0
2.005795833e1,-1.767025208e0,1.688096421e0,2.473300958e-1,2.456261344e0
2.006801033e1,-1.829718616e0,2.122014787e0,-3.476093692e-1,2.823410923e0
2.007806233e1,-2.136748601e0,2.948233375e0,-8.372171279e-1,3.736135321e0
2.008811433e1,-2.361742735e0,3.744907737e0,-1.154443268e0,4.575467404e0
2.009816733e1,-2.531842331e0,3.851229998e0,-1.507216898e0,4.849113410e0
2.010821933e1,-2.586857614e0,3.254040415e0,-1.889861760e0,4.566419692e0
2.011827133e1,-2.348066390e0,1.403474429e0,-2.062608245e0,3.426004818e0
2.012832333e1,-1.569440336e0,-2.942102569e-1,-2.087137899e0,2.627897877e0
2.013837633e1,-4.369314355e-1,-8.547003758e-1,-2.595430509e0,2.767251586e0
2.014842833e1,7.669672903e-1,-7.391699195e-1,-3.369580811e0,3.533933480e0
2.015848033e1,2.032734236e0,-2.290956634e-1,-3.624352183e0,4.161781114e0
2.016853233e1,3.082415280e0,4.330664259e-1,-3.230742184e0,4.486259639e0
2.017858433e1,3.508855349e0,9.877145916e-1,-2.655855635e0,4.510123627e0
2.018863733e1,3.058374160e0,1.287762124e0,-2.101484774e0,3.927877550e0
2.019868933e1,1.839148713e0,1.388545318e0,-1.456107556e0,2.725944845e0
2.020874133e1,7.069185052e-1,1.259228296e0,-6.971785788e-1,1.603573399e0
2.021879333e1,-1.730270780e-1,9.489148074e-1,6.644527361e-2,9.668467593e-1
2.022884533e1,-9.754496183e-1,7.182708013e-1,7.261202498e-1,1.412326279e0
2.023889833e1,-1.713125867e0,5.561327738e-1,1.181492634e0,2.154067952e0
2.024895033e1,-2.565198065e0,2.667043698e-1,1.616858185e0,3.043945256e0
2.025900233e1,-3.498416022e0,-1.537993133e-1,1.363517188e0,3.757891432e0
2.026905433e1,-4.391993365e0,-7.685153407e-1,-1.019155070e-1,4.459888824e0
2.027910733e1,-5.392244387e0,-1.646346132e0,-1.953745515e0,5.966898412e0
2.028915933e1,-6.385508571e0,-2.554097711e0,-4.100250049e0,8.006883619e0
2.029921133e1,-6.877074636e0,-2.772891750e0,-5.962622148e0,9.515037944e0
2.030926333e1,-6.573402999e0,-2.136624640e0,-6.628882551e0,9.576892800e0
2.031931533e1,-5.640702521e0,-1.651357781e0,-6.227759464e0,8.563264295e0
2.032936833e1,-4.494464065e0,-1.828709679e0,-5.192781243e0,7.106993975e0
2.033942033e1,-3.396965661e0,-2.481813846e0,-3.766785679e0,5.646897380e0
2.034947233e1,-2.498126408e0,-3.065576468e0,-2.106177749e0,4.480444101e0
2.035952433e1,-1.784743149e0,-3.478117998e0,-8.766638334e-1,4.006388946e0
2.036957633e1,-1.384425662e0,-3.637139459e0,-1.076142619e0,4.037759378e0
2.037962933e1,-1.234610641e0,-3.616766006e0,-2.434844332e0,4.531415529e0
2.038968133e1,-1.411918393e0,-3.483658819e0,-4.688124433e0,6.008985190e0
2.039973333e1,-1.956509932e0,-3.202600120e0,-6.458826224e0,7.470007686e0
2.040978533e1,-2.712059657e0,-3.113642335e0,-6.569036883e0,7.759012936e0
2.041983833e1,-3.690620432e0,-3.387438208e0,-5.500885069e0,7.440104390e0
2.042989033e1,-4.716046057e0,-3.571441314e0,-3.853842534e0,7.060338925e0
2.043994233e1,-5.330704781e0,-3.388286054e0,-2.359149933e0,6.742587356e0
2.044999433e1,-5.232304328e0,-3.347054413e0,-1.814565410e0,6.470890932e0
2.046004633e1,-4.568643013e0,-3.789779854e0,-1.775296679e0,6.195692747e0
2.047009933e1,-3.382593205e0,-4.627691120e0,-1.054474080e0,5.828325444e0
2.048015133e1,-1.417921144e0,-4.926247028e0,6.619152638e-1,5.168804694e0
2.049020333e1,9.270093103e-1,-4.499061146e0,2.230733821e0,5.106571339e0
2.050025533e1,2.537551845e0,-4.383810187e0,3.210150629e0,5.996834847e0
2.051030733e1,3.160029174e0,-4.667436399e0,3.930456262e0,6.871625233e0
2.052036033e1,3.486491503e0,-4.680772144e0,3.997216262e0,7.074106919e0
2.053041233e1,3.806328937e0,-4.405586972e0,3.366548445e0,6.725398499e0
2.054046433e1,4.208963236e0,-4.160971629e0,2.585287929e0,6.458542413e0
2.055051633e1,5.283049974e0,-4.161175112e0,1.642439607e0,6.922687571e0
2.056056933e1,7.041228783e0,-4.414097010e0,8.797440004e-1,8.356859739e0
2.057062133e1,7.212904204e0,-4.342478558e0,2.431927156e0,8.763411253e0
2.058067333e1,5.329546448e0,-2.908994465e0,3.086455121e0,6.811205426e0
2.059072533e1,4.037726064e0,-9.471530414e-1,5.462059557e-1,4.183141355e0
2.060077733e1,2.635150060e0,1.377346730e-1,-1.870420061e0,3.234417704e0
2.061083033e1,1.059678029e0,6.978634340e-1,-2.160419591e0,2.505462773e0
2.062088233e1,-5.766041681e-1,9.807300925e-1,1.231810994e-1,1.144324021e0
2.063093433e1,-1.875769824e0,1.291075156e0,2.862069390e0,3.657434714e0
2.064098633e1,-2.905094372e0,1.495797286e0,4.431722564e0,5.506100954e0
2.065103833e1,-3.350704537e0,1.418095976e0,4.840886157e0,6.055773764e0
2.066109133e1,-2.903161283e0,1.457921362e0,4.909940897e0,5.887393289e0
2.067114333e1,-2.025350810e0,1.384832920e0,4.532420681e0,5.153896133e0
2.068119533e1,-1.247491619e0,1.341196319e0,4.388775643e0,4.755669726e0
2.069124733e1,-4.300289436e-1,1.680271677e0,4.586013921e0,4.903035946e0
2.070130033e1,3.908758414e-1,2.252089022e0,5.012244952e0,5.508837295e0
2.071135233e1,1.017469683e0,2.818807011e0,5.680878739e0,6.422873249e0
2.072140433e1,1.430263886e0,3.430028157e0,6.218795097e0,7.244595255e0
2.073145633e1,1.394767340e0,4.044457086e0,6.618262253e0,7.880634765e0
2.074150833e1,1.437515456e0,4.871574976e0,6.835447723e0,8.515987260e0
2.075156133e1,1.746604831e0,5.721328023e0,6.909740106e0,9.139405403e0
2.076161333e1,2.318229802e0,6.454539630e0,6.727554899e0,9.607042530e0
2.077166533e1,3.072576755e0,7.003912438e0,6.504912223e0,1.004038846e1
2.078171733e1,3.745537482e0,7.482532766e0,6.093294554e0,1.035111521e1
2.079176933e1,4.077372525e0,8.032811308e0,5.457659528e0,1.053266689e1
2.080182233e1,3.996179258e0,8.487393149e0,4.781112118e0,1.052921290e1
2.081187433e1,3.775248939e0,8.712432014e0,4.144875998e0,1.036045236e1
2.082192633e1,3.237748610e0,8.521466044e0,3.166284817e0,9.650065240e0
2.083197833e1,2.374917096e0,7.593921055e0,5.331096545e-1,7.974463876e0
2.084203033e1,2.003461905e0,5.908123759e0,-5.435362340e0,8.274234087e0
2.085208333e1,2.329152401e0,3.457061589e0,-1.238309415e1,1.306588100e1
2.086213533e1,3.542617172e0,-8.683366674e-1,-1.745014505e1,1.782727425e1
2.087218733e1,4.755240820e0,-7.485522448e0,-1.388486612e1,1.647528053e1
2.088223933e1,6.647231698e-1,-1.642974511e1,-9.957563843e0,1.922320106e1
2.089229233e1,-4.346485655e0,-2.175730233e1,-7.441167809e0,2.340177602e1
2.090234433e1,-4.554885976e0,-1.906244811e1,-4.345265926e0,2.007499066e1
2.091239633e1,-3.886871116e0,-1.103715866e1,-2.606434969e0,1.198833356e1
2.092244858e1,-2.437475287e0,-4.497635010e0,-1.316121412e0,5.282251606e0
2.093250058e1,-4.172771164e-1,-5.255892581e-1,-5.163474414e-1,8.467460896e-1
2.094255358e1,1.346017349e0,2.729465064e0,-8.285878801e-1,3.154092597e0
2.095260558e1,2.347603582e0,5.987745879e0,-8.654729936e-1,6.489482784e0
2.096265758e1,2.233725842e0,9.375634907e0,2.465358612e-1,9.641205370e0
2.097270958e1,2.223460762e0,1.249293058e1,4.174254164e-1,1.269611501e1
2.098276158e1,1.941179118e0,1.458863699e1,2.910750091e0,1.500229888e1
2.099281458e1,9.317177808e-1,1.463340795e1,7.973015342e0,1.669052725e1
2.100286658e1,1.253905284e0,1.213018920e1,9.082055565e0,1.520518010e1
2.101291858e1,2.582083947e0,7.712643507e0,9.745643206e0,1.269368303e1
2.102297058e1,6.546008794e0,-2.096080046e0,6.278789284e0,9.309510060e0
2.103302358e1,1.035143697e1,-1.414873225e1,1.199911334e1,2.124423669e1
2.104307558e1,1.063639400e1,-2.603037035e1,4.290996748e0,2.844513510e1
2.105312758e1,4.707386330e0,-3.239690997e1,-5.359561375e0,3.317294319e1
2.106317958e1,-5.214578494e0,-2.240167485e1,-2.882740467e0,2.318053187e1
2.107323158e1,-7.336680404e0,-7.009985940e0,2.320079277e0,1.040910900e1
2.108328458e1,-4.879235414e0,1.683167219e0,7.318414872e0,8.955399843e0
2.109333658e1,-2.169471666e0,5.341480615e0,1.152992808e1,1.289097607e1
2.110338858e1,-2.703354907e-1,6.358523086e0,1.159892756e1,1.323023120e1
2.111344058e1,1.039500165e0,6.055514524e0,9.568284291e0,1.137109850e1
2.112349258e1,2.187234922e0,5.098079154e0,7.140507488e0,9.042193033e0
2.113354558e1,2.367060485e0,3.494430560e0,4.577665851e0,6.226479336e0
2.114359758e1,2.005885283e0,1.570089669e0,2.425773547e0,3.517546679e0
2.115364958e1,1.105262337e0,-5.076219338e-1,9.079708493e-1,1.517793110e0
2.116370158e1,2.160540336e-1,-2.598822479e0,9.079205632e-2,2.609367896e0
2.117375458e1,-4.573030983e-1,-3.441404500e0,-5.600111862e-2,3.472107023e0
2.118380658e1,-1.244470509e0,-2.762367346e0,-1.127474155e0,3.232735401e0
2.119385858e1,-2.012042986e0,-1.353378409e0,-2.604638704e0,3.558664479e0
2.120391058e1,-1.992776995e0,5.751859260e-1,-2.442674339e0,3.204474516e0
2.121396258e1,-1.655074271e0,2.390612485e0,-1.238587625e0,3.160442722e0
2.122401558e1,-1.345052558e0,3.362800380e0,-1.105895591e-1,3.623509739e0
2.123406758e1,-1.397383676e0,3.367496864e0,7.562519753e-1,3.723524314e0
2.124411958e1,-1.606893506e0,2.939470153e0,9.980589008e-1,3.495527584e0
2.125417158e1,-1.539704613e0,2.655117132e0,7.360755730e-1,3.156286509e0
2.126422358e1,-1.178691452e0,2.771514730e0,5.946804699e-1,3.069894510e0
2.127427658e1,-6.816719822e-1,2.907106399e0,8.167424445e-1,3.095644121e0
2.128432858e1,-2.822225878e-1,1.986157655e0,5.080411792e-1,2.069438972e0
2.129438058e1,-2.708918533e-1,-1.460038054e-1,-6.923582804e-1,7.576671405e-1
2.130443258e1,-1.631563567e-1,-1.353028745e0,-2.225626279e0,2.609735449e0
2.131448558e1,3.135434908e-1,-1.059109679e0,-3.755063181e0,3.914143882e0
2.132453758e1,1.105269646e0,1.138183916e-1,-4.590106972e0,4.722674839e0
2.133458958e1,1.556672356e0,9.467180085e-1,-4.629455225e0,4.975073818e0
2.134464158e1,1.295427239e0,1.352155756e0,-4.008510743e0,4.424320886e0
2.135469358e1,5.083565634e-1,1.486611895e0,-3.051207520e0,3.431954058e0
2.136474658e1,-3.517436430e-1,1.367632751e0,-2.053661420e0,2.492321841e0
2.137479858e1,-1.082029595e0,1.299039649e0,-1.084255046e0,2.008457383e0
2.138485058e1,-1.672407757e0,1.268150563e0,-2.769919610e-1,2.117044662e0
2.139490258e1,-2.169770166e0,1.178917374e0,3.040422039e-1,2.488009327e0
2.140495458e1,-2.648011303e0,1.115592613e0,6.670222950e-1,2.949818551e0
2.141500758e1,-3.082740385e0,8.195457458e-1,5.449771634e-1,3.236038260e0
2.142505958e1,-3.442320174e0,2.845962650e-1,-1.513504994e-1,3.457379092e0
2.143511158e1,-3.857818640e0,-3.927855420e-1,-1.311707349e0,4.093607372e0
2.144516358e1,-4.349964749e0,-1.193240129e0,-2.661556671e0,5.237356130e0
2.145521558e1,-4.873537887e0,-1.959641116e0,-3.927225383e0,6.558556552e0
2.146526858e1,-5.067395305e0,-2.283223692e0,-4.886391821e0,7.400569615e0
2.147532058e1,-4.726852881e0,-2.199482208e0,-5.295762405e0,7.431417065e0
2.148537258e1,-4.208964990e0,-2.130386245e0,-5.041212058e0,6.904183577e0
2.149542458e1,-3.582040854e0,-2.039042212e0,-4.304702622e0,5.959796513e0
2.150547758e1,-3.001885672e0,-2.015037637e0,-3.504750896e0,5.035372191e0
