"Time (s)","X (µT)","Y (µT)","Z (µT)"
7.960276250E0,-6.734786987E0,1.681841660E1,-2.676156616E1
7.970272250E0,-6.713836670E0,1.703526306E1,-2.668487549E1
7.980268250E0,-6.730552673E0,1.724746704E1,-2.664616394E1
7.990263250E0,-6.613800049E0,1.745553589E1,-2.676156616E1
8.000259250E0,-6.492797852E0,1.749746323E1,-2.676783752E1
8.010255250E0,-6.439125061E0,1.781753159E1,-2.660607910E1
8.020250250E0,-6.443061829E0,1.783013916E1,-2.655056763E1
8.030246250E0,-6.665916443E0,1.799385452E1,-2.649082947E1
8.040242250E0,-6.744865417E0,1.818861389E1,-2.647434998E1
8.050237250E0,-6.473487854E0,1.801644516E1,-2.638165283E1
8.060233250E0,-6.545616150E0,1.835105133E1,-2.616105652E1
8.070229250E0,-6.451972961E0,1.832637405E1,-2.624380493E1
8.080224250E0,-6.437667847E0,1.835821152E1,-2.606828308E1
8.090220250E0,-6.412940979E0,1.841474533E1,-2.592622375E1
8.100216250E0,-6.317474365E0,1.850449753E1,-2.607748413E1
8.110211250E0,-6.454216003E0,1.865616608E1,-2.599000549E1
8.120207250E0,-6.258049011E0,1.848513794E1,-2.588726807E1
8.130203250E0,-6.450996399E0,1.859197998E1,-2.568339539E1
8.140198250E0,-6.441970825E0,1.859688950E1,-2.553671265E1
8.150194250E0,-6.430397034E0,1.857200241E1,-2.540817261E1
8.160190250E0,-6.653839111E0,1.889805222E1,-2.530403137E1
8.170185250E0,-6.442199707E0,1.881117249E1,-2.523901367E1
8.180181250E0,-6.513450623E0,1.900989532E1,-2.516911316E1
8.190177250E0,-6.536781311E0,1.909671402E1,-2.526565552E1
8.200172250E0,-6.416259766E0,1.900787354E1,-2.500643921E1
8.210168250E0,-6.492477417E0,1.916948318E1,-2.510348511E1
8.220164250E0,-6.426269531E0,1.908922195E1,-2.489201355E1
8.230159250E0,-6.273269653E0,1.911792374E1,-2.486843872E1
8.240155250E0,-6.333915710E0,1.886044312E1,-2.491529846E1
8.250151250E0,-5.992591858E0,1.859008408E1,-2.474267578E1
8.260146250E0,-6.166770935E0,1.860910034E1,-2.484445190E1
8.270142250E0,-6.067550659E0,1.851554871E1,-2.472048950E1
8.280138250E0,-6.120719910E0,1.841887283E1,-2.463427734E1
8.290133250E0,-6.216262817E0,1.818005753E1,-2.458964539E1
8.300129250E0,-5.928909302E0,1.791909409E1,-2.427862549E1
8.310125250E0,-6.183906555E0,1.787284470E1,-2.443835449E1
8.320120250E0,-6.254615784E0,1.748365784E1,-2.438800049E1
8.330116250E0,-6.535522461E0,1.720968628E1,-2.447967529E1
8.340112250E0,-6.838417053E0,1.689720154E1,-2.419215393E1
8.350107250E0,-6.706794739E0,1.654587936E1,-2.391293335E1
8.360103250E0,-7.197166443E0,1.630520248E1,-2.397979736E1
8.370099250E0,-7.445938110E0,1.599955368E1,-2.376261902E1
8.380094250E0,-7.648132324E0,1.577856064E1,-2.373840332E1
8.390090250E0,-7.785545349E0,1.542435837E1,-2.336502075E1
8.400086250E0,-7.571334839E0,1.524219131E1,-2.313232422E1
8.410081250E0,-7.847213745E0,1.530155945E1,-2.322991943E1
8.420077250E0,-7.811401367E0,1.507424164E1,-2.294244385E1
8.430073250E0,-7.999732971E0,1.512525558E1,-2.275053406E1
8.440068250E0,-8.011177063E0,1.496364403E1,-2.259825134E1
8.450064250E0,-7.806915283E0,1.475604820E1,-2.202857971E1
8.460060250E0,-8.079605103E0,1.480263138E1,-2.210342407E1
8.470055250E0,-8.001762390E0,1.472796059E1,-2.167619324E1
8.480051250E0,-8.126449585E0,1.473250389E1,-2.152511597E1
8.490047250E0,-8.306076050E0,1.471351433E1,-2.114434814E1
8.500042250E0,-8.033409119E0,1.440393448E1,-2.087339783E1
8.510038250E0,-8.295310974E0,1.456093407E1,-2.081654358E1
8.520034250E0,-8.367416382E0,1.441028595E1,-2.062155151E1
8.530029250E0,-8.464416504E0,1.437488747E1,-2.034922791E1
8.540025250E0,-8.522109985E0,1.453282166E1,-2.012413025E1
8.550021250E0,-8.325225830E0,1.436546516E1,-1.992063904E1
8.560017250E0,-8.409835815E0,1.435964203E1,-1.986022949E1
8.570012250E0,-8.289794922E0,1.427009010E1,-1.964317322E1
8.580008250E0,-8.134544373E0,1.434122086E1,-1.929324341E1
8.590004250E0,-8.063606262E0,1.440810776E1,-1.933442688E1
8.599999250E0,-8.035194397E0,1.444263458E1,-1.922177124E1
8.609995250E0,-8.085853577E0,1.455423164E1,-1.929397583E1
8.619991250E0,-8.025917053E0,1.437780380E1,-1.922161865E1
8.629986250E0,-7.706413269E0,1.427627373E1,-1.912602234E1
8.639982250E0,-7.686149597E0,1.429710007E1,-1.898709106E1
8.649978250E0,-7.524208069E0,1.412279320E1,-1.879963684E1
8.659973250E0,-7.543830872E0,1.432297516E1,-1.870446777E1
8.669969250E0,-7.457847595E0,1.429050255E1,-1.882502747E1
8.679965250E0,-7.300781250E0,1.434520721E1,-1.879602051E1
8.689960250E0,-7.212417603E0,1.455978584E1,-1.854762268E1
8.699956250E0,-7.032608032E0,1.446478081E1,-1.823368835E1
8.709952250E0,-7.154220581E0,1.477931213E1,-1.824000549E1
8.719947250E0,-7.097534180E0,1.495057106E1,-1.807391357E1
8.729943250E0,-6.915344238E0,1.531575775E1,-1.794645691E1
8.739939250E0,-6.816268921E0,1.576338196E1,-1.765274048E1
8.749934250E0,-6.473999023E0,1.583549118E1,-1.769126892E1
8.759930458E0,-6.393440247E0,1.613287735E1,-1.747766113E1
8.769926458E0,-6.231361389E0,1.643068314E1,-1.732299805E1
8.779921458E0,-5.895950317E0,1.655538177E1,-1.753948975E1
8.789917458E0,-5.762504578E0,1.672832489E1,-1.754980469E1
8.799913458E0,-5.437889099E0,1.662410355E1,-1.753779602E1
8.809908458E0,-5.474166870E0,1.669369888E1,-1.757257080E1
8.819904458E0,-5.427314758E0,1.655560684E1,-1.779846191E1
8.829900458E0,-5.282745361E0,1.653557968E1,-1.801228333E1
8.839895458E0,-5.472167969E0,1.660647964E1,-1.798338318E1
8.849891458E0,-5.208175659E0,1.645610809E1,-1.791687012E1
8.859887458E0,-5.294174194E0,1.660383606E1,-1.815597534E1
8.869882458E0,-5.200492859E0,1.653220367E1,-1.819592285E1
8.879878458E0,-4.937484741E0,1.648473358E1,-1.809008789E1
8.889874458E0,-4.900688171E0,1.661244202E1,-1.830172729E1
8.899869458E0,-4.664382935E0,1.640217590E1,-1.825984192E1
8.909865458E0,-4.566894531E0,1.662053680E1,-1.819357300E1
8.919861458E0,-4.672554016E0,1.676954269E1,-1.827235413E1
8.929856458E0,-4.408905029E0,1.669103622E1,-1.801509094E1
8.939852458E0,-4.600875854E0,1.695183182E1,-1.813108826E1
8.949848458E0,-4.276039124E0,1.683796310E1,-1.822004700E1
8.959843458E0,-4.315353394E0,1.704477692E1,-1.824510193E1
8.969839458E0,-4.291099548E0,1.687201309E1,-1.809902954E1
8.979835458E0,-3.878677368E0,1.661159515E1,-1.812181091E1
8.989830458E0,-4.080001831E0,1.677721405E1,-1.853071594E1
8.999826458E0,-4.035179138E0,1.668546677E1,-1.825987244E1
9.009822458E0,-4.024726868E0,1.673023224E1,-1.822654724E1
9.019817458E0,-4.117431641E0,1.676694489E1,-1.832205200E1
9.029813458E0,-3.656188965E0,1.651029205E1,-1.813122559E1
9.039809458E0,-3.980583191E0,1.668834686E1,-1.840187073E1
9.049804458E0,-3.963256836E0,1.668747711E1,-1.832905579E1
9.059800458E0,-3.987892151E0,1.678369522E1,-1.833802795E1
9.069796458E0,-3.935813904E0,1.693819427E1,-1.840078735E1
9.079791458E0,-3.649940491E0,1.685763550E1,-1.811218262E1
9.089787458E0,-3.663887024E0,1.681293106E1,-1.829864502E1
9.099783458E0,-3.540901184E0,1.663400269E1,-1.843945312E1
9.109779458E0,-3.384925842E0,1.665736008E1,-1.851416016E1
9.119774458E0,-3.307167053E0,1.671800995E1,-1.874050903E1
9.129770458E0,-2.969856262E0,1.655731964E1,-1.846540833E1
9.139766458E0,-3.129913330E0,1.675581741E1,-1.864627075E1
9.149761458E0,-2.880332947E0,1.632956314E1,-1.868730164E1
9.159757458E0,-2.766853333E0,1.626776123E1,-1.878587341E1
9.169753458E0,-2.760963440E0,1.622696686E1,-1.879908752E1
9.179748458E0,-2.414154053E0,1.585583496E1,-1.874314880E1
9.189744458E0,-2.498664856E0,1.580252838E1,-1.897184753E1
9.199740458E0,-2.245559692E0,1.549678421E1,-1.898249817E1
9.209735458E0,-2.184280396E0,1.517649078E1,-1.921275330E1
9.219731458E0,-2.209640503E0,1.522113037E1,-1.914921570E1
9.229727458E0,-2.180015564E0,1.487361717E1,-1.916343689E1
9.239722458E0,-2.416923523E0,1.464917755E1,-1.946481323E1
9.249718458E0,-2.548530579E0,1.429992294E1,-1.923597717E1
9.259714458E0,-2.662162781E0,1.409765053E1,-1.933265686E1
9.269709458E0,-2.801071167E0,1.387722588E1,-1.924803162E1
9.279705458E0,-2.846054077E0,1.321657753E1,-1.927500916E1
9.289701458E0,-3.070114136E0,1.292577744E1,-1.928375244E1
9.299696458E0,-3.212699890E0,1.251115608E1,-1.940388489E1
9.309692458E0,-3.190467834E0,1.209619141E1,-1.932048035E1
9.319688458E0,-3.380531311E0,1.191368484E1,-1.907934570E1
9.329683458E0,-3.338562012E0,1.150306320E1,-1.877647400E1
9.339679458E0,-3.506217957E0,1.150322723E1,-1.883522034E1
9.349675458E0,-3.554374695E0,1.136143112E1,-1.883746338E1
9.359670458E0,-3.431739807E0,1.127782631E1,-1.857612610E1
9.369666458E0,-3.540390015E0,1.151171303E1,-1.841535950E1
9.379662458E0,-3.479835510E0,1.145151329E1,-1.837252808E1
9.389657458E0,-3.742019653E0,1.171446228E1,-1.827381897E1
9.399653458E0,-3.746078491E0,1.159891319E1,-1.810092163E1
9.409649458E0,-3.634399414E0,1.173191833E1,-1.793856812E1
9.419644458E0,-3.599525452E0,1.182870865E1,-1.766143799E1
9.429640458E0,-3.595283508E0,1.177367592E1,-1.738784790E1
9.439636458E0,-3.732696533E0,1.184617043E1,-1.746250916E1
9.449631458E0,-3.788291931E0,1.191655731E1,-1.732928467E1
9.459627458E0,-3.540634155E0,1.178489113E1,-1.705874634E1
9.469623458E0,-3.618934631E0,1.201659584E1,-1.721240234E1
9.479618458E0,-3.325035095E0,1.201075745E1,-1.699798584E1
9.489614458E0,-3.335914612E0,1.230782318E1,-1.702397156E1
9.499610458E0,-3.509429932E0,1.245034599E1,-1.695967102E1
9.509605458E0,-3.181930542E0,1.233847809E1,-1.712496948E1
9.519601458E0,-3.247840881E0,1.275764465E1,-1.724293518E1
9.529597458E0,-3.164054871E0,1.288086128E1,-1.736933899E1
9.539592458E0,-3.171188354E0,1.311873817E1,-1.749290466E1
9.549588458E0,-3.189788818E0,1.332184219E1,-1.776892090E1
9.559584458E0,-2.931098938E0,1.346686745E1,-1.795413208E1
9.569579458E0,-3.063209534E0,1.378371620E1,-1.811903381E1
9.579575458E0,-2.917663574E0,1.399912262E1,-1.823672485E1
9.589571458E0,-2.990661621E0,1.431824303E1,-1.854899597E1
9.599566458E0,-3.085891724E0,1.468367004E1,-1.874362183E1
9.609562458E0,-2.788864136E0,1.483550835E1,-1.902716064E1
9.619558458E0,-2.978713989E0,1.519335556E1,-1.933135986E1
9.629553458E0,-2.919647217E0,1.520328903E1,-1.953033447E1
9.639549458E0,-3.055168152E0,1.552730942E1,-1.995466614E1
9.649545458E0,-3.235778809E0,1.593465042E1,-2.016377258E1
9.659540458E0,-3.235778809E0,1.593465042E1,-2.016377258E1
9.669536458E0,-2.951896667E0,1.626251602E1,-2.026051331E1
9.679532458E0,-3.303977966E0,1.683227158E1,-2.083192444E1
9.689528458E0,-3.332267761E0,1.702655411E1,-2.110652161E1
9.699523458E0,-3.494613647E0,1.763300705E1,-2.136048889E1
9.709519458E0,-3.535873413E0,1.790338516E1,-2.159877014E1
9.719515458E0,-3.453399658E0,1.800233459E1,-2.151165771E1
9.729510458E0,-3.863632202E0,1.828328705E1,-2.238409424E1
9.739506458E0,-4.090293884E0,1.815803909E1,-2.306594849E1
9.749502458E0,-4.498558044E0,1.823441315E1,-2.349877930E1
9.759497458E0,-4.985908508E0,1.821026993E1,-2.366943359E1
9.769493458E0,-5.065467834E0,1.807257080E1,-2.399981689E1
9.779489458E0,-5.691169739E0,1.818722916E1,-2.431698608E1
9.789484458E0,-5.911834717E0,1.805188751E1,-2.453579712E1
9.799480458E0,-6.363464355E0,1.806398392E1,-2.490861511E1
9.809476458E0,-6.801948547E0,1.808970642E1,-2.508030701E1
9.819471458E0,-6.763092041E0,1.788497543E1,-2.549124146E1
9.829467458E0,-7.310668945E0,1.806513214E1,-2.585083008E1
9.839463458E0,-7.530868530E0,1.813502884E1,-2.615982056E1
9.849458458E0,-7.746696472E0,1.807001877E1,-2.635040283E1
9.859454458E0,-8.096595764E0,1.808784485E1,-2.652543640E1
9.869450458E0,-8.111907959E0,1.795320511E1,-2.665254211E1
9.879445458E0,-8.483619690E0,1.818468475E1,-2.682144165E1
9.889441458E0,-8.595947266E0,1.795775604E1,-2.677767944E1
9.899437458E0,-8.865165710E0,1.794501877E1,-2.692831421E1
9.909432458E0,-9.390777588E0,1.797872925E1,-2.734649658E1
9.919428458E0,-9.453514099E0,1.760752869E1,-2.743067932E1
9.929424458E0,-9.917915344E0,1.763750076E1,-2.776039124E1
9.939419458E0,-1.014569092E1,1.728722382E1,-2.777671814E1
9.949415458E0,-1.030339050E1,1.706201935E1,-2.803826904E1
9.959411458E0,-1.068466187E1,1.708991241E1,-2.788269043E1
9.969406458E0,-1.073278809E1,1.671461105E1,-2.799578857E1
9.979402458E0,-1.107408905E1,1.672546005E1,-2.819265747E1
9.989398458E0,-1.148821259E1,1.666265869E1,-2.830931091E1
9.999393458E0,-1.151503754E1,1.633787155E1,-2.839486694E1
1.000938946E1,-1.196472931E1,1.637915421E1,-2.821502686E1
1.001938546E1,-1.210988617E1,1.613873672E1,-2.822898865E1
1.002938046E1,-1.255466461E1,1.636674500E1,-2.831576538E1
1.003937646E1,-1.269622803E1,1.611972427E1,-2.786338806E1
1.004937246E1,-1.283013153E1,1.597142410E1,-2.792147827E1
1.005936746E1,-1.311256409E1,1.604275513E1,-2.801712036E1
1.006936346E1,-1.327584839E1,1.578186035E1,-2.796176147E1
1.007935946E1,-1.352131653E1,1.572096634E1,-2.801060486E1
1.008935546E1,-1.384534454E1,1.551281357E1,-2.791387939E1
1.009935046E1,-1.401675415E1,1.549298096E1,-2.794110107E1
1.010934646E1,-1.440141296E1,1.555924988E1,-2.771972656E1
1.011934246E1,-1.457702637E1,1.516870499E1,-2.763673401E1
1.012933746E1,-1.486296082E1,1.515969467E1,-2.732145691E1
1.013933346E1,-1.520545197E1,1.511105347E1,-2.713226318E1
1.014932946E1,-1.529849243E1,1.487050629E1,-2.710026550E1
1.015932446E1,-1.556278229E1,1.476712418E1,-2.686793518E1
1.016932046E1,-1.561080933E1,1.465865707E1,-2.673774719E1
1.017931646E1,-1.596120453E1,1.456341553E1,-2.657588196E1
1.018931146E1,-1.614191437E1,1.440281677E1,-2.622769165E1
1.019930746E1,-1.605529785E1,1.442371750E1,-2.604017639E1
1.020930346E1,-1.632283020E1,1.463920975E1,-2.583294678E1
1.021929846E1,-1.612289429E1,1.462156487E1,-2.568394470E1
1.022929446E1,-1.617069244E1,1.484203339E1,-2.534072876E1
1.023929046E1,-1.634962463E1,1.490576363E1,-2.513059998E1
1.024928546E1,-1.624221039E1,1.493758965E1,-2.483355713E1
1.025928146E1,-1.644909668E1,1.492348480E1,-2.456678772E1
1.026927746E1,-1.633963013E1,1.481966591E1,-2.433573914E1
1.027927246E1,-1.650354767E1,1.482679558E1,-2.405690002E1
1.028926846E1,-1.667792511E1,1.479037857E1,-2.392945862E1
1.029926446E1,-1.660478210E1,1.458349228E1,-2.379182434E1
1.030925946E1,-1.687927246E1,1.434380913E1,-2.345237732E1
1.031925546E1,-1.700729370E1,1.409371185E1,-2.323939514E1
1.032925146E1,-1.728965759E1,1.380219269E1,-2.283332825E1
1.033924646E1,-1.762196350E1,1.366700172E1,-2.243817139E1
1.034924246E1,-1.758116913E1,1.333488464E1,-2.184518433E1
1.035923846E1,-1.804821777E1,1.314442062E1,-2.156141663E1
1.036923346E1,-1.820977783E1,1.286734009E1,-2.118655396E1
1.037922946E1,-1.846784210E1,1.265971565E1,-2.069572449E1
1.038922546E1,-1.878014374E1,1.232078171E1,-2.033900452E1
1.039922046E1,-1.874410248E1,1.224820137E1,-1.972409058E1
1.040921646E1,-1.917297363E1,1.216621780E1,-1.953689575E1
1.041921246E1,-1.923152542E1,1.168021011E1,-1.912664795E1
1.042920746E1,-1.950711823E1,1.157959175E1,-1.876142883E1
1.043920346E1,-1.982550049E1,1.155127144E1,-1.836557007E1
1.044919946E1,-1.963664246E1,1.122270775E1,-1.780325317E1
1.045919446E1,-1.993595886E1,1.113587570E1,-1.753414917E1
1.046919046E1,-2.004115677E1,1.103031731E1,-1.713444519E1
1.047918646E1,-2.007963181E1,1.085752678E1,-1.669419861E1
1.048918246E1,-2.019004059E1,1.064731598E1,-1.648498535E1
1.049917746E1,-2.015907669E1,1.046142960E1,-1.609126282E1
1.050917346E1,-2.032527924E1,1.043434143E1,-1.577186584E1
1.051916946E1,-2.034946442E1,1.025531578E1,-1.536238098E1
1.052916446E1,-2.041870880E1,1.013526535E1,-1.528398132E1
1.053916046E1,-2.056026077E1,1.013432693E1,-1.494885254E1
1.054915646E1,-2.035343170E1,9.940683365E0,-1.465132141E1
1.055915146E1,-2.063894653E1,1.007307434E1,-1.462307739E1
1.056914746E1,-2.062779999E1,9.900117874E0,-1.436952209E1
1.057914346E1,-2.053947449E1,9.693735123E0,-1.425025940E1
1.058913846E1,-2.066266251E1,9.679239273E0,-1.417269897E1
1.059913446E1,-2.061206436E1,9.457099915E0,-1.386965942E1
1.060913046E1,-2.080610275E1,9.500308990E0,-1.373942566E1
1.061912546E1,-2.084381104E1,9.363821030E0,-1.346269226E1
1.062912146E1,-2.070705414E1,9.259696960E0,-1.346714783E1
1.063911746E1,-2.080711746E1,9.202674866E0,-1.323530579E1
1.064911246E1,-2.089437866E1,9.041982651E0,-1.329376221E1
1.065910846E1,-2.096915436E1,9.013801575E0,-1.331019592E1
1.066910446E1,-2.098616791E1,8.931955338E0,-1.314151001E1
1.067909946E1,-2.091051483E1,8.874113083E0,-1.324626160E1
1.068909546E1,-2.103314972E1,9.001184464E0,-1.311311340E1
1.069909146E1,-2.101269913E1,8.628196716E0,-1.311563110E1
1.070908646E1,-2.119320297E1,8.707199097E0,-1.332937622E1
1.071908246E1,-2.122724152E1,8.556610107E0,-1.323193359E1
1.072907846E1,-2.125795364E1,8.584247589E0,-1.318557739E1
1.073907346E1,-2.130287933E1,8.662073135E0,-1.315173340E1
1.074906946E1,-2.138678360E1,8.452180862E0,-1.338771057E1
1.075906925E1,-2.142311096E1,8.543685913E0,-1.352476501E1
1.076906425E1,-2.162721634E1,8.465513229E0,-1.359803772E1
1.077906025E1,-2.151239777E1,8.459987640E0,-1.368675232E1
1.078905625E1,-2.161208725E1,8.584266663E0,-1.349316406E1
1.079905125E1,-2.165359116E1,8.367128372E0,-1.379479980E1
1.080904725E1,-2.177805710E1,8.529281616E0,-1.393692017E1
1.081904325E1,-2.191199875E1,8.621540070E0,-1.384823608E1
1.082903825E1,-2.171373367E1,8.548452377E0,-1.409516907E1
1.083903425E1,-2.188598633E1,8.686019897E0,-1.408374023E1
1.084903025E1,-2.182976913E1,8.716604233E0,-1.431694031E1
1.085902525E1,-2.190775681E1,8.882749557E0,-1.458139038E1
1.086902125E1,-2.196387863E1,8.804611206E0,-1.486006165E1
1.087901725E1,-2.182291412E1,8.798637390E0,-1.505903625E1
1.088901325E1,-2.192192841E1,8.734094620E0,-1.509280396E1
1.089900825E1,-2.188520050E1,8.523296356E0,-1.551144409E1
1.090900425E1,-2.201791000E1,8.342592239E0,-1.558045959E1
1.091899925E1,-2.230601883E1,8.305660248E0,-1.555369568E1
1.092899525E1,-2.230315781E1,8.141876221E0,-1.571922302E1
1.093899125E1,-2.257681274E1,7.934949875E0,-1.552728271E1
1.094898725E1,-2.266158676E1,7.584064484E0,-1.554989624E1
1.095898225E1,-2.299926376E1,7.611698151E0,-1.562089539E1
1.096897825E1,-2.315168762E1,7.344764709E0,-1.558543396E1
1.097897425E1,-2.306436920E1,7.206407547E0,-1.565495300E1
1.098896925E1,-2.344368362E1,7.081710815E0,-1.567506409E1
1.099896525E1,-2.354897690E1,7.038885117E0,-1.566343689E1
1.100896125E1,-2.373360062E1,6.891578674E0,-1.582032776E1
1.101895625E1,-2.386997223E1,6.805181503E0,-1.587617493E1
1.102895225E1,-2.366618729E1,6.619592667E0,-1.608245850E1
1.103894825E1,-2.390325928E1,6.485393524E0,-1.611857605E1
1.104894325E1,-2.395796967E1,6.190301895E0,-1.604714966E1
1.105893925E1,-2.416178894E1,6.257381439E0,-1.610690308E1
1.106893525E1,-2.438394165E1,6.098575592E0,-1.612857056E1
1.107893025E1,-2.410551834E1,5.887117386E0,-1.599337769E1
1.108892625E1,-2.442805099E1,5.886785507E0,-1.602128601E1
1.109892225E1,-2.457117462E1,5.508571625E0,-1.598161316E1
1.110891725E1,-2.474979782E1,5.375690460E0,-1.610171509E1
1.111891325E1,-2.501736069E1,5.184654236E0,-1.590551758E1
1.112890925E1,-2.487343597E1,4.835226059E0,-1.585847473E1
1.113890425E1,-2.525910187E1,4.863262177E0,-1.587095642E1
1.114890025E1,-2.530837250E1,4.524364471E0,-1.551528931E1
1.115889625E1,-2.545964050E1,4.444524765E0,-1.555441284E1
1.116889125E1,-2.572422409E1,4.315610886E0,-1.516777039E1
1.117888725E1,-2.550011063E1,4.053897858E0,-1.488154602E1
1.118888325E1,-2.586008453E1,3.942134857E0,-1.469013977E1
1.119887825E1,-2.596971893E1,3.759510040E0,-1.452351379E1
1.120887425E1,-2.616052628E1,3.692829132E0,-1.430931091E1
1.121887025E1,-2.637745667E1,3.541168213E0,-1.397616577E1
1.122886525E1,-2.635604858E1,3.359184265E0,-1.385137939E1
1.123886125E1,-2.667174911E1,3.395853043E0,-1.355014038E1
1.124885725E1,-2.660977173E1,2.973306656E0,-1.342759705E1
1.125885325E1,-2.672015381E1,2.791337967E0,-1.330906677E1
1.126884825E1,-2.697325134E1,2.954998016E0,-1.304718018E1
1.127884425E1,-2.696081924E1,2.639219284E0,-1.283557129E1
1.128884025E1,-2.710616302E1,2.771955490E0,-1.267114258E1
1.129883525E1,-2.730176163E1,2.657258987E0,-1.232876587E1
1.130883125E1,-2.734810638E1,2.408927917E0,-1.234097290E1
1.131882725E1,-2.756908417E1,2.350856781E0,-1.171392822E1
1.132882225E1,-2.759015656E1,2.080522537E0,-1.139311218E1
1.133881825E1,-2.778220749E1,2.044113159E0,-1.115847778E1
1.134881425E1,-2.784456253E1,1.938716888E0,-1.072750854E1
1.135880925E1,-2.782589340E1,1.782760620E0,-1.055087280E1
1.136880525E1,-2.798278046E1,1.865633011E0,-9.934539795E0
1.137880125E1,-2.812639618E1,1.716451645E0,-9.592208862E0
1.138879625E1,-2.830371094E1,1.913063049E0,-9.005203247E0
1.139879225E1,-2.827040482E1,1.959917068E0,-8.391098022E0
1.140878825E1,-2.827040482E1,1.959917068E0,-8.391098022E0
1.141878325E1,-2.852466965E1,2.189968109E0,-7.827636719E0
1.142877925E1,-2.863517380E1,2.369361877E0,-6.721160889E0
1.143877525E1,-2.879953766E1,2.488218307E0,-6.034088135E0
1.144877025E1,-2.896086884E1,2.623399734E0,-5.232147217E0
1.145876625E1,-2.909137344E1,2.627532959E0,-4.228561401E0
1.146876225E1,-2.898403549E1,2.575527191E0,-3.333038330E0
1.147875725E1,-2.896749115E1,2.956932068E0,-2.256378174E0
1.148875325E1,-2.905288315E1,2.877750397E0,-1.532501221E0
1.149874925E1,-2.912630844E1,3.231105804E0,-6.343688965E-1
1.150874425E1,-2.907512665E1,3.572481155E0,5.763397217E-1
1.151874025E1,-2.896139908E1,3.700782776E0,1.323669434E0
1.152873625E1,-2.887493134E1,4.177257538E0,2.310455322E0
1.153873125E1,-2.874548340E1,4.328094482E0,3.030700684E0
1.154872725E1,-2.881941605E1,4.632135391E0,3.694946289E0
1.155872325E1,-2.869705582E1,4.821321487E0,4.569046021E0
1.156871825E1,-2.855688095E1,4.954492569E0,5.207763672E0
1.157871425E1,-2.837028503E1,5.491474152E0,5.953643799E0
1.158871025E1,-2.813245773E1,5.601251602E0,6.663253784E0
1.159870625E1,-2.801668549E1,5.999643326E0,7.376464844E0
1.160870125E1,-2.783216858E1,6.312334061E0,7.959823608E0
1.161869725E1,-2.761771393E1,6.564325333E0,8.592742920E0
1.162869325E1,-2.757253647E1,7.117919922E0,9.250350952E0
1.163868825E1,-2.730753326E1,7.400979996E0,1.006129456E1
1.164868425E1,-2.712829971E1,7.712568283E0,1.082630920E1
1.165868025E1,-2.684036636E1,8.078044891E0,1.159574890E1
1.166867525E1,-2.645458221E1,7.962432861E0,1.215991211E1
1.167867125E1,-2.627220154E1,8.315704346E0,1.314689636E1
1.168866725E1,-2.601412582E1,8.747777939E0,1.333999634E1
1.169866225E1,-2.594321823E1,9.256849289E0,1.381867981E1
1.170865825E1,-2.571890640E1,9.682779312E0,1.453373718E1
1.171865425E1,-2.547197342E1,9.599197388E0,1.490444946E1
1.172864925E1,-2.542367935E1,9.872541428E0,1.520674133E1
1.173864525E1,-2.508868790E1,9.838220596E0,1.566616821E1
1.174864125E1,-2.510309601E1,9.870489120E0,1.614202881E1
1.175863625E1,-2.521966171E1,1.021343040E1,1.672447205E1
1.176863246E1,-2.491784668E1,9.934530258E0,1.708355713E1
1.177862846E1,-2.507497025E1,9.941335678E0,1.735005188E1
1.178862346E1,-2.514254761E1,9.827224731E0,1.743165588E1
1.179861946E1,-2.529943085E1,9.876148224E0,1.772128296E1
1.180861546E1,-2.534411621E1,9.816617966E0,1.788108826E1
1.181861046E1,-2.523864746E1,9.511558533E0,1.828472900E1
1.182860646E1,-2.560849380E1,9.766286850E0,1.844371033E1
1.183860246E1,-2.560862350E1,9.460020065E0,1.869174194E1
1.184859746E1,-2.578120804E1,9.222354889E0,1.882731628E1
1.185859346E1,-2.582983780E1,9.421926498E0,1.916191101E1
1.186858946E1,-2.578691483E1,9.158691406E0,1.925782776E1
1.187858546E1,-2.614302444E1,9.257696152E0,1.940498352E1
1.188858046E1,-2.605892563E1,8.931465149E0,1.945631409E1
1.189857646E1,-2.630432129E1,8.987258911E0,1.937602234E1
1.190857246E1,-2.647152328E1,9.249938965E0,1.934771729E1
1.191856746E1,-2.642324448E1,8.830608368E0,1.975727844E1
1.192856346E1,-2.671997833E1,8.972637177E0,1.967901611E1
1.193855946E1,-2.689599228E1,8.828207016E0,1.980093384E1
1.194855446E1,-2.710648727E1,9.121129990E0,1.980131531E1
1.195855046E1,-2.709939575E1,9.402896881E0,1.992413330E1
1.196854646E1,-2.704681396E1,9.356082916E0,2.033029175E1
1.197854146E1,-2.711657715E1,9.511358261E0,2.055570984E1
1.198853746E1,-2.711092377E1,9.611745834E0,2.080050659E1
1.199853346E1,-2.717520142E1,9.799766541E0,2.095054626E1
1.200852846E1,-2.714622116E1,1.008322525E1,2.107876587E1
1.201852446E1,-2.716344833E1,1.002753639E1,2.119517517E1
1.202852046E1,-2.726066971E1,1.025979805E1,2.131927490E1
1.203851546E1,-2.737059021E1,1.032402420E1,2.157577515E1
1.204851146E1,-2.747954178E1,1.026790047E1,2.166413879E1
1.205850746E1,-2.763615036E1,1.052737045E1,2.171697998E1
1.206850246E1,-2.762489700E1,1.021392822E1,2.193902588E1
