"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.269394900E1,-2.246930695E1,1.627028656E1,-2.463409424E1
2.270394500E1,-2.248090363E1,1.644369888E1,-2.432708740E1
2.271394100E1,-2.245158768E1,1.678846359E1,-2.381921387E1
2.272393600E1,-2.264563751E1,1.711174011E1,-2.305851746E1
2.273393200E1,-2.252257538E1,1.726765060E1,-2.268307495E1
2.274392800E1,-2.262998199E1,1.779634476E1,-2.192901611E1
2.275392400E1,-2.255689240E1,1.811515045E1,-2.169947815E1
2.276391900E1,-2.241131210E1,1.851489639E1,-2.084912109E1
2.277391458E1,-2.237082672E1,1.872053909E1,-2.044587708E1
2.278391058E1,-2.227727127E1,1.897591400E1,-2.000115967E1
2.279390558E1,-2.234053802E1,1.916356277E1,-1.960977173E1
2.280390158E1,-2.234713745E1,1.929556274E1,-1.918408203E1
2.281389758E1,-2.229653168E1,1.931904984E1,-1.889131165E1
2.282389358E1,-2.233959961E1,1.926301193E1,-1.838462830E1
2.283388858E1,-2.226628876E1,1.930378342E1,-1.808670044E1
2.284388458E1,-2.241284180E1,1.918059540E1,-1.778045654E1
2.285388058E1,-2.232723999E1,1.918091583E1,-1.749861145E1
2.286387658E1,-2.251130676E1,1.930047989E1,-1.726995850E1
2.287387158E1,-2.255993652E1,1.924397278E1,-1.711367798E1
2.288386758E1,-2.262611008E1,1.907145309E1,-1.690093994E1
2.289386358E1,-2.275353622E1,1.921986771E1,-1.654843140E1
2.290385858E1,-2.290859985E1,1.903187943E1,-1.642945862E1
2.291385458E1,-2.312928772E1,1.882876968E1,-1.649583435E1
2.292385058E1,-2.352939224E1,1.882894897E1,-1.655384827E1
2.293384658E1,-2.381439590E1,1.848479843E1,-1.667013550E1
2.294384158E1,-2.411141586E1,1.838951111E1,-1.652534485E1
2.295383758E1,-2.432292557E1,1.822901154E1,-1.647993469E1
2.296383358E1,-2.478459167E1,1.812581635E1,-1.629582214E1
2.297382958E1,-2.545397186E1,1.830097580E1,-1.612872314E1
2.298382458E1,-2.583060074E1,1.791942978E1,-1.598185730E1
2.299382058E1,-2.631582642E1,1.789959717E1,-1.567680359E1
2.300381658E1,-2.661766434E1,1.781777954E1,-1.525677490E1
2.301381258E1,-2.705281830E1,1.768202591E1,-1.496557617E1
2.302380758E1,-2.772389603E1,1.762734222E1,-1.467173767E1
2.303380358E1,-2.829972458E1,1.735024261E1,-1.444592285E1
2.304379958E1,-2.864721680E1,1.732795334E1,-1.389939880E1
2.305379458E1,-2.914161301E1,1.730524826E1,-1.358311462E1
2.306379058E1,-2.958386612E1,1.709770203E1,-1.319621277E1
2.307378658E1,-3.020771408E1,1.700147629E1,-1.260845947E1
2.308378258E1,-3.055032730E1,1.683995056E1,-1.215441895E1
2.309377758E1,-3.086563110E1,1.672031784E1,-1.142300415E1
2.310377358E1,-3.129531860E1,1.660786057E1,-1.098388672E1
2.311376958E1,-3.154553604E1,1.629593658E1,-1.055204773E1
2.312376558E1,-3.202164459E1,1.609425735E1,-9.879638672E0
2.313376058E1,-3.237901688E1,1.578618240E1,-9.785034180E0
2.314375658E1,-3.260351181E1,1.565494537E1,-9.309616089E0
2.315375258E1,-3.293503189E1,1.549514771E1,-8.872512817E0
2.316374758E1,-3.305920029E1,1.510677528E1,-8.468261719E0
2.317374358E1,-3.321056366E1,1.478043175E1,-8.009567261E0
2.318373958E1,-3.335121155E1,1.459910965E1,-7.833801270E0
2.319373558E1,-3.333064651E1,1.423184586E1,-7.288955688E0
2.320373058E1,-3.364673996E1,1.396151733E1,-7.052597046E0
2.321372658E1,-3.374346924E1,1.365105247E1,-6.763717651E0
2.322372258E1,-3.386037827E1,1.331629562E1,-6.270645142E0
2.323371858E1,-3.393327713E1,1.269655037E1,-6.380798340E0
2.324371358E1,-3.399453354E1,1.241603851E1,-5.956100464E0
2.325370958E1,-3.420987701E1,1.216810608E1,-5.623687744E0
2.326370558E1,-3.428934097E1,1.175756454E1,-5.345321655E0
2.327370058E1,-3.443798065E1,1.157191658E1,-4.947921753E0
2.328369658E1,-3.450354767E1,1.130470085E1,-4.353668213E0
2.329369258E1,-3.441871262E1,1.118106461E1,-3.549209595E0
2.330368858E1,-3.462175369E1,1.092383385E1,-3.229461670E0
2.331368358E1,-3.451541901E1,1.077897263E1,-2.816131592E0
2.332367958E1,-3.470620346E1,1.061870384E1,-2.022216797E0
2.333367558E1,-3.461688232E1,1.034951973E1,-1.800292969E0
2.334367058E1,-3.463280869E1,1.014282227E1,-1.494705200E0
2.335366658E1,-3.485959244E1,1.006291389E1,-1.243637085E0
2.336366258E1,-3.476489258E1,1.005829239E1,-1.154556274E0
2.337365858E1,-3.481948471E1,1.001968765E1,-1.128158569E0
2.338365358E1,-3.476485443E1,9.890480042E0,-1.403167725E0
2.339364958E1,-3.460061646E1,9.933797836E0,-1.403579712E0
2.340364558E1,-3.469942856E1,9.948200226E0,-1.328628540E0
2.341364158E1,-3.463949203E1,1.008643532E1,-1.370269775E0
2.342363658E1,-3.473303223E1,1.024344063E1,-1.226119995E0
2.343363258E1,-3.467110443E1,1.032101631E1,-1.317382812E0
2.344362858E1,-3.447745895E1,1.028600502E1,-1.115005493E0
2.345362358E1,-3.457923126E1,1.044643784E1,-1.134872437E0
2.346361958E1,-3.449337006E1,1.038767624E1,-1.355224609E0
2.347361558E1,-3.459347534E1,1.045510483E1,-1.165206909E0
2.348361158E1,-3.461467361E1,1.034533310E1,-1.098327637E0
2.349360658E1,-3.447613525E1,1.041477013E1,-1.052520752E0
2.350360258E1,-3.462222290E1,1.026521492E1,-9.662475586E-1
2.351359858E1,-3.468528366E1,1.026313591E1,-9.331207275E-1
2.352359458E1,-3.467153168E1,1.052170181E1,-6.268463135E-1
2.353358958E1,-3.452363586E1,1.031616974E1,-5.629272461E-1
2.354358558E1,-3.459896851E1,1.030557251E1,-4.487152100E-1
2.355358158E1,-3.476435852E1,1.027558327E1,-1.934814453E-1
2.356357658E1,-3.461261368E1,1.035837173E1,-2.637329102E-1
2.357357258E1,-3.463703918E1,1.070722961E1,-6.085205078E-2
2.358356858E1,-3.451491165E1,1.073618698E1,9.893798828E-2
2.359356458E1,-3.450021744E1,1.077639008E1,2.979583740E-1
2.360355958E1,-3.456500244E1,1.081782913E1,7.724304199E-1
2.361355558E1,-3.458531570E1,1.089232445E1,8.228454590E-1
2.362355158E1,-3.459725571E1,1.101278687E1,1.009460449E0
2.363354758E1,-3.459725571E1,1.101278687E1,1.009460449E0
2.364354258E1,-3.451546478E1,1.109390068E1,1.511276245E0
2.365353858E1,-3.444501877E1,1.111347198E1,1.873367310E0
2.366353458E1,-3.457591629E1,1.124601746E1,2.162811279E0
2.367352958E1,-3.454738998E1,1.129027939E1,2.428985596E0
2.368352558E1,-3.452951050E1,1.149899292E1,2.691955566E0
2.369352158E1,-3.447817230E1,1.163416290E1,3.194000244E0
2.370351758E1,-3.441833496E1,1.175902367E1,3.322509766E0
2.371351258E1,-3.449446487E1,1.184743690E1,3.849868774E0
2.372350858E1,-3.453751373E1,1.192517090E1,3.790939331E0
2.373350458E1,-3.454781342E1,1.220710564E1,4.133666992E0
2.374349958E1,-3.449819565E1,1.234797478E1,4.560623169E0
2.375349558E1,-3.440477753E1,1.239403915E1,4.555862427E0
2.376349158E1,-3.450413895E1,1.275140762E1,4.822174072E0
2.377349196E1,-3.449481583E1,1.288630295E1,5.276718140E0
2.378348696E1,-3.443738556E1,1.302511024E1,5.642547607E0
2.379348296E1,-3.441685867E1,1.334040833E1,6.048004150E0
2.380347896E1,-3.427901840E1,1.359672356E1,6.350204468E0
2.381347496E1,-3.445121002E1,1.378930283E1,6.634490967E0
2.382346996E1,-3.429640579E1,1.399375916E1,7.043716431E0
2.383346596E1,-3.436893082E1,1.433823204E1,7.272018433E0
2.384346196E1,-3.441142273E1,1.445699120E1,7.626220703E0
2.385345696E1,-3.423362350E1,1.455751991E1,7.849258423E0
2.386345296E1,-3.420683670E1,1.479026031E1,8.219375610E0
2.387344896E1,-3.412944031E1,1.501041603E1,8.323883057E0
2.388344496E1,-3.411251068E1,1.520880508E1,8.712997437E0
2.389343996E1,-3.425427246E1,1.534201813E1,9.200027466E0
2.390343596E1,-3.417544937E1,1.546675873E1,9.205612183E0
2.391343196E1,-3.424528885E1,1.586998749E1,9.386322021E0
2.392342696E1,-3.422415161E1,1.595345306E1,9.496688843E0
2.393342296E1,-3.428279114E1,1.617205811E1,9.852600098E0
2.394341896E1,-3.437713623E1,1.602331543E1,1.011589050E1
2.395341496E1,-3.442980576E1,1.599348068E1,1.015116882E1
2.396340996E1,-3.467725372E1,1.635593414E1,1.038819885E1
2.397340596E1,-3.477275085E1,1.627389145E1,1.046484375E1
2.398340196E1,-3.460336685E1,1.631388855E1,1.077307129E1
2.399339796E1,-3.480880356E1,1.649109650E1,1.099703979E1
2.400339296E1,-3.482524490E1,1.657240295E1,1.103285217E1
2.401338896E1,-3.484528351E1,1.698506927E1,1.125689697E1
2.402338496E1,-3.475577927E1,1.733090210E1,1.179232788E1
2.403337996E1,-3.449517441E1,1.753103256E1,1.226234436E1
2.404337596E1,-3.459181595E1,1.798722458E1,1.255949402E1
2.405337196E1,-3.439927673E1,1.812083817E1,1.278350830E1
2.406336796E1,-3.434194565E1,1.855493927E1,1.310696411E1
2.407336296E1,-3.420098877E1,1.859223175E1,1.316630554E1
2.408335896E1,-3.397172928E1,1.879655838E1,1.346789551E1
2.409335496E1,-3.405017853E1,1.895938492E1,1.368922424E1
2.410335096E1,-3.398822403E1,1.901619720E1,1.365214539E1
2.411334596E1,-3.412503052E1,1.952217865E1,1.370635986E1
2.412334196E1,-3.420860291E1,1.978294373E1,1.373257446E1
2.413333796E1,-3.400595856E1,2.025043869E1,1.397566223E1
2.414333296E1,-3.385992813E1,2.070691299E1,1.412982178E1
2.415332896E1,-3.380248642E1,2.107377243E1,1.422869873E1
2.416332496E1,-3.363249588E1,2.165766907E1,1.457437134E1
2.417332096E1,-3.338145828E1,2.209529877E1,1.491691589E1
2.418331596E1,-3.327598572E1,2.253714752E1,1.508757019E1
2.419331196E1,-3.315469742E1,2.300177765E1,1.532777405E1
2.420330796E1,-3.307213593E1,2.336109161E1,1.567106628E1
2.421330396E1,-3.313999557E1,2.382151031E1,1.589898682E1
2.422329896E1,-3.307200241E1,2.392844772E1,1.621034241E1
2.423329496E1,-3.299273300E1,2.409251404E1,1.675779724E1
2.424329096E1,-3.308242035E1,2.433176804E1,1.737600708E1
2.425328596E1,-3.314763641E1,2.439890289E1,1.742834473E1
2.426328196E1,-3.317173386E1,2.449119949E1,1.791189575E1
2.427327796E1,-3.309032440E1,2.457400131E1,1.837699890E1
2.428327396E1,-3.337214661E1,2.467684174E1,1.849714661E1
2.429326896E1,-3.352256775E1,2.493126297E1,1.895634460E1
2.430326496E1,-3.364112473E1,2.494383240E1,1.918809509E1
2.431326096E1,-3.381715775E1,2.497414398E1,1.962750244E1
2.432325596E1,-3.391787720E1,2.484292603E1,2.046424866E1
2.433325196E1,-3.418264389E1,2.475247192E1,2.083105469E1
2.434324796E1,-3.459635162E1,2.469566345E1,2.117098999E1
2.435324396E1,-3.481503677E1,2.437998199E1,2.184007263E1
2.436323896E1,-3.514508057E1,2.432060242E1,2.227934265E1
2.437323496E1,-3.537177277E1,2.422083664E1,2.308534241E1
2.438323096E1,-3.564818192E1,2.409238815E1,2.327096558E1
2.439322596E1,-3.597636795E1,2.389545441E1,2.378507996E1
2.440322196E1,-3.632935715E1,2.356343460E1,2.423483276E1
2.441321796E1,-3.665740585E1,2.339450455E1,2.484469604E1
2.442321396E1,-3.697028351E1,2.303720856E1,2.546096802E1
2.443320896E1,-3.734488297E1,2.246802902E1,2.594493103E1
2.444320496E1,-3.779339600E1,2.234302902E1,2.651651001E1
2.445320096E1,-3.812977219E1,2.178033066E1,2.682174683E1
2.446319696E1,-3.846700287E1,2.159400558E1,2.715556335E1
2.447319196E1,-3.862900162E1,2.149485397E1,2.769808960E1
2.448318796E1,-3.888334274E1,2.127046585E1,2.809190369E1
2.449318396E1,-3.906577301E1,2.135928345E1,2.848883057E1
2.450317896E1,-3.913892746E1,2.153036880E1,2.869622803E1
2.451317496E1,-3.921104050E1,2.144122314E1,2.904656982E1
2.452317096E1,-3.929187775E1,2.157518005E1,2.953463745E1
2.453316696E1,-3.946181107E1,2.158078766E1,2.996876526E1
2.454316196E1,-3.959881592E1,2.149349594E1,3.056500244E1
2.455315796E1,-3.957758331E1,2.122386169E1,3.112940979E1
2.456315396E1,-3.965139008E1,2.132141495E1,3.155000305E1
2.457314896E1,-3.974091721E1,2.144998932E1,3.212490845E1
2.458314496E1,-3.966489029E1,2.138010788E1,3.258609009E1
2.459314096E1,-3.971817017E1,2.166733932E1,3.303918457E1
2.460313696E1,-3.958727646E1,2.175082397E1,3.351925659E1
2.461313196E1,-3.937216949E1,2.198464203E1,3.406210327E1
2.462312796E1,-3.938530731E1,2.220163345E1,3.443225098E1
2.463312396E1,-3.924114609E1,2.216977692E1,3.502983093E1
2.464311996E1,-3.926770782E1,2.247555923E1,3.525369263E1
2.465311496E1,-3.907137680E1,2.291994476E1,3.576010132E1
2.466311096E1,-3.878829575E1,2.317238998E1,3.628854370E1
2.467310696E1,-3.859781265E1,2.380543137E1,3.668978882E1
2.468310196E1,-3.827403259E1,2.412702560E1,3.702400208E1
2.469309796E1,-3.802376175E1,2.467781448E1,3.741622925E1
2.470309396E1,-3.768987274E1,2.523960114E1,3.761840820E1
2.471308996E1,-3.722551346E1,2.603019333E1,3.812368774E1
2.472308496E1,-3.696213913E1,2.657621002E1,3.837165833E1
2.473308096E1,-3.661894226E1,2.692198944E1,3.865066528E1
2.474307696E1,-3.623990631E1,2.752553558E1,3.890589905E1
2.475307196E1,-3.596584320E1,2.790972519E1,3.893043518E1
2.476306796E1,-3.570571899E1,2.832960892E1,3.943678284E1
2.477305958E1,-3.546986771E1,2.870428467E1,3.955638123E1
2.478305558E1,-3.513833618E1,2.909778214E1,3.980882263E1
2.479305058E1,-3.496448898E1,2.956689072E1,4.012680054E1
2.480304658E1,-3.469900513E1,3.007433319E1,4.034843445E1
2.481304258E1,-3.433352661E1,3.043970490E1,4.056321716E1
2.482303758E1,-3.401924515E1,3.092981339E1,4.072178650E1
2.483303358E1,-3.354786682E1,3.121183395E1,4.096488953E1
2.484302958E1,-3.324132538E1,3.176070023E1,4.086723328E1
2.485302558E1,-3.275201035E1,3.215838623E1,4.116404724E1
2.486302058E1,-3.254425812E1,3.254338074E1,4.129182434E1
2.487301658E1,-3.234817886E1,3.301446915E1,4.140174866E1
2.488301258E1,-3.180079269E1,3.311799240E1,4.142314148E1
2.489300858E1,-3.157766342E1,3.355997086E1,4.137318420E1
2.490300358E1,-3.119475555E1,3.397256851E1,4.132115173E1
2.491299958E1,-3.090665436E1,3.422212601E1,4.119152832E1
2.492299558E1,-3.051706696E1,3.461035919E1,4.115463257E1
2.493299058E1,-2.985729980E1,3.491026688E1,4.124125671E1
2.494298658E1,-2.927948380E1,3.535203171E1,4.118551636E1
2.495298258E1,-2.843188858E1,3.558473969E1,4.133517456E1
2.496297858E1,-2.784377670E1,3.585882187E1,4.130853271E1
2.497297358E1,-2.723845673E1,3.611254120E1,4.136650085E1
2.498296958E1,-2.656359100E1,3.632373428E1,4.139294434E1
2.499296558E1,-2.587059402E1,3.669490433E1,4.132846069E1
2.500296058E1,-2.514939499E1,3.717702484E1,4.116406250E1
2.501295658E1,-2.483038712E1,3.740048981E1,4.053100586E1
2.502295258E1,-2.443317413E1,3.795993805E1,3.984678650E1
2.503294858E1,-2.406607437E1,3.857561493E1,3.910990906E1
2.504294358E1,-2.368347549E1,3.901469040E1,3.825122070E1
2.505293958E1,-2.320495987E1,3.935165787E1,3.780700684E1
2.506293558E1,-2.285442352E1,3.958211136E1,3.674470520E1
2.507293158E1,-2.266112900E1,3.996347809E1,3.612147522E1
2.508292658E1,-2.233636093E1,3.997716904E1,3.557086182E1
2.509292258E1,-2.213825989E1,4.009220123E1,3.501069641E1
2.510291858E1,-2.191471100E1,4.003749466E1,3.506788635E1
2.511291358E1,-2.181398392E1,3.985214615E1,3.480786133E1
2.512290958E1,-2.177508926E1,3.980254745E1,3.456932068E1
2.513290558E1,-2.168571854E1,3.945939255E1,3.422125244E1
2.514290158E1,-2.164031601E1,3.945689392E1,3.399528503E1
2.515289658E1,-2.134732437E1,3.947785950E1,3.403097534E1
2.516289258E1,-2.090400314E1,3.909116745E1,3.364050293E1
2.517288858E1,-2.071520233E1,3.927982712E1,3.350224304E1
2.518288358E1,-2.030783463E1,3.919719315E1,3.317514038E1
2.519287958E1,-1.978385162E1,3.925611115E1,3.311013794E1
2.520287558E1,-1.943115234E1,3.948816681E1,3.273843384E1
2.521287158E1,-1.875138855E1,3.968990707E1,3.239874268E1
2.522286658E1,-1.819388580E1,4.002206039E1,3.231121826E1
2.523286258E1,-1.755937958E1,4.029334641E1,3.168647766E1
2.524285858E1,-1.696955872E1,4.056655121E1,3.154464722E1
2.525285358E1,-1.652380371E1,4.104591751E1,3.109860229E1
2.526284958E1,-1.588333893E1,4.106130219E1,3.080905151E1
2.527284558E1,-1.543207550E1,4.117053223E1,3.045202637E1
2.528284158E1,-1.500812531E1,4.123862457E1,3.015161133E1
2.529283658E1,-1.460649872E1,4.132466888E1,2.975048828E1
2.530283258E1,-1.437519073E1,4.145944214E1,2.940568542E1
2.531282858E1,-1.383731079E1,4.129536057E1,2.906945801E1
2.532282358E1,-1.353751373E1,4.143426514E1,2.891299438E1
2.533281958E1,-1.301970673E1,4.129146957E1,2.870919800E1
2.534281558E1,-1.239529419E1,4.115428925E1,2.867945862E1
2.535281158E1,-1.239529419E1,4.115428925E1,2.867945862E1
2.536280658E1,-1.228574371E1,4.113418579E1,2.845947266E1
2.537280258E1,-1.197640991E1,4.080097198E1,2.826817322E1
2.538279858E1,-1.167790985E1,4.045127106E1,2.816908264E1
2.539279458E1,-1.137184143E1,4.011913300E1,2.788009644E1
2.540278958E1,-1.085946655E1,3.969266891E1,2.777862549E1
2.541278558E1,-1.050508118E1,3.935149002E1,2.774468994E1
2.542278158E1,-1.019639587E1,3.878892899E1,2.790295410E1
2.543277658E1,-9.802658081E0,3.837495804E1,2.771102905E1
2.544277258E1,-9.472343445E0,3.804355240E1,2.747418213E1
2.545276858E1,-9.030494690E0,3.730837631E1,2.741807556E1
2.546276458E1,-8.769943237E0,3.682575989E1,2.742173767E1
2.547275958E1,-8.480201721E0,3.606718445E1,2.751315308E1
2.548275558E1,-8.228340149E0,3.541885757E1,2.729470825E1
2.549275158E1,-8.046936035E0,3.453532410E1,2.722352600E1
2.550274658E1,-7.658340454E0,3.364371490E1,2.714511108E1
2.551274258E1,-7.444099426E0,3.287162781E1,2.724407959E1
2.552273858E1,-7.026107788E0,3.175001907E1,2.706506348E1
2.553273458E1,-6.843246460E0,3.109232330E1,2.694932556E1
2.554272958E1,-6.601799011E0,3.024367142E1,2.651414490E1
2.555272558E1,-6.497840881E0,2.932371902E1,2.626663208E1
2.556272158E1,-6.427711487E0,2.866144943E1,2.586492920E1
2.557271758E1,-6.522933960E0,2.772957230E1,2.532342529E1
2.558271258E1,-6.586036682E0,2.709920120E1,2.469197083E1
2.559270858E1,-6.611938477E0,2.642848587E1,2.419625854E1
2.560270458E1,-6.613204956E0,2.543603134E1,2.366850281E1
2.561269958E1,-6.657684326E0,2.474885941E1,2.284507751E1
2.562269558E1,-6.591224670E0,2.416289520E1,2.219238281E1
2.563269158E1,-6.615264893E0,2.346201324E1,2.174998474E1
2.564268758E1,-6.492034912E0,2.270422745E1,2.147721863E1
2.565268258E1,-6.453689575E0,2.183760071E1,2.077864075E1
2.566267858E1,-6.628456116E0,2.118672180E1,2.024588013E1
2.567267458E1,-6.649597168E0,2.075791550E1,1.975697327E1
2.568266958E1,-6.921310425E0,2.000729752E1,1.974302673E1
2.569266558E1,-6.935325623E0,1.939067078E1,1.973760986E1
2.570266158E1,-6.953186035E0,1.874424362E1,1.938760376E1
2.571265758E1,-7.319679260E0,1.836901855E1,1.856518555E1
2.572265258E1,-7.434303284E0,1.775030899E1,1.820031738E1
2.573264858E1,-7.582221985E0,1.735440063E1,1.784655762E1
2.574264458E1,-7.660636902E0,1.699685669E1,1.775326538E1
2.575264058E1,-7.804679871E0,1.646091080E1,1.742129517E1
2.576263558E1,-7.952484131E0,1.598236084E1,1.722982788E1
2.577263158E1,-8.043487549E0,1.557330322E1,1.702349854E1
2.578262821E1,-8.285049438E0,1.521801758E1,1.670367432E1
2.579262321E1,-8.563514709E0,1.491609001E1,1.669952393E1
2.580261921E1,-8.851486206E0,1.437455750E1,1.631367493E1
2.581261521E1,-9.186584473E0,1.412414169E1,1.589767456E1
2.582261121E1,-9.404457092E0,1.362582588E1,1.564875793E1
2.583260621E1,-9.739036560E0,1.326996040E1,1.545072937E1
2.584260221E1,-9.965103149E0,1.294054413E1,1.545680237E1
2.585259821E1,-1.026592255E1,1.239258575E1,1.555909729E1
2.586259321E1,-1.075066376E1,1.231187630E1,1.547769165E1
2.587258921E1,-1.110678101E1,1.184603310E1,1.543951416E1
2.588258521E1,-1.157791901E1,1.137140656E1,1.561431885E1
2.589258121E1,-1.199644470E1,1.107202721E1,1.537809753E1
2.590257621E1,-1.241483307E1,1.052688599E1,1.514212036E1
2.591257221E1,-1.303067780E1,1.030821419E1,1.485548401E1
2.592256821E1,-1.350019836E1,9.754932404E0,1.459313965E1
2.593256421E1,-1.393310547E1,9.320186615E0,1.449372864E1
2.594255921E1,-1.455048370E1,9.128610611E0,1.460926819E1
2.595255521E1,-1.506822205E1,8.614032745E0,1.449591064E1
2.596255121E1,-1.562631226E1,8.083499908E0,1.452220154E1
2.597254621E1,-1.603958893E1,7.484664917E0,1.464280701E1
2.598254221E1,-1.631286621E1,6.916757584E0,1.456883240E1
2.599253821E1,-1.688998413E1,6.615095139E0,1.460964966E1
2.600253421E1,-1.729222870E1,6.117269516E0,1.475209045E1
2.601252921E1,-1.773551941E1,5.603971481E0,1.493009949E1
2.602252521E1,-1.808712006E1,4.970994949E0,1.504833984E1
2.603252121E1,-1.838773346E1,4.500270844E0,1.547581482E1
2.604251721E1,-1.882777405E1,4.124401093E0,1.590818787E1
2.605251221E1,-1.906852722E1,3.714942932E0,1.633029175E1
2.606250821E1,-1.941208649E1,3.379978180E0,1.660325623E1
2.607250421E1,-1.978619385E1,3.103427887E0,1.719627380E1
2.608250021E1,-1.985497665E1,2.741077423E0,1.797592163E1
2.609249521E1,-2.010735703E1,2.533504486E0,1.842303467E1
2.610249121E1,-2.027479935E1,2.364219666E0,1.884263611E1
2.611248721E1,-2.039762497E1,2.340229034E0,1.951133728E1
2.612248221E1,-2.043808365E1,2.393449783E0,1.992396545E1
2.613247821E1,-2.041875839E1,2.341354370E0,2.045419312E1
2.614247421E1,-2.050901413E1,2.278081894E0,2.086972046E1
2.615247021E1,-2.043473434E1,2.097644806E0,2.131628418E1
2.616246521E1,-2.055038071E1,2.135681152E0,2.160243225E1
2.617246121E1,-2.052849579E1,2.332483292E0,2.179525757E1
2.618245721E1,-2.048888779E1,2.336643219E0,2.249108887E1
2.619245321E1,-2.043963623E1,2.535493851E0,2.282427979E1
2.620244821E1,-2.035774612E1,2.757247925E0,2.321371460E1
2.621244421E1,-2.029589462E1,3.002374649E0,2.317602539E1
2.622244021E1,-2.021166992E1,3.256752014E0,2.343296814E1
2.623243621E1,-2.005176163E1,3.336627960E0,2.364407349E1
2.624243121E1,-1.987815094E1,3.791973114E0,2.390275574E1
2.625242721E1,-1.974836349E1,4.052722931E0,2.397686768E1
2.626242321E1,-1.966813278E1,4.596061707E0,2.428283691E1
2.627241921E1,-1.944943237E1,5.029026031E0,2.443243408E1
2.628241421E1,-1.928474426E1,5.278003693E0,2.470492554E1
2.629241021E1,-1.924916840E1,5.821308136E0,2.518411255E1
2.630240621E1,-1.910713577E1,6.058038712E0,2.515686035E1
2.631240221E1,-1.882494354E1,6.286718369E0,2.543244934E1
2.632239721E1,-1.867984009E1,6.691509247E0,2.563116455E1
2.633239321E1,-1.859104919E1,6.781774521E0,2.561143494E1
2.634238921E1,-1.846655273E1,7.237936020E0,2.557501221E1
2.635238521E1,-1.829053497E1,7.381027222E0,2.543460083E1
2.636238021E1,-1.820446014E1,7.716243744E0,2.537847900E1
2.637237621E1,-1.792467499E1,7.862037659E0,2.554260254E1
2.638237221E1,-1.800958252E1,8.080404282E0,2.561747742E1
2.639236821E1,-1.787781525E1,8.170389175E0,2.563598633E1
2.640236321E1,-1.784726715E1,8.170728683E0,2.546807861E1
2.641235921E1,-1.766652679E1,8.281208038E0,2.542257690E1
2.642235521E1,-1.742346954E1,8.372972488E0,2.525709534E1
2.643235121E1,-1.720826721E1,8.095821381E0,2.492425537E1
2.644234621E1,-1.727529907E1,8.367137909E0,2.476174927E1
2.645234221E1,-1.723757172E1,8.319271088E0,2.426229858E1
2.646233821E1,-1.724417877E1,8.089948654E0,2.408506775E1
2.647233421E1,-1.705421448E1,7.858135223E0,2.372419739E1
2.648232921E1,-1.720093536E1,7.543220520E0,2.288343811E1
2.649232521E1,-1.748092651E1,7.124725342E0,2.231541443E1
2.650232121E1,-1.760901642E1,6.847696304E0,2.161038208E1
2.651231721E1,-1.779774475E1,6.497610092E0,2.100640869E1
2.652231221E1,-1.808930206E1,6.433427811E0,2.058494568E1
2.653230821E1,-1.822383881E1,6.193664551E0,1.972517395E1
2.654230421E1,-1.843764496E1,6.249279022E0,1.911894226E1
2.655230021E1,-1.862425995E1,6.243734360E0,1.850440979E1
2.656229521E1,-1.867621613E1,6.213523865E0,1.770895386E1
2.657229121E1,-1.889942169E1,6.306127548E0,1.723335266E1
2.658228721E1,-1.910268402E1,6.194078445E0,1.656300354E1
2.659228321E1,-1.939724731E1,6.202480316E0,1.584248352E1
2.660227821E1,-1.968973160E1,6.163312912E0,1.526715088E1
2.661227421E1,-1.992946625E1,6.195840836E0,1.490625000E1
2.662227021E1,-2.029831314E1,6.322772980E0,1.436666870E1
2.663226621E1,-2.054448700E1,6.364740372E0,1.370928955E1
2.664226121E1,-2.094800186E1,6.403461456E0,1.325367737E1
2.665225721E1,-2.126376724E1,6.382518768E0,1.252758789E1
2.666225321E1,-2.138298798E1,6.464595795E0,1.226683044E1
2.667224921E1,-2.182093048E1,6.739688873E0,1.179873657E1
2.668224421E1,-2.219217682E1,6.443914413E0,1.136804199E1
2.669224021E1,-2.256583786E1,6.576547623E0,1.091381836E1
2.670223621E1,-2.284176254E1,6.597387314E0,1.029487610E1
2.671223221E1,-2.301376724E1,6.468179703E0,1.024040222E1
2.672222721E1,-2.341846466E1,6.565279007E0,9.713287354E0
2.673222321E1,-2.364141846E1,6.395280838E0,9.190689087E0
2.674221921E1,-2.388329315E1,6.612363815E0,8.903427124E0
2.675221521E1,-2.421775436E1,6.807256699E0,8.714233398E0
2.676221121E1,-2.418122101E1,6.678955078E0,8.602539062E0
2.677220621E1,-2.454534149E1,7.017850876E0,8.406768799E0
2.678220183E1,-2.475183487E1,7.016288757E0,8.276412964E0
2.679219783E1,-2.496933365E1,7.177564621E0,8.212219238E0
2.680219383E1,-2.518239975E1,7.298393250E0,8.132186890E0
2.681218883E1,-2.518121338E1,7.366445541E0,8.157485962E0
2.682218483E1,-2.558864212E1,7.637067795E0,7.946411133E0
2.683218083E1,-2.567822647E1,7.617832184E0,7.823547363E0
2.684217683E1,-2.594514084E1,7.766698837E0,7.864669800E0
2.685217183E1,-2.622786713E1,7.918773651E0,7.817001343E0
2.686216783E1,-2.629333496E1,7.975700378E0,7.798324585E0
2.687216383E1,-2.652552795E1,8.210800171E0,7.700912476E0
2.688215983E1,-2.680483627E1,8.360139847E0,7.747802734E0
