"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.919140833e0,1.958605574e0,1.924627112e0,-1.152462816e0,2.978001991e0
7.929193833e0,2.275837489e0,1.570539905e0,-8.993110498e-1,2.907712543e0
7.939245833e0,2.432867389e0,1.230847666e0,-4.537924665e-1,2.764011091e0
7.949297833e0,2.480496469e0,9.872564623e-1,-9.502931423e-3,2.669761854e0
7.959349833e0,2.477310905e0,8.172495443e-1,4.570897114e-1,2.648376322e0
7.969402833e0,2.500430211e0,6.794593227e-1,8.455746263e-1,2.725584829e0
7.979454833e0,2.398290464e0,5.281602788e-1,1.041173784e0,2.667356983e0
7.989506833e0,2.251921792e0,5.343483871e-1,1.119958071e0,2.571183781e0
7.999558833e0,1.860199859e0,6.901708370e-1,1.128276978e0,2.282474148e0
8.009610833e0,1.244750006e0,9.553508377e-1,9.745764097e-1,1.847132095e0
8.019663833e0,7.762810278e-1,1.190629932e0,6.339609683e-1,1.556315642e0
8.029715833e0,2.330600756e-1,1.272112636e0,3.714051980e-1,1.345559132e0
8.039767833e0,-5.534635198e-1,1.369506783e0,1.820706010e-1,1.488294461e0
8.049819833e0,-1.248921409e0,1.609594043e0,6.461173296e-2,2.038325868e0
8.059871833e0,-1.899931104e0,1.863142177e0,-1.957647800e-3,2.661022511e0
8.069924833e0,-2.650111915e0,1.912949930e0,-1.521001855e-1,3.271942094e0
8.079976833e0,-3.280558707e0,1.992996558e0,-2.841840363e-1,3.849007830e0
8.090028833e0,-4.083855041e0,2.185908481e0,-3.215321030e-1,4.643215564e0
8.100080833e0,-4.865873941e0,2.329414941e0,-2.627516520e-1,5.401105591e0
8.110133833e0,-5.429727963e0,2.322653221e0,-2.433997071e-1,5.910660467e0
8.120185833e0,-5.946725907e0,2.273581633e0,-2.163808199e-1,6.370207463e0
8.130237833e0,-6.594393334e0,2.291267121e0,-1.498080770e-1,6.982719450e0
8.140289833e0,-7.450055577e0,2.361712621e0,-1.270086137e-1,7.816466324e0
8.150341833e0,-8.412824192e0,2.302003779e0,-2.045765340e-1,8.724487598e0
8.160394833e0,-9.554009483e0,2.029197839e0,-2.323495658e-1,9.769888812e0
8.170446833e0,-1.058604480e1,1.661108598e0,-2.363444567e-1,1.071818478e1
8.180498833e0,-1.112694616e1,1.373467103e0,-2.001829727e-1,1.121318046e1
8.190550833e0,-1.130131949e1,1.218561496e0,2.994663191e-1,1.137076930e1
8.200602833e0,-1.129141080e1,1.129977933e0,1.022757540e0,1.139380713e1
8.210655833e0,-1.111223574e1,1.375257520e0,1.548156763e0,1.130353510e1
8.220707833e0,-1.069767282e1,2.046865786e0,1.703336020e0,1.102411978e1
8.230759833e0,-1.045176700e1,2.772438006e0,2.106495692e0,1.101649536e1
8.240811833e0,-1.004834654e1,3.392667373e0,2.076478425e0,1.080699879e1
8.250864833e0,-9.281204714e0,3.518346841e0,1.872975440e0,1.010086939e1
8.260916833e0,-8.158094335e0,3.133217643e0,1.551160478e0,8.875677710e0
8.270968833e0,-6.946103940e0,2.466242126e0,1.134144659e0,7.457680221e0
8.281020833e0,-5.748011792e0,1.983017700e0,1.141927303e0,6.186759792e0
8.291072833e0,-4.756661401e0,1.463458675e0,1.479408710e0,5.191935007e0
8.301125833e0,-3.767234745e0,9.731924468e-1,1.903379792e0,4.331514261e0
8.311177833e0,-2.932077518e0,5.698567736e-1,2.193574766e0,3.705885261e0
8.321229833e0,-2.284831676e0,2.476792842e-1,2.415126936e0,3.333862465e0
8.331281833e0,-1.677750358e0,1.098311752e-1,2.509402179e0,3.020597366e0
8.341334833e0,-1.151819623e0,1.757673025e-2,2.556559389e0,2.804102939e0
8.351386833e0,-7.295050567e-1,-9.234332263e-2,2.388826160e0,2.499439005e0
8.361438833e0,-3.364751011e-1,-7.171317637e-2,2.068885231e0,2.097294536e0
8.371490833e0,7.896080017e-2,1.414043856e-1,1.686144036e0,1.693904283e0
8.381542833e0,4.852645200e-1,4.102371418e-1,1.306091976e0,1.452464256e0
8.391595833e0,7.951043844e-1,6.402104723e-1,9.610156202e-1,1.402002658e0
8.401647833e0,9.997750586e-1,7.994927198e-1,7.528120583e-1,1.485080729e0
8.411699833e0,1.123382274e0,9.053957355e-1,6.927389342e-1,1.600505046e0
8.421751833e0,1.270525702e0,1.044862939e0,6.737838690e-1,1.777627301e0
8.431803833e0,1.454678496e0,1.177744423e0,6.250544894e-1,1.973287756e0
8.441856875e0,1.584403653e0,1.201896347e0,6.094927096e-1,2.079993060e0
8.451908875e0,1.716944829e0,1.173714522e0,5.634177832e-1,2.154749388e0
8.461960875e0,1.868677737e0,1.082608762e0,6.117058808e-1,2.244589561e0
8.472012875e0,1.948471180e0,7.438810211e-1,7.839560831e-1,2.228112666e0
8.482065875e0,1.990450680e0,2.318818617e-1,1.128357085e0,2.299750599e0
8.492117875e0,2.253159063e0,-2.198295808e-1,1.604905745e0,2.775026713e0
8.502169875e0,2.548238801e0,-6.369839787e-1,2.126858620e0,3.379762886e0
8.512221875e0,2.896782555e0,-1.094833828e0,2.310503291e0,3.863733394e0
8.522273875e0,3.224938238e0,-1.340269536e0,2.624782362e0,4.368756289e0
8.532326875e0,3.653377762e0,-1.564374601e0,2.785114185e0,4.852967956e0
8.542378875e0,3.960482883e0,-1.852857510e0,2.973300973e0,5.287629365e0
8.552430875e0,4.186554952e0,-2.053392741e0,3.118724735e0,5.609822464e0
8.562482875e0,4.374248820e0,-2.206552076e0,3.137095517e0,5.817584816e0
8.572535875e0,4.492371347e0,-2.331937722e0,2.918121969e0,5.842496871e0
8.582587875e0,4.538178434e0,-2.347524645e0,2.514645377e0,5.694679696e0
8.592639875e0,4.477766172e0,-2.313868072e0,2.056970944e0,5.443850182e0
8.602691875e0,4.303957686e0,-2.319270314e0,1.640846826e0,5.157077163e0
8.612743875e0,4.099326189e0,-2.412216192e0,1.365491500e0,4.948517879e0
8.622796875e0,3.815942051e0,-2.494881204e0,1.361895463e0,4.758214498e0
8.632848875e0,3.660241224e0,-2.579904982e0,1.152754592e0,4.624080306e0
8.642900875e0,3.340558741e0,-2.802091283e0,9.662067783e-1,4.465938177e0
8.652952875e0,3.124425185e0,-2.904917786e0,1.010708182e0,4.384302808e0
8.663004875e0,2.884670632e0,-3.027119038e0,1.069532341e0,4.316094735e0
8.673057875e0,2.642783015e0,-3.257181539e0,1.152419547e0,4.349897063e0
8.683109875e0,2.370375271e0,-3.513674916e0,1.191708743e0,4.402812745e0
8.693161875e0,2.121880301e0,-3.785876253e0,1.222406040e0,4.508825961e0
8.703213875e0,1.839839269e0,-4.046298959e0,1.353459100e0,4.646438995e0
8.713266875e0,1.318035498e0,-4.260944983e0,1.410951263e0,4.677996707e0
8.723318875e0,4.747564888e-1,-4.581757148e0,1.188738942e0,4.757204280e0
8.733370875e0,-1.383971626e-1,-5.053400579e0,6.289493197e-1,5.094270157e0
8.743422875e0,-5.204390305e-1,-5.552037097e0,-9.570781052e-2,5.577197566e0
8.753474875e0,-3.843713987e-1,-5.798629968e0,-7.386302215e-1,5.858107671e0
8.763527875e0,2.381009603e-1,-6.027475371e0,-1.196506968e0,6.149697581e0
8.773579875e0,8.583291578e-1,-6.415830477e0,-1.411388635e0,6.625075663e0
8.783631875e0,1.317057844e0,-6.731316998e0,-1.320994189e0,6.985005049e0
8.793683875e0,1.479654293e0,-6.615645039e0,-9.956831771e-1,6.851826114e0
8.803735875e0,1.227676721e0,-5.986240221e0,-5.569588940e-2,6.111085350e0
8.813788875e0,5.112524700e-1,-4.960898797e0,5.632307088e-1,5.018876846e0
8.823840875e0,-2.218462855e-1,-3.912241893e0,9.603151238e-1,4.034483553e0
8.833892875e0,-9.358193833e-1,-3.199013438e0,1.011389968e0,3.483152962e0
8.843944875e0,-1.433080051e0,-2.671996582e0,8.639179265e-1,3.152719199e0
8.853997875e0,-1.468134109e0,-2.263014837e0,7.203559184e-1,2.792054184e0
8.864049875e0,-1.242673075e0,-2.087026510e0,5.141906959e-1,2.482802468e0
8.874101875e0,-7.399230409e-1,-2.247077666e0,2.361643807e-1,2.377523451e0
8.884153875e0,6.521575034e-2,-2.635017328e0,-8.206742585e-2,2.637101529e0
8.894205875e0,8.398151189e-1,-3.028984593e0,-2.152003402e-1,3.150610779e0
8.904258875e0,1.591800966e0,-3.213075114e0,-1.133722673e-1,3.587552825e0
8.914310875e0,2.286820899e0,-3.102208105e0,6.373348117e-2,3.854517727e0
8.924362875e0,2.759731421e0,-2.768101711e0,1.103626506e-1,3.910330487e0
8.934414875e0,3.037185313e0,-2.243756448e0,1.623333246e-1,3.779588566e0
8.944467875e0,3.012449251e0,-1.678535054e0,1.682559693e-1,3.452628056e0
8.954519875e0,2.770172210e0,-1.023371497e0,1.229669452e-3,2.953158446e0
8.964571875e0,2.531592947e0,-3.435820994e-1,-1.354512988e-1,2.558389838e0
8.974623875e0,2.318916265e0,2.836136404e-1,-1.942853614e-1,2.344260255e0
8.984675875e0,2.310039607e0,9.226818591e-1,-2.618692341e-1,2.501239752e0
8.994728875e0,2.450456983e0,1.408065955e0,-3.289537545e-1,2.845276741e0
9.004780875e0,2.586421119e0,1.639764506e0,-4.155627859e-1,3.090484472e0
9.014832875e0,2.704955290e0,1.679470609e0,-4.369197410e-1,3.213767805e0
9.024884875e0,2.864112992e0,1.607580847e0,-3.563246441e-1,3.303698936e0
9.034936875e0,3.016425943e0,1.469919556e0,-1.968383288e-1,3.361284620e0
9.044989875e0,3.153746633e0,1.305071344e0,3.207709417e-3,3.413112850e0
9.055041875e0,3.256534837e0,1.195873715e0,2.797028033e-1,3.480426230e0
9.065093875e0,3.389568933e0,8.992237070e-1,4.564763385e-1,3.536403749e0
9.075145875e0,3.574956075e0,8.186908829e-1,6.094552875e-1,3.717795240e0
9.085198875e0,3.410279186e0,6.771245295e-1,9.647953335e-1,3.608231117e0
9.095250875e0,3.195682864e0,7.021734166e-1,1.162066868e0,3.472151477e0
9.105302875e0,2.756996094e0,7.677171957e-1,1.413691853e0,3.192012188e0
9.115354875e0,1.971546632e0,8.025531524e-1,1.678816890e0,2.710998679e0
9.125406875e0,1.272023174e0,9.009191072e-1,1.748621535e0,2.342514774e0
9.135459875e0,6.535760379e-1,1.077515545e0,1.678222813e0,2.098721801e0
9.145511875e0,-2.077398777e-1,1.218938642e0,1.483468432e0,1.931229105e0
9.155563875e0,-8.700539947e-1,1.441657916e0,1.264579668e0,2.105833146e0
9.165615875e0,-1.136716264e0,1.685242395e0,1.049284603e0,2.287610976e0
9.175667875e0,-1.484011638e0,1.813364246e0,8.257789508e-1,2.484449900e0
9.185720875e0,-1.932282579e0,1.849671362e0,7.230988473e-1,2.770897338e0
9.195772875e0,-2.467405137e0,1.909570824e0,8.055030727e-1,3.222325875e0
9.205824875e0,-3.241681155e0,2.057018892e0,9.938600153e-1,3.965801453e0
9.215876875e0,-4.168609262e0,2.278339512e0,1.266865345e0,4.916612850e0
9.225929875e0,-5.069311438e0,2.442743336e0,1.415582843e0,5.802481214e0
9.235981875e0,-5.763218061e0,2.418523584e0,1.381575437e0,6.400991285e0
9.246033875e0,-6.379971843e0,2.348095626e0,1.328722454e0,6.926983264e0
9.256085875e0,-6.769595795e0,2.417366420e0,1.239765254e0,7.294388633e0
9.266137875e0,-7.068598430e0,2.631941693e0,1.245935236e0,7.644903888e0
9.276190875e0,-7.649766642e0,2.700290966e0,1.325138111e0,8.219883941e0
9.286242875e0,-8.577601653e0,2.462647843e0,1.378478751e0,9.029955049e0
9.296294875e0,-9.279660464e0,2.045232659e0,1.521329153e0,9.623383882e0
9.306346875e0,-9.536809899e0,1.645484837e0,1.703326664e0,9.826478775e0
9.316398875e0,-9.622211407e0,1.359568856e0,1.867677863e0,9.895635423e0
9.326451875e0,-9.587022278e0,1.175476288e0,2.080000788e0,9.880240075e0
9.336503875e0,-9.449827303e0,1.153760898e0,2.444501009e0,9.828834389e0
9.346555875e0,-9.141116536e0,1.519399572e0,2.740294107e0,9.663218842e0
9.356607875e0,-8.722410872e0,2.196563863e0,2.802865162e0,9.421326729e0
9.366660875e0,-8.338602560e0,2.825768706e0,2.493741581e0,9.150738140e0
9.376712875e0,-7.827345997e0,3.132770916e0,1.947450841e0,8.652985829e0
9.386764875e0,-7.024056680e0,3.036019378e0,1.414070753e0,7.781669615e0
9.396816875e0,-6.043990831e0,2.588379936e0,1.052413448e0,6.658611712e0
9.406868875e0,-5.132524517e0,2.038014856e0,1.007403336e0,5.613481446e0
9.416921875e0,-4.379131245e0,1.574739375e0,1.379526572e0,4.853832313e0
9.426973875e0,-3.584659529e0,9.739882529e-1,1.535106947e0,4.019327108e0
9.437025875e0,-2.737263495e0,3.736844426e-1,1.848759781e0,3.324178731e0
9.447077833e0,-2.051755813e0,-3.660006166e-2,2.435596284e0,3.184834492e0
9.457130833e0,-1.361889031e0,-2.696098512e-1,2.582930916e0,2.932398902e0
9.467182833e0,-8.982878602e-1,-3.528882354e-1,2.596224561e0,2.769807422e0
9.477234833e0,-6.142377251e-1,-3.587173247e-1,2.463215607e0,2.563863731e0
9.487286833e0,-3.267301315e-1,-2.217240787e-1,2.182049904e0,2.217488654e0
9.497338833e0,-1.500939327e-1,-1.078168094e-2,1.721692184e0,1.728255886e0
9.507391833e0,-8.029864311e-2,2.008693993e-1,1.174292153e0,1.194051276e0
9.517443833e0,-1.521679401e-2,4.684414959e-1,8.979007014e-1,1.012864579e0
9.527495833e0,6.601623416e-2,7.687468904e-1,7.204388758e-1,1.055633506e0
9.537547833e0,8.078337729e-2,1.018207237e0,5.804483470e-1,1.174815821e0
9.547599833e0,2.136993599e-1,1.137420269e0,4.378687441e-1,1.237384872e0
9.557652833e0,3.821167123e-1,1.299338441e0,3.659573472e-1,1.402932054e0
9.567704833e0,5.833158946e-1,1.394107774e0,3.574116415e-1,1.552912425e0
9.577756833e0,7.901114470e-1,1.340037986e0,3.795755124e-1,1.601266834e0
9.587808833e0,9.989734054e-1,1.222117773e0,4.264544675e-1,1.635048356e0
9.597861833e0,1.195819336e0,1.000051047e0,5.431648189e-1,1.650791931e0
9.607913833e0,1.324990177e0,6.037750098e-1,7.170989462e-1,1.623075516e0
9.617965833e0,1.448047754e0,1.110941738e-1,9.751302141e-1,1.749303618e0
9.628017833e0,1.726547711e0,-3.324329209e-1,1.206168323e0,2.132210278e0
9.638069833e0,2.127667875e0,-7.153451470e-1,1.382678806e0,2.636378187e0
9.648122833e0,2.493985410e0,-1.122021919e0,1.639141778e0,3.188366695e0
9.658174833e0,2.764566484e0,-1.512976113e0,1.861168742e0,3.660037384e0
9.668226833e0,2.996996230e0,-1.829806032e0,1.656351303e0,3.882483246e0
9.678278833e0,3.221912888e0,-2.100542057e0,1.283179661e0,4.054571449e0
9.688330833e0,3.340219603e0,-2.344548412e0,1.066719246e0,4.218040327e0
9.698383833e0,3.623019018e0,-2.497506311e0,1.001159095e0,4.512884234e0
9.708435833e0,4.027589039e0,-2.595314442e0,1.035870506e0,4.902056530e0
9.718487833e0,4.346204989e0,-2.821192382e0,1.078118904e0,5.292538581e0
9.728539833e0,4.628433716e0,-3.090599920e0,1.019502395e0,5.658055467e0
9.738592833e0,4.860741840e0,-3.236171031e0,7.964463935e-1,5.893550800e0
9.748644833e0,4.924171266e0,-3.366710413e0,5.740240842e-1,5.992637592e0
9.758696833e0,4.873273593e0,-3.519169837e0,4.235624347e-1,6.026006720e0
9.768748833e0,4.715282995e0,-3.696201307e0,3.665204340e-1,6.002510730e0
9.778800833e0,4.417194865e0,-3.911927312e0,4.130760381e-1,5.914847216e0
9.788853833e0,4.021081672e0,-4.072467003e0,5.603018385e-1,5.750480281e0
9.798905833e0,3.534979831e0,-4.206580788e0,7.113694058e-1,5.540528022e0
9.808957833e0,2.917640743e0,-4.295629790e0,7.446399897e-1,5.245908073e0
9.819009833e0,2.347307421e0,-4.346874788e0,7.853038663e-1,5.002186993e0
9.829061833e0,2.011246887e0,-4.336486332e0,8.005451455e-1,4.846761834e0
9.839114833e0,1.837996811e0,-4.330014634e0,6.992544866e-1,4.755650938e0
9.849166833e0,1.602028331e0,-4.602708599e0,3.114466792e-1,4.883484437e0
9.859218833e0,1.118562414e0,-5.191735761e0,-2.889377860e-1,5.318720441e0
9.869270833e0,5.746918362e-1,-5.849511269e0,-9.768153816e-1,5.958290114e0
9.879323833e0,3.022145104e-1,-6.397463204e0,-1.597828860e0,6.600903432e0
9.889375833e0,3.198666698e-1,-6.872667589e0,-1.998582988e0,7.164510342e0
9.899427833e0,4.616990715e-1,-7.207799585e0,-2.007681255e0,7.496420807e0
9.909479833e0,6.908251405e-1,-7.154770017e0,-1.986847041e0,7.457582352e0
9.919531833e0,5.973000956e-1,-6.740272009e0,-1.383755863e0,6.906722410e0
9.929584833e0,1.087798458e-1,-5.752876675e0,-4.996194345e-1,5.775555616e0
9.939636833e0,-6.375096434e-1,-4.513398812e0,2.737221980e-1,4.566411197e0
9.949688833e0,-1.664715160e0,-3.376171793e0,8.117391282e-1,3.850809389e0
9.959740833e0,-2.748253922e0,-2.441874440e0,8.546079898e-1,3.774388058e0
9.969792833e0,-3.395439538e0,-1.718852191e0,8.691500151e-1,3.903701354e0
9.979845833e0,-3.411717017e0,-1.172394220e0,1.019367324e0,3.748790598e0
9.989897833e0,-3.008340413e0,-9.807049495e-1,6.880395269e-1,3.238100157e0
9.999949833e0,-2.232810168e0,-1.325357089e0,2.819042069e-1,2.611796822e0
1.001000183e1,-1.173373044e0,-2.000199451e0,-2.741817892e-2,2.319127832e0
1.002005483e1,7.055952072e-2,-2.624631504e0,-5.826574981e-2,2.626226204e0
1.003010683e1,1.246735720e0,-2.937021339e0,2.147805101e-1,3.197901651e0
1.004015883e1,2.245503303e0,-2.909805181e0,6.024620175e-1,3.724541819e0
1.005021083e1,3.004284199e0,-2.603757236e0,1.036975045e0,4.108599827e0
1.006026283e1,3.337451531e0,-2.194921964e0,1.412223033e0,4.236819449e0
1.007031583e1,3.402231079e0,-1.693180575e0,1.647078788e0,4.141848055e0
1.008036783e1,3.365654406e0,-1.035558557e0,1.696915777e0,3.908904483e0
1.009041983e1,3.286631041e0,-3.210764587e-1,1.523494377e0,3.636766257e0
1.010047183e1,3.076592622e0,2.874549687e-1,1.205043391e0,3.316652243e0
1.011052383e1,2.957440401e0,8.742724684e-1,8.587625096e-1,3.201293351e0
1.012057683e1,2.974751667e0,1.332932450e0,5.621285087e-1,3.307845954e0
1.013062883e1,3.136081610e0,1.582985703e0,3.071660057e-1,3.526358257e0
1.014068083e1,3.341125921e0,1.757969187e0,1.090903330e-1,3.776966876e0
1.015073283e1,3.483552985e0,1.842690956e0,-7.311186690e-2,3.941572871e0
1.016078583e1,3.557326720e0,1.746557761e0,-1.936779453e-1,3.967688061e0
1.017083783e1,3.715080505e0,1.617257111e0,-1.583999391e-1,4.054927159e0
1.018088983e1,3.840532517e0,1.454171250e0,7.284227371e-2,4.107263083e0
1.019094183e1,3.877651811e0,1.272713145e0,2.407731378e-1,4.088270297e0
1.020099383e1,3.673219119e0,1.122185934e0,3.870949952e-1,3.860269744e0
1.021104683e1,3.038447142e0,8.553231043e-1,6.456998384e-1,3.221904239e0
1.022109883e1,2.312187874e0,7.176603520e-1,1.122187103e0,2.668436441e0
1.023115083e1,1.650440353e0,8.050364649e-1,1.695634067e0,2.499442329e0
1.024120283e1,1.031189809e0,9.586188465e-1,2.102407903e0,2.530300675e0
1.025125483e1,4.759715402e-1,1.119255894e0,2.210537539e0,2.523045555e0
1.026130783e1,-5.822364986e-2,1.328094463e0,2.128100569e0,2.509190492e0
1.027135983e1,-5.426455861e-1,1.600334977e0,2.111628377e0,2.704535205e0
1.028141183e1,-1.091053603e0,1.835087821e0,2.247203089e0,3.099655949e0
1.029146383e1,-1.588077459e0,2.080030609e0,2.497156355e0,3.617223688e0
1.030151683e1,-1.972193334e0,2.284393135e0,2.729199600e0,4.068971492e0
1.031156883e1,-2.425658357e0,2.264437172e0,2.869508218e0,4.386977500e0
1.032162083e1,-2.972965928e0,2.182888979e0,2.916034513e0,4.701785616e0
1.033167283e1,-3.460962852e0,2.247807106e0,2.788624853e0,4.980695656e0
1.034172483e1,-3.768245144e0,2.403861106e0,2.567961459e0,5.154866219e0
1.035177783e1,-3.803455322e0,2.639874026e0,2.239970668e0,5.143216489e0
1.036182983e1,-3.957509574e0,2.660708240e0,1.792986115e0,5.094707997e0
1.037188183e1,-4.403141667e0,2.407185833e0,1.318160629e0,5.188424386e0
1.038193383e1,-4.892999759e0,2.035209362e0,1.028111835e0,5.398197638e0
1.039198583e1,-5.197039186e0,1.855947179e0,1.016146678e0,5.611266372e0
1.040203883e1,-5.508840791e0,2.055840093e0,1.006868316e0,5.965533434e0
1.041209083e1,-6.060378823e0,2.238481967e0,8.683765016e-1,6.518670933e0
1.042214283e1,-6.795515918e0,2.031839612e0,5.894671655e-1,7.117224201e0
1.043219483e1,-7.479218565e0,1.502876510e0,1.911641908e-1,7.631113411e0
1.044224708e1,-7.890414650e0,9.033135420e-1,-1.333177229e-1,7.943071970e0
1.045230008e1,-7.967104976e0,4.048208660e-1,-1.926674368e-1,7.979709417e0
1.046235208e1,-7.856032437e0,-6.016901851e-2,4.083812356e-2,7.856368991e0
1.047240408e1,-7.717003775e0,-3.331720090e-1,5.032091133e-1,7.740566534e0
1.048245608e1,-7.556145703e0,-1.636249745e-1,1.064173368e0,7.632468538e0
1.049250908e1,-7.363157766e0,5.095152622e-1,1.561315191e0,7.544097243e0
1.050256108e1,-7.258093241e0,1.404114114e0,1.773718370e0,7.602468730e0
1.051261308e1,-7.158561936e0,2.142428001e0,1.703678666e0,7.664041214e0
1.052266508e1,-6.927112768e0,2.467066584e0,1.456568316e0,7.496192373e0
1.053271708e1,-6.398536752e0,2.430758298e0,1.250556875e0,6.957999064e0
1.054277008e1,-5.511790711e0,2.173552145e0,1.200095477e0,6.045196021e0
1.055282208e1,-4.687682968e0,1.721723759e0,1.172121082e0,5.129578164e0
1.056287408e1,-4.009931032e0,1.096967477e0,1.159874235e0,4.316039014e0
1.057292608e1,-3.261291547e0,6.800463831e-1,1.300003270e0,3.576100409e0
1.058297808e1,-2.398224390e0,3.375609291e-1,1.488429794e0,2.842683742e0
1.059303108e1,-1.550217907e0,7.557467759e-2,1.655681212e0,2.269398018e0
1.060308308e1,-8.736459392e-1,-7.862107694e-2,1.664832104e0,1.881782250e0
1.061313508e1,-3.447208446e-1,-1.092628258e-1,1.483628061e0,1.527063538e0
1.062318708e1,-3.691931963e-3,-3.584869444e-2,1.178493378e0,1.179044274e0
1.063324008e1,1.902789223e-1,9.791454971e-2,9.235734864e-1,9.480407756e-1
1.064329208e1,3.169319522e-1,3.918944263e-1,7.061968857e-1,8.676065613e-1
1.065334408e1,4.009576106e-1,8.572503465e-1,5.178147271e-1,1.078785082e0
1.066339608e1,3.840486324e-1,1.296483246e0,4.736489896e-1,1.432726605e0
1.067344808e1,4.130601776e-1,1.669343816e0,4.931032974e-1,1.788988079e0
1.068350108e1,4.821894693e-1,1.943162493e0,4.391422312e-1,2.049690967e0
1.069355308e1,5.325439364e-1,2.077468359e0,3.484999001e-1,2.172770123e0
1.070360508e1,5.156086457e-1,2.089182671e0,2.363683937e-1,2.164810967e0
1.071365708e1,4.747471333e-1,1.992360966e0,2.141496320e-1,2.059307438e0
1.072370908e1,6.095681387e-1,1.791091032e0,1.967272317e-1,1.902178226e0
1.073376208e1,9.274210274e-1,1.546907213e0,1.854081917e-1,1.813121035e0
1.074381408e1,1.258788586e0,1.273989300e0,2.145460367e-1,1.803781428e0
1.075386608e1,1.641649649e0,9.395253485e-1,3.164670986e-1,1.917778109e0
1.076391808e1,1.978694853e0,4.722632360e-1,5.099719298e-1,2.097221318e0
1.077397008e1,2.340470856e0,-4.736800164e-2,8.267343128e-1,2.482647212e0
1.078402308e1,2.804076705e0,-4.918040460e-1,1.260532225e0,3.113464128e0
1.079407508e1,3.204639629e0,-8.890723559e-1,1.781731979e0,3.772894598e0
1.080412708e1,3.536467363e0,-1.208643449e0,2.187393090e0,4.330370529e0
1.081417908e1,3.881191716e0,-1.477131220e0,2.372470329e0,4.782696021e0
1.082423208e1,4.156704916e0,-1.705169706e0,2.360898689e0,5.075395758e0
1.083428408e1,4.384445195e0,-1.875194166e0,2.190863997e0,5.247818392e0
1.084433608e1,4.508776880e0,-2.004180820e0,1.976857073e0,5.315427885e0
1.085438808e1,4.511936131e0,-2.116282469e0,1.734132135e0,5.276687730e0
1.086444008e1,4.428995715e0,-2.235287925e0,1.464180806e0,5.172653148e0
1.087449308e1,4.306756164e0,-2.312325869e0,1.214167314e0,5.036784872e0
1.088454508e1,4.106732272e0,-2.374994864e0,1.043014634e0,4.857337757e0
1.089459708e1,3.779054891e0,-2.462470380e0,9.700460601e-1,4.613675932e0
1.090464908e1,3.360959092e0,-2.596685614e0,9.268117476e-1,4.347160246e0
1.091470108e1,2.877851025e0,-2.762903536e0,8.569258261e-1,4.080439234e0
1.092475408e1,2.358161607e0,-2.915275252e0,7.226924658e-1,3.818643785e0
1.093480608e1,1.865748866e0,-3.066602070e0,5.979807115e-1,3.639044932e0
1.094485808e1,1.538068562e0,-3.231694403e0,6.044196653e-1,3.629714417e0
1.095491008e1,1.476367573e0,-3.472892341e0,5.555755341e-1,3.814355332e0
1.096496308e1,1.515349206e0,-3.749185852e0,4.770427501e-1,4.071885012e0
1.097501508e1,1.450887746e0,-3.954465514e0,4.088653851e-1,4.232025952e0
1.098506708e1,9.489563227e-1,-4.267003576e0,3.073846185e-1,4.382045518e0
1.099511908e1,2.982056594e-1,-4.810972095e0,1.089370994e-1,4.821436135e0
1.100517108e1,-3.134458423e-2,-5.396559048e0,-1.714555291e-1,5.399373023e0
1.101522408e1,-1.150088847e-2,-5.866214426e0,-3.863325548e-1,5.878933305e0
1.102527608e1,2.080445176e-1,-6.217356098e0,-3.927434421e-1,6.233221220e0
1.103532808e1,2.298657417e-1,-6.445612686e0,-1.667321666e-1,6.451864906e0
1.104538008e1,8.172594845e-2,-6.488883251e0,3.796749151e-1,6.500495213e0
1.105543208e1,-1.405407518e-1,-6.156257372e0,1.199543427e0,6.273608289e0
1.106548508e1,-4.249206698e-1,-5.403729488e0,2.012150867e0,5.781833712e0
1.107553708e1,-6.802773482e-1,-4.406272851e0,2.509479947e0,5.116200476e0
1.108558908e1,-1.054520200e0,-3.423127858e0,2.570377529e0,4.408702510e0
1.109564108e1,-1.600795738e0,-2.617585901e0,2.196904171e0,3.773683993e0
1.110569408e1,-2.331991809e0,-2.067846181e0,1.759949931e0,3.579329181e0
1.111574608e1,-2.950695637e0,-1.660703385e0,1.443691578e0,3.680867541e0
1.112579808e1,-3.056246066e0,-1.281009759e0,1.192351352e0,3.521835852e0
1.113585008e1,-2.634826709e0,-1.050864228e0,9.171264195e-1,2.981232678e0
1.114590208e1,-1.862189081e0,-1.176539311e0,6.738997900e-1,2.303504689e0
1.115595508e1,-8.355033821e-1,-1.539956628e0,4.293435037e-1,1.803848154e0
1.116600708e1,1.470030946e-1,-1.850218369e0,2.750132632e-1,1.876312932e0
1.117605908e1,1.023504814e0,-1.977769824e0,2.632141668e-1,2.242413271e0
1.118611108e1,1.790184129e0,-1.977312864e0,2.133035034e-1,2.675822072e0
1.119616308e1,2.383806911e0,-1.751020356e0,2.751302075e-1,2.970573060e0
1.120621608e1,2.881547050e0,-1.293101801e0,3.906992555e-1,3.182463131e0
1.121626808e1,3.106249700e0,-7.638720667e-1,3.938521107e-1,3.222950080e0
1.122632008e1,3.105073240e0,-2.067353261e-1,3.256484332e-1,3.128940112e0
1.123637208e1,3.032127471e0,2.933805370e-1,2.059798658e-1,3.053243660e0
