"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.772100083E0,2.799476683E-2,-3.519421071E-2,1.016014442E-2
3.782095083E0,2.549219318E-2,-9.846245870E-3,7.251439616E-3
3.792091083E0,2.286922559E-2,1.804240234E-2,3.553228453E-4
3.802087083E0,1.607497036E-2,4.305933788E-2,2.786522266E-3
3.812082083E0,-2.001028974E-3,5.219880491E-2,7.732377388E-3
3.822078083E0,-2.701343596E-2,4.124708846E-2,1.633492112E-2
3.832074083E0,-4.556868598E-2,2.317045443E-2,2.435005084E-2
3.842069083E0,-5.039300397E-2,-8.771498688E-3,2.308717743E-2
3.852065083E0,-3.767904639E-2,-3.117456287E-2,1.406052243E-2
3.862061083E0,-1.598680019E-2,-4.505869001E-2,7.255879231E-3
3.872056083E0,1.372727472E-2,-3.612969443E-2,5.218619481E-5
3.882052083E0,3.490553051E-2,-2.521765977E-2,-4.381977022E-3
3.892048083E0,3.767755255E-2,-7.147951517E-3,-1.231348235E-2
3.902043083E0,1.900240406E-2,1.519783400E-2,-1.302055176E-2
3.912039083E0,-7.022805046E-3,3.079277277E-2,-1.006124727E-2
3.922035083E0,-2.465639263E-2,3.090489097E-2,-8.602367714E-3
3.932030083E0,-7.761329878E-3,1.544020325E-2,-1.389765739E-2
3.942026083E0,2.270603180E-2,-2.567342017E-4,-1.591660082E-2
3.952022083E0,5.426612124E-2,-1.135201193E-2,-1.572303846E-2
3.962017083E0,6.064785272E-2,-2.167974971E-2,-1.675900817E-2
3.972013083E0,3.792552650E-2,-2.400457487E-2,-1.540395245E-2
3.982009083E0,5.746550392E-3,-1.678687334E-2,-1.721676625E-2
3.992004083E0,-1.879607886E-2,3.031706903E-3,-1.932155155E-2
4.002000083E0,-3.267114609E-2,2.488853596E-2,-2.008987218E-2
4.011995083E0,-3.207581118E-2,3.129071370E-2,-1.529371645E-2
4.021991083E0,-2.217444405E-2,2.116990276E-2,-5.340951029E-3
4.031987083E0,-9.653297253E-3,8.841878735E-4,7.185265422E-3
4.041982083E0,-3.410315141E-3,-1.963866316E-2,1.963154972E-2
4.051978083E0,-4.255012143E-3,-1.923974603E-2,2.630249225E-2
4.061974083E0,-6.190597545E-3,-5.833392963E-3,2.219643071E-2
4.071969083E0,-6.717102602E-3,1.268023346E-2,1.787554100E-2
4.081965083E0,-3.990025260E-3,3.093806654E-2,8.369652554E-3
4.091961083E0,9.045673534E-3,3.600936383E-2,5.783802364E-3
4.101956083E0,1.779815182E-2,2.969900519E-2,9.350840002E-3
4.111952083E0,2.453565225E-2,2.969137626E-3,1.360635459E-2
4.121948083E0,2.063758485E-2,-1.840033196E-2,1.958861388E-2
4.131943083E0,3.917843569E-3,-3.328386694E-2,2.338333242E-2
4.141939083E0,-1.239721291E-2,-4.026187956E-2,2.410185337E-2
4.151935083E0,-2.500342950E-2,-3.762794659E-2,2.451533452E-2
4.161930083E0,-3.709684685E-2,-2.707250603E-2,2.737530321E-2
4.171926083E0,-4.357528314E-2,-1.251911372E-2,3.798964620E-2
4.181922083E0,-4.911705479E-2,-1.546563581E-2,4.822896421E-2
4.191917083E0,-4.928512871E-2,-1.745300740E-2,5.861756206E-2
4.201913083E0,-4.073904455E-2,-1.866075024E-2,6.066686660E-2
4.211909083E0,-2.559172921E-2,-1.948010735E-2,5.495277792E-2
4.221904083E0,5.341153592E-3,-2.291665040E-2,3.978261352E-2
4.231900083E0,2.748418599E-2,-2.582623065E-2,2.903637663E-2
4.241895083E0,4.376035929E-2,-2.202004194E-2,1.610433310E-2
4.251891083E0,3.780725226E-2,-1.744798571E-2,8.689893410E-3
4.261887083E0,1.950014755E-2,-1.246627793E-2,3.011235036E-3
4.271882083E0,-4.316056147E-3,-5.262920167E-3,2.791049890E-3
4.281878083E0,-2.183645964E-2,-3.163651563E-4,8.389281109E-3
4.291874083E0,-2.956824750E-2,1.746416092E-4,7.892752066E-3
4.301869083E0,-2.670907602E-2,-4.595346749E-3,1.678717695E-2
4.311865083E0,-2.583913878E-2,-1.045384258E-2,1.735338569E-2
4.321861083E0,-2.880802751E-2,-1.470158529E-2,2.076915652E-2
4.331856083E0,-3.367850929E-2,-1.352149341E-2,2.446417324E-2
4.341852083E0,-3.206090629E-2,-1.340511348E-2,1.656603627E-2
4.351848083E0,-2.527792193E-2,-1.091169845E-2,9.024553001E-3
4.361843083E0,-1.752119884E-2,-5.148884840E-3,2.299804240E-3
4.371839083E0,-1.115721650E-2,-2.966189058E-3,4.317181185E-3
4.381835083E0,-1.181475073E-2,4.743662197E-3,1.449604798E-2
4.391830083E0,-1.940463856E-2,1.562288031E-2,2.887319215E-2
4.401826083E0,-2.220069245E-2,2.258198708E-2,3.726747632E-2
4.411822083E0,-1.758588105E-2,2.702103369E-2,4.091576859E-2
4.421817083E0,-5.371221341E-4,2.072398923E-2,3.479822353E-2
4.431813083E0,9.005606174E-3,8.222267963E-3,3.098149970E-2
4.441809083E0,1.924332976E-2,-1.295918413E-2,2.880782634E-2
4.451804083E0,1.602075249E-2,-2.636227943E-2,2.248714864E-2
4.461800083E0,6.372920237E-3,-1.593946666E-2,1.786363311E-2
4.471795083E0,-1.290617324E-2,9.751500562E-3,1.058849134E-2
4.481791083E0,-2.665367909E-2,3.935386613E-2,1.249131933E-2
4.491787083E0,-2.626231313E-2,5.623117834E-2,1.949829608E-2
4.501782083E0,-1.648744754E-2,6.771286577E-2,2.491117083E-2
4.511778083E0,4.131258465E-4,4.794640839E-2,2.796272561E-2
4.521774083E0,2.647934854E-2,2.021544054E-2,3.014039248E-2
4.531769083E0,4.328466207E-2,-8.148539811E-3,3.055909090E-2
4.541765083E0,5.290799588E-2,-3.197078034E-2,2.732308395E-2
4.551761083E0,5.263490230E-2,-3.912824020E-2,2.857834101E-2
4.561756083E0,4.979890585E-2,-2.414369769E-2,2.559107170E-2
4.571752083E0,4.362735152E-2,7.008871995E-3,1.817575842E-2
4.581748083E0,3.041487932E-2,3.679366410E-2,1.315916143E-2
4.591743083E0,1.269589178E-2,7.084066421E-2,7.786439732E-3
4.601739083E0,-1.377113536E-2,7.595739514E-2,8.119867183E-3
4.611735083E0,-3.042983264E-2,5.746325850E-2,6.835218053E-3
4.621730083E0,-3.421098739E-2,3.199757636E-2,8.423527703E-3
4.631726083E0,-2.122940682E-2,-2.053203061E-3,8.995397016E-3
4.641722083E0,8.641774766E-4,-3.096288070E-2,6.016118452E-3
4.651717083E0,1.744637638E-2,-4.353475198E-2,1.580396201E-3
4.661713083E0,2.126801386E-2,-4.387510568E-2,-5.138493143E-3
4.671709083E0,8.190738969E-3,-2.282862179E-2,-1.158070751E-2
4.681704083E0,-2.493286133E-2,3.034932772E-3,-1.803647727E-2
4.691700083E0,-6.560006738E-2,4.863553867E-2,-2.301739529E-2
4.701696083E0,-9.668581188E-2,8.712700754E-2,-2.241579071E-2
4.711691083E0,-1.058697626E-1,1.001012772E-1,-2.358335815E-2
4.721687083E0,-8.693788201E-2,9.222418070E-2,-2.514716610E-2
4.731683083E0,-4.965205863E-2,6.431414187E-2,-2.491124719E-2
4.741678083E0,-1.717081480E-2,2.891327068E-2,-2.864792757E-2
4.751674208E0,-8.026370779E-4,3.265502397E-3,-3.044593893E-2
4.761669208E0,-3.565133549E-3,-1.415396761E-2,-2.935803868E-2
4.771665208E0,-1.679879427E-2,-1.902695000E-2,-1.880510524E-2
4.781661208E0,-2.884107828E-2,-3.492998658E-3,-9.715204127E-3
4.791656208E0,-4.307469726E-2,2.106459253E-2,-1.230489090E-2
4.801652208E0,-5.360270664E-2,5.427900702E-2,-1.873988658E-2
4.811648208E0,-7.559973001E-2,8.390007168E-2,-2.688052878E-2
4.821643208E0,-1.021434590E-1,1.096485779E-1,-2.886698022E-2
4.831639208E0,-1.233716458E-1,1.117586643E-1,-2.540378459E-2
4.841635208E0,-1.305280924E-1,8.089289814E-2,-1.693413220E-2
4.851630208E0,-1.177408323E-1,4.645750299E-2,5.094851367E-3
4.861626208E0,-9.983719885E-2,8.215307258E-3,2.308130823E-2
4.871622208E0,-7.818797231E-2,-2.686204016E-2,2.575821057E-2
4.881617208E0,-7.098145783E-2,-4.382104799E-2,1.203893684E-2
4.891613208E0,-7.889139652E-2,-2.918041311E-2,-1.421533432E-2
4.901609208E0,-9.707226604E-2,1.424368238E-3,-4.220648855E-2
4.911603208E0,-1.134581044E-1,4.038013145E-2,-7.021513581E-2
4.921598208E0,-1.206228137E-1,8.950772136E-2,-9.060935676E-2
4.931594208E0,-1.291607916E-1,1.351151019E-1,-1.101679876E-1
4.941589208E0,-1.368349493E-1,1.671878248E-1,-1.223783195E-1
4.951585208E0,-1.290220171E-1,1.919500083E-1,-1.274382025E-1
4.961581208E0,-1.191398278E-1,1.897707433E-1,-1.214668527E-1
4.971576208E0,-1.028040200E-1,1.678461581E-1,-1.077551618E-1
4.981572208E0,-8.713584393E-2,1.412156075E-1,-8.810210228E-2
4.991568208E0,-7.568374276E-2,1.229375526E-1,-7.299260795E-2
5.001563208E0,-7.479105890E-2,1.058733463E-1,-6.767720729E-2
5.011559208E0,-9.445583820E-2,9.095285088E-2,-7.540614158E-2
5.021555208E0,-1.251149476E-1,9.482801706E-2,-8.286326379E-2
5.031550208E0,-1.555022746E-1,1.100132912E-1,-8.907710016E-2
5.041546208E0,-1.815700978E-1,1.435893625E-1,-8.743286878E-2
5.051542208E0,-1.865157932E-1,1.870241612E-1,-7.284949720E-2
5.061537208E0,-1.805351377E-1,2.080918849E-1,-4.991568625E-2
5.071533208E0,-1.515405774E-1,2.122757584E-1,-1.549125183E-2
5.081529208E0,-1.061813533E-1,1.969082505E-1,2.378637716E-2
5.091524208E0,-5.553885922E-2,1.600264907E-1,6.593084335E-2
5.101520208E0,-8.988130838E-3,1.206402034E-1,9.053286165E-2
5.111516208E0,3.288321197E-2,7.687804848E-2,9.928044677E-2
5.121511208E0,7.138479501E-2,3.048045002E-2,9.215462208E-2
5.131507208E0,1.105280817E-1,-6.259393878E-3,9.265522659E-2
5.141503208E0,1.407310069E-1,-1.584943756E-2,8.116368949E-2
5.151498208E0,1.579106003E-1,-9.320518002E-4,8.395293355E-2
5.161494208E0,1.385467649E-1,3.417054191E-2,8.466479927E-2
5.171490208E0,9.434887767E-2,8.423493803E-2,9.607618302E-2
5.181485208E0,2.233992703E-2,1.434926689E-1,1.083688065E-1
5.191481208E0,-7.245298475E-2,2.095941007E-1,1.237051263E-1
5.201477208E0,-1.520026624E-1,2.512059808E-1,1.451648772E-1
5.211472208E0,-1.925318837E-1,2.705883086E-1,1.669491976E-1
5.221468208E0,-1.842345446E-1,2.537962794E-1,1.871277094E-1
5.231464208E0,-1.423630267E-1,2.190755904E-1,2.037472129E-1
5.241459208E0,-7.059988379E-2,1.776756942E-1,2.197016776E-1
5.251455208E0,1.556302141E-2,1.167834029E-1,2.392154485E-1
5.261451208E0,9.299416095E-2,6.243361533E-2,2.524638772E-1
5.271446208E0,1.618390083E-1,2.970243618E-2,2.607526183E-1
5.281442208E0,1.875315905E-1,-9.420257993E-4,2.492799759E-1
5.291438208E0,1.734654456E-1,-5.735477433E-2,2.314275950E-1
5.301433208E0,1.078169271E-1,-1.117200106E-1,2.163767368E-1
5.311429208E0,2.776807919E-2,-1.510888040E-1,2.124283016E-1
5.321424208E0,-2.170147002E-2,-1.615459770E-1,2.085717767E-1
5.331420208E0,-2.547913417E-2,-1.291981637E-1,2.038297057E-1
5.341416208E0,-9.712422267E-3,-8.586321771E-2,1.986325383E-1
5.351411208E0,1.436558552E-2,-4.538415745E-2,1.948538721E-1
5.361407208E0,4.570140317E-2,-1.115987450E-2,1.967793256E-1
5.371403208E0,6.960254163E-2,3.569002450E-2,1.903091669E-1
5.381398208E0,7.378397137E-2,9.033223242E-2,1.867983341E-1
5.391394208E0,6.065029651E-2,1.283975989E-1,1.784794629E-1
5.401390208E0,3.653084859E-2,1.617734134E-1,1.551246047E-1
5.411385208E0,2.862091176E-2,2.094123363E-1,1.433441639E-1
5.421381208E0,6.315873470E-3,2.413289994E-1,1.461250335E-1
5.431377208E0,-1.731376350E-2,2.513094246E-1,1.626197547E-1
5.441372208E0,-4.735209048E-2,2.601489723E-1,1.911507249E-1
5.451368208E0,-6.960856169E-2,2.658502162E-1,2.264051139E-1
5.461364208E0,-7.471597195E-2,2.776086032E-1,2.487969846E-1
5.471359208E0,-6.385670602E-2,2.946070433E-1,2.640277743E-1
5.481355208E0,-2.841482311E-2,3.136241436E-1,2.658672035E-1
5.491351208E0,1.927200519E-2,3.126782179E-1,2.580151558E-1
5.501346208E0,6.959616393E-2,2.873251736E-1,2.594255507E-1
5.511342208E0,1.096193865E-1,2.486441582E-1,2.679941654E-1
5.521338208E0,1.397088468E-1,2.083071172E-1,2.855827510E-1
5.531333208E0,1.469760686E-1,1.369811445E-1,3.105929196E-1
5.541329208E0,1.333992779E-1,7.726108283E-2,3.401929140E-1
5.551325208E0,1.094743758E-1,4.245455563E-2,3.758684695E-1
5.561320208E0,7.578139752E-2,2.315702848E-2,3.923901618E-1
5.571316208E0,3.817624599E-2,1.777357422E-2,3.954048753E-1
5.581312208E0,-3.501157742E-3,2.062182501E-2,3.892982304E-1
5.591307208E0,-3.355301544E-2,2.751219645E-2,3.835985363E-1
5.601303208E0,-5.337705463E-2,3.331495821E-2,3.862811327E-1
5.611299208E0,-7.509373873E-2,4.615349323E-2,3.775136471E-1
5.621294208E0,-1.339165866E-1,5.121003836E-2,3.522197306E-1
5.631290208E0,-2.223129421E-1,4.514331371E-2,3.258751631E-1
5.641286208E0,-3.143278062E-1,4.010381550E-2,3.022222817E-1
5.651281208E0,-3.985797763E-1,1.641897485E-2,2.828428745E-1
5.661277208E0,-4.507367611E-1,-3.056264669E-2,2.773082852E-1
5.671273208E0,-4.527219236E-1,-9.310709685E-2,2.951546013E-1
5.681268208E0,-4.237179756E-1,-1.755809188E-1,3.187885582E-1
5.691264208E0,-3.716900647E-1,-2.113066316E-1,3.293554485E-1
5.701260208E0,-3.383416831E-1,-1.952618957E-1,3.093228936E-1
5.711255208E0,-3.542342186E-1,-1.727112532E-1,2.602590322E-1
5.721251208E0,-4.438575804E-1,-1.110974178E-1,1.963005662E-1
5.731247208E0,-5.918030143E-1,-4.047616199E-2,1.385009438E-1
5.741242208E0,-7.685689926E-1,1.905651530E-3,9.841584414E-2
5.751238208E0,-9.467974305E-1,3.200141340E-2,8.590463549E-2
5.761230500E0,-1.084979057E0,7.586368173E-2,1.086797267E-1
5.771225500E0,-1.153302670E0,1.285792142E-1,1.388627589E-1
5.781221500E0,-1.146803021E0,1.663787961E-1,1.645750403E-1
5.791217500E0,-1.085976720E0,1.781177968E-1,1.868202984E-1
5.801212500E0,-9.678257704E-1,1.744143963E-1,1.921554208E-1
5.811208500E0,-8.151317835E-1,1.245830134E-1,1.870753765E-1
5.821204500E0,-6.354046464E-1,5.035698414E-2,1.687501669E-1
5.831199500E0,-4.688156545E-1,-2.832957357E-2,1.115816906E-1
5.841195500E0,-3.747717142E-1,-8.880702406E-2,-1.428757096E-3
5.851191500E0,-3.657765090E-1,-9.057115018E-2,-1.536810249E-1
5.861186500E0,-4.271325469E-1,-1.630810834E-2,-2.993884087E-1
5.871182500E0,-5.149798393E-1,1.187128350E-1,-4.037419260E-1
5.881178500E0,-5.788744092E-1,2.824130654E-1,-4.457479417E-1
5.891173500E0,-6.075587869E-1,4.231941700E-1,-4.475268722E-1
5.901169500E0,-5.954398513E-1,5.060693622E-1,-4.036752880E-1
5.911165500E0,-5.552127957E-1,5.168766379E-1,-3.204281926E-1
5.921160500E0,-5.044652224E-1,4.690241218E-1,-2.239935249E-1
5.931156500E0,-4.609447122E-1,4.054398537E-1,-1.616434902E-1
5.941152500E0,-4.358422756E-1,3.450630605E-1,-1.512696892E-1
5.951147500E0,-4.396812022E-1,3.265449107E-1,-1.988032609E-1
5.961143500E0,-4.691054225E-1,3.563464582E-1,-2.723283470E-1
5.971138500E0,-5.252327323E-1,4.295867980E-1,-3.379383981E-1
5.981134500E0,-6.000521183E-1,5.207065940E-1,-3.729887903E-1
5.991130500E0,-6.674370170E-1,5.984116197E-1,-3.786815107E-1
6.001126500E0,-7.047031522E-1,6.570807695E-1,-3.672613502E-1
6.011121500E0,-6.755901575E-1,6.965236664E-1,-3.385812044E-1
6.021117500E0,-5.901842117E-1,7.120717168E-1,-2.967272401E-1
6.031113500E0,-4.428245127E-1,6.902766228E-1,-2.528831959E-1
6.041108500E0,-2.602911890E-1,6.264845729E-1,-2.069242001E-1
6.051104500E0,-9.232359380E-2,5.232149959E-1,-1.544440836E-1
6.061099500E0,3.601120412E-2,4.348915219E-1,-9.836935997E-2
6.071095500E0,1.257940978E-1,3.503815532E-1,-3.613971919E-2
6.081091500E0,1.693370342E-1,2.555474639E-1,1.521987654E-2
6.091086500E0,1.784555316E-1,1.725302935E-1,6.677293777E-2
6.101082500E0,1.508481354E-1,1.168603823E-1,1.128203198E-1
6.111078500E0,1.127881482E-1,9.478327632E-2,1.380753368E-1
6.121074500E0,9.811572731E-2,1.189416125E-1,1.389877349E-1
6.131069500E0,1.028361842E-1,1.637370437E-1,1.274133772E-1
6.141065500E0,1.043254212E-1,1.921095699E-1,1.407643259E-1
6.151061500E0,8.712754399E-2,2.139859498E-1,1.809552759E-1
6.161056500E0,4.824087024E-2,1.966386586E-1,2.359679341E-1
6.171052500E0,1.434189174E-2,1.628655791E-1,2.941869199E-1
6.181047500E0,-1.879688818E-3,1.221834049E-1,3.463646472E-1
6.191043500E0,2.537326701E-2,8.475904912E-2,3.858691156E-1
6.201039500E0,9.360931814E-2,5.999218300E-2,4.123089910E-1
6.211034500E0,1.912945062E-1,1.918660849E-2,4.305838346E-1
6.221030500E0,3.245218098E-1,-1.738471910E-2,4.323708117E-1
6.231026500E0,4.776521623E-1,-3.590124846E-2,4.129925966E-1
6.241021500E0,6.022590995E-1,-6.157944724E-2,3.693750799E-1
6.251017500E0,6.483010650E-1,-7.105746120E-2,3.251785636E-1
6.261013500E0,6.272226572E-1,-4.872845486E-2,2.976787686E-1
6.271008500E0,5.567071438E-1,-1.856133156E-2,3.007746935E-1
6.281004500E0,4.574666023E-1,3.270185739E-2,3.008628488E-1
6.291000500E0,3.653548360E-1,9.430460632E-2,2.971509397E-1
6.300995500E0,2.871862650E-1,1.786988527E-1,2.731776834E-1
6.310991500E0,1.959561855E-1,2.391334474E-1,2.472164482E-1
6.320987500E0,8.285414428E-2,2.409736812E-1,2.289218605E-1
6.330982500E0,-2.750018053E-2,2.136325389E-1,2.364005595E-1
6.340978500E0,-8.710678667E-2,1.529590636E-1,2.701444030E-1
6.350974500E0,-8.648402244E-2,6.327413023E-2,2.880118787E-1
6.360969500E0,-1.802426577E-2,-5.934047326E-2,2.918100953E-1
6.370965500E0,1.105914414E-1,-1.701251417E-1,2.875835896E-1
6.380961500E0,2.704745829E-1,-2.388980836E-1,2.854317427E-1
6.390956500E0,4.317451119E-1,-2.639237344E-1,2.686140835E-1
6.400952500E0,6.051834822E-1,-2.405955195E-1,2.088277042E-1
6.410948500E0,7.521837950E-1,-2.225929201E-1,1.079959199E-1
6.420943500E0,8.564060330E-1,-2.075852156E-1,-1.952685416E-4
6.430939500E0,9.045974016E-1,-2.208478302E-1,-9.014884382E-2
6.440935500E0,9.002903104E-1,-2.675383687E-1,-1.462688297E-1
6.450930500E0,8.537456989E-1,-3.227251768E-1,-1.625726968E-1
6.460926500E0,7.493526936E-1,-4.233687222E-1,-1.582807451E-1
6.470922500E0,6.201587915E-1,-5.225566626E-1,-1.421724111E-1
6.480917500E0,4.759719968E-1,-5.658530593E-1,-1.109361798E-1
6.490913500E0,3.419121504E-1,-5.696591735E-1,-8.385039866E-2
6.500909500E0,2.410867363E-1,-5.474862456E-1,-6.695504487E-2
6.510904500E0,1.864904314E-1,-5.105403662E-1,-5.645665899E-2
6.520900500E0,1.632181257E-1,-4.730121493E-1,-4.707700387E-2
6.530896500E0,1.391726583E-1,-4.378295243E-1,-3.749729320E-2
6.540891500E0,1.140995324E-1,-3.961054981E-1,-3.023831733E-2
6.550887500E0,9.350309521E-2,-3.469090164E-1,-1.631400920E-2
6.560883500E0,8.670537919E-2,-3.123385310E-1,-7.950351574E-3
6.570878500E0,1.040568054E-1,-2.926157415E-1,1.351816766E-2
6.580874500E0,1.512522846E-1,-2.867823541E-1,6.047395617E-2
6.590870500E0,2.303903997E-1,-2.861335576E-1,1.270505190E-1
6.600865500E0,3.436471820E-1,-2.936231792E-1,2.029705793E-1
6.610861500E0,4.609753788E-1,-3.475969136E-1,2.889289558E-1
6.620857500E0,5.513212681E-1,-4.212506413E-1,3.794077337E-1
6.630852500E0,6.114238501E-1,-5.187968016E-1,4.465148747E-1
6.640848500E0,6.516079903E-1,-6.003006697E-1,4.685456157E-1
6.650844500E0,6.772019863E-1,-6.338793039E-1,4.474527538E-1
6.660839500E0,6.744024754E-1,-6.197778583E-1,3.871423006E-1
6.670835500E0,6.266148686E-1,-5.742482543E-1,3.024806678E-1
6.680831500E0,5.255135298E-1,-5.374122262E-1,2.225538790E-1
6.690826500E0,3.974323273E-1,-5.245183110E-1,1.908885837E-1
6.700822500E0,2.605690360E-1,-5.402738452E-1,2.175811678E-1
6.710818500E0,1.547730267E-1,-5.984155536E-1,2.946244478E-1
6.720813500E0,1.069929749E-1,-6.673930287E-1,3.848861754E-1
6.730809500E0,1.276026070E-1,-7.045777440E-1,4.632036388E-1
6.740805500E0,1.803161502E-1,-6.905636787E-1,4.814358950E-1
6.750800500E0,2.123322934E-1,-6.635534167E-1,4.367989898E-1
6.760796583E0,1.868948340E-1,-6.266124845E-1,3.582722247E-1
6.770792583E0,8.076710999E-2,-5.968655944E-1,2.634328306E-1
6.780787583E0,-7.354576886E-2,-5.751544237E-1,1.684439778E-1
6.790783583E0,-2.518524826E-1,-5.590400100E-1,9.289336205E-2
6.800779583E0,-4.301274121E-1,-5.217328668E-1,3.542713821E-2
6.810774583E0,-5.786147714E-1,-4.387636185E-1,-4.316702485E-2
6.820770583E0,-6.748896837E-1,-2.942990959E-1,-1.681547761E-1
6.830766583E0,-7.653573751E-1,-6.234888360E-2,-3.220125437E-1
6.840761583E0,-9.031104445E-1,2.433370054E-1,-4.829766750E-1
6.850757583E0,-1.094374180E0,5.382012725E-1,-6.289806366E-1
6.860753583E0,-1.314525962E0,7.900590897E-1,-6.877571344E-1
6.870748583E0,-1.489558458E0,1.000709534E0,-6.231808662E-1
6.880744583E0,-1.550345063E0,1.099166274E0,-4.853628576E-1
6.890740583E0,-1.475275159E0,1.079826355E0,-3.470434546E-1
6.900735583E0,-1.272033572E0,1.002229691E0,-2.909849882E-1
6.910731583E0,-1.004749298E0,8.820580244E-1,-3.482209444E-1
6.920727583E0,-7.128495574E-1,7.738822699E-1,-4.980905950E-1
6.930722583E0,-4.182147086E-1,7.034492493E-1,-6.718223095E-1
6.940718583E0,-1.862960011E-1,6.342462301E-1,-7.667632103E-1
6.950714583E0,-4.919380695E-2,5.402463675E-1,-7.783750296E-1
6.960709583E0,2.011229657E-2,4.644016623E-1,-7.207494974E-1
6.970705583E0,1.339667477E-2,4.258519709E-1,-6.013597250E-1
6.980701583E0,-6.448027492E-2,4.432229698E-1,-4.512333572E-1
6.990696583E0,-1.946728975E-1,4.906418622E-1,-3.203557730E-1
7.000692583E0,-3.274357617E-1,5.650854707E-1,-2.365575433E-1
7.010688583E0,-4.317775369E-1,6.589372158E-1,-2.097853273E-1
7.020683583E0,-4.925031960E-1,7.286412120E-1,-2.193527371E-1
7.030679583E0,-5.294340253E-1,7.359486818E-1,-2.248607725E-1
7.040675583E0,-5.509874821E-1,6.777048111E-1,-2.180782408E-1
7.050670583E0,-5.478840470E-1,5.919737220E-1,-1.939120740E-1
7.060666583E0,-5.278033018E-1,4.907661676E-1,-1.614942104E-1
7.070662583E0,-4.772904813E-1,3.904048800E-1,-1.263823509E-1
7.080657583E0,-4.139243066E-1,3.136485815E-1,-8.770179003E-2
7.090653583E0,-3.455330729E-1,2.546521723E-1,-4.403787851E-2
7.100649583E0,-2.736924291E-1,2.323929220E-1,-6.180513650E-3
7.110644583E0,-1.736836582E-1,2.669925094E-1,2.443565056E-2
7.120640583E0,-5.706676841E-2,3.296993077E-1,2.811187692E-2
7.130636583E0,2.825705148E-2,3.511985242E-1,3.629513085E-2
7.140631583E0,3.657783195E-2,3.039934635E-1,8.115474135E-2
7.150627583E0,-1.934361085E-2,2.179169655E-1,1.515550613E-1
7.160623583E0,-1.068236604E-1,1.172172576E-1,2.144647837E-1
7.170618583E0,-2.131903023E-1,-7.829073817E-3,2.429478317E-1
7.180614583E0,-3.000226617E-1,-1.179031134E-1,2.613319159E-1
7.190610583E0,-3.411128223E-1,-1.639403850E-1,2.707578540E-1
7.200605583E0,-3.210983574E-1,-1.596114188E-1,2.768218517E-1
7.210601583E0,-2.654358745E-1,-1.240194887E-1,2.675035000E-1
7.220597583E0,-2.073651105E-1,-4.699208587E-2,2.657412887E-1
7.230592583E0,-1.666116714E-1,5.676446110E-2,2.787095010E-1
7.240588583E0,-1.153159961E-1,1.927143037E-1,2.803215086E-1
7.250584583E0,-3.765056282E-2,3.149954975E-1,2.669461370E-1
7.260579583E0,7.571034878E-2,3.881829083E-1,2.372896969E-1
7.270575583E0,2.269157469E-1,3.973866999E-1,2.373736650E-1
7.280571583E0,3.816429973E-1,3.729098439E-1,2.531630099E-1
7.290566583E0,4.847305119E-1,2.905743420E-1,2.697567642E-1
7.300562583E0,5.410875678E-1,1.561933756E-1,2.890758812E-1
7.310558583E0,5.559914708E-1,-1.143373642E-2,3.072411716E-1
7.320554583E0,5.638946891E-1,-2.157487869E-1,3.476890028E-1
7.330549583E0,6.092165709E-1,-4.264885783E-1,3.749735057E-1
7.340545583E0,6.954990029E-1,-5.999982953E-1,3.269545734E-1
7.350540583E0,7.822583318E-1,-6.982595921E-1,2.062143683E-1
7.360536583E0,8.228417039E-1,-6.973786354E-1,5.081411824E-2
7.370532583E0,7.992602587E-1,-6.150273085E-1,-1.072200462E-1
7.380527583E0,7.505568862E-1,-4.780236781E-1,-2.083589137E-1
7.390523583E0,7.191991210E-1,-3.319220543E-1,-2.285841256E-1
7.400519583E0,7.329061627E-1,-2.301184535E-1,-1.807199419E-1
7.410514583E0,7.854813933E-1,-2.061373144E-1,-8.768043667E-2
7.420510583E0,8.524260521E-1,-2.617260218E-1,1.788646542E-2
7.430506583E0,8.881711364E-1,-3.701638579E-1,1.028248221E-1
7.440502583E0,8.898592591E-1,-4.960416257E-1,1.357521415E-1
7.450497583E0,8.669569492E-1,-6.039323211E-1,1.103667095E-1
